curr_gen,fitness,genome,min_samples_leaf,min_samples_split,max_features
182,0.7334123222748815,['H1ED15', 'H2DS12', 'H2PF35', 'H1PF5', 'S60L', 'H1DS14', 'H2FS17', 'H1PF14', 'H2GH27', 'H1WP1', 'H1WP10', 'H2FS5', 'H2TO30', 'H2FS8', 'H2FS11', 'H2TO27', 'H2WP4', 'H1PF16', 'H2DS7', 'H2WP9', 'H2TO11', 'H1FS15', 'H2ED16', 'H2PF34', 'H2TO15', 'H2WP9', 'H2FS10', 'H2WP7', 'PA21', 'H1SE4', 'H2FS9', 'H1IR3', 'H2PR5', 'H1TO3', 'H1FS9'],50,3,13
183,0.7334123222748815,['H1ED15', 'H2DS12', 'H2PF35', 'H1PF5', 'S60L', 'H1DS14', 'H2FS17', 'H1PF14', 'H2GH27', 'H1WP1', 'H1WP10', 'H2FS5', 'H2TO30', 'H2FS8', 'H2FS11', 'H2TO27', 'H2WP4', 'H1PF16', 'H2DS7', 'H2WP9', 'H2TO11', 'H1FS15', 'H2ED16', 'H2PF34', 'H2TO15', 'H2WP9', 'H2FS10', 'H2WP7', 'PA21', 'H1SE4', 'H2FS9', 'H1IR3', 'H2PR5', 'H1TO3', 'H1FS9'],50,3,13
184,0.7334123222748815,['H1ED15', 'H2DS12', 'H2PF35', 'H1PF5', 'S60L', 'H1DS14', 'H2FS17', 'H1PF14', 'H2GH27', 'H1WP1', 'H1WP10', 'H2FS5', 'H2TO30', 'H2FS8', 'H2FS11', 'H2TO27', 'H2WP4', 'H1PF16', 'H2DS7', 'H2WP9', 'H2TO11', 'H1FS15', 'H2ED16', 'H2PF34', 'H2TO15', 'H2WP9', 'H2FS10', 'H2WP7', 'PA21', 'H1SE4', 'H2FS9', 'H1IR3', 'H2PR5', 'H1TO3', 'H1FS9'],50,3,13
185,0.7334123222748815,['H1ED15', 'H2DS12', 'H2PF35', 'H1PF5', 'S60L', 'H1DS14', 'H2FS17', 'H1PF14', 'H2GH27', 'H1WP1', 'H1WP10', 'H2FS5', 'H2TO30', 'H2FS8', 'H2FS11', 'H2TO27', 'H2WP4', 'H1PF16', 'H2DS7', 'H2WP9', 'H2TO11', 'H1FS15', 'H2ED16', 'H2PF34', 'H2TO15', 'H2WP9', 'H2FS10', 'H2WP7', 'PA21', 'H1SE4', 'H2FS9', 'H1IR3', 'H2PR5', 'H1TO3', 'H1FS9'],50,3,13
186,0.7334123222748815,['H1ED15', 'H2DS12', 'H2PF35', 'H1PF5', 'S60L', 'H1DS14', 'H2FS17', 'H1PF14', 'H2GH27', 'H1WP1', 'H1WP10', 'H2FS5', 'H2TO30', 'H2FS8', 'H2FS11', 'H2TO27', 'H2WP4', 'H1PF16', 'H2DS7', 'H2WP9', 'H2TO11', 'H1FS15', 'H2ED16', 'H2PF34', 'H2TO15', 'H2WP9', 'H2FS10', 'H2WP7', 'PA21', 'H1SE4', 'H2FS9', 'H1IR3', 'H2PR5', 'H1TO3', 'H1FS9'],50,3,13
187,0.7334123222748815,['H1ED15', 'H2DS12', 'H2PF35', 'H1PF5', 'S60L', 'H1DS14', 'H2FS17', 'H1PF14', 'H2GH27', 'H1WP1', 'H1WP10', 'H2FS5', 'H2TO30', 'H2FS8', 'H2FS11', 'H2TO27', 'H2WP4', 'H1PF16', 'H2DS7', 'H2WP9', 'H2TO11', 'H1FS15', 'H2ED16', 'H2PF34', 'H2TO15', 'H2WP9', 'H2FS10', 'H2WP7', 'PA21', 'H1SE4', 'H2FS9', 'H1IR3', 'H2PR5', 'H1TO3', 'H1FS9'],50,3,13
188,0.7334123222748815,['H1ED15', 'H2DS12', 'H2PF35', 'H1PF5', 'S60L', 'H1DS14', 'H2FS17', 'H1PF14', 'H2GH27', 'H1WP1', 'H1WP10', 'H2FS5', 'H2TO30', 'H2FS8', 'H2FS11', 'H2TO27', 'H2WP4', 'H1PF16', 'H2DS7', 'H2WP9', 'H2TO11', 'H1FS15', 'H2ED16', 'H2PF34', 'H2TO15', 'H2WP9', 'H2FS10', 'H2WP7', 'PA21', 'H1SE4', 'H2FS9', 'H1IR3', 'H2PR5', 'H1TO3', 'H1FS9'],50,3,13
189,0.7334123222748815,['H1ED15', 'H2DS12', 'H2PF35', 'H1PF5', 'S60L', 'H1DS14', 'H2FS17', 'H1PF14', 'H2GH27', 'H1WP1', 'H1WP10', 'H2FS5', 'H2TO30', 'H2FS8', 'H2FS11', 'H2TO27', 'H2WP4', 'H1PF16', 'H2DS7', 'H2WP9', 'H2TO11', 'H1FS15', 'H2ED16', 'H2PF34', 'H2TO15', 'H2WP9', 'H2FS10', 'H2WP7', 'PA21', 'H1SE4', 'H2FS9', 'H1IR3', 'H2PR5', 'H1TO3', 'H1FS9'],50,3,13
190,0.7334123222748815,['H1ED15', 'H2DS12', 'H2PF35', 'H1PF5', 'S60L', 'H1DS14', 'H2FS17', 'H1PF14', 'H2GH27', 'H1WP1', 'H1WP10', 'H2FS5', 'H2TO30', 'H2FS8', 'H2FS11', 'H2TO27', 'H2WP4', 'H1PF16', 'H2DS7', 'H2WP9', 'H2TO11', 'H1FS15', 'H2ED16', 'H2PF34', 'H2TO15', 'H2WP9', 'H2FS10', 'H2WP7', 'PA21', 'H1SE4', 'H2FS9', 'H1IR3', 'H2PR5', 'H1TO3', 'H1FS9'],50,3,13
191,0.7334123222748815,['H1ED15', 'H2DS12', 'H2PF35', 'H1PF5', 'S60L', 'H1DS14', 'H2FS17', 'H1PF14', 'H2GH27', 'H1WP1', 'H1WP10', 'H2FS5', 'H2TO30', 'H2FS8', 'H2FS11', 'H2TO27', 'H2WP4', 'H1PF16', 'H2DS7', 'H2WP9', 'H2TO11', 'H1FS15', 'H2ED16', 'H2PF34', 'H2TO15', 'H2WP9', 'H2FS10', 'H2WP7', 'PA21', 'H1SE4', 'H2FS9', 'H1IR3', 'H2PR5', 'H1TO3', 'H1FS9'],50,3,13
192,0.7334123222748815,['H1ED15', 'H2DS12', 'H2PF35', 'H1PF5', 'S60L', 'H1DS14', 'H2FS17', 'H1PF14', 'H2GH27', 'H1WP1', 'H1WP10', 'H2FS5', 'H2TO30', 'H2FS8', 'H2FS11', 'H2TO27', 'H2WP4', 'H1PF16', 'H2DS7', 'H2WP9', 'H2TO11', 'H1FS15', 'H2ED16', 'H2PF34', 'H2TO15', 'H2WP9', 'H2FS10', 'H2WP7', 'PA21', 'H1SE4', 'H2FS9', 'H1IR3', 'H2PR5', 'H1TO3', 'H1FS9'],50,3,13
193,0.7334123222748815,['H1ED15', 'H2DS12', 'H2PF35', 'H1PF5', 'S60L', 'H1DS14', 'H2FS17', 'H1PF14', 'H2GH27', 'H1WP1', 'H1WP10', 'H2FS5', 'H2TO30', 'H2FS8', 'H2FS11', 'H2TO27', 'H2WP4', 'H1PF16', 'H2DS7', 'H2WP9', 'H2TO11', 'H1FS15', 'H2ED16', 'H2PF34', 'H2TO15', 'H2WP9', 'H2FS10', 'H2WP7', 'PA21', 'H1SE4', 'H2FS9', 'H1IR3', 'H2PR5', 'H1TO3', 'H1FS9'],50,3,13
194,0.7334123222748815,['H1ED15', 'H2DS12', 'H2PF35', 'H1PF5', 'S60L', 'H1DS14', 'H2FS17', 'H1PF14', 'H2GH27', 'H1WP1', 'H1WP10', 'H2FS5', 'H2TO30', 'H2FS8', 'H2FS11', 'H2TO27', 'H2WP4', 'H1PF16', 'H2DS7', 'H2WP9', 'H2TO11', 'H1FS15', 'H2ED16', 'H2PF34', 'H2TO15', 'H2WP9', 'H2FS10', 'H2WP7', 'PA21', 'H1SE4', 'H2FS9', 'H1IR3', 'H2PR5', 'H1TO3', 'H1FS9'],50,3,13
195,0.7334123222748815,['H1ED15', 'H2DS12', 'H2PF35', 'H1PF5', 'S60L', 'H1DS14', 'H2FS17', 'H1PF14', 'H2GH27', 'H1WP1', 'H1WP10', 'H2FS5', 'H2TO30', 'H2FS8', 'H2FS11', 'H2TO27', 'H2WP4', 'H1PF16', 'H2DS7', 'H2WP9', 'H2TO11', 'H1FS15', 'H2ED16', 'H2PF34', 'H2TO15', 'H2WP9', 'H2FS10', 'H2WP7', 'PA21', 'H1SE4', 'H2FS9', 'H1IR3', 'H2PR5', 'H1TO3', 'H1FS9'],50,3,13
196,0.7334123222748815,['H1ED15', 'H2DS12', 'H2PF35', 'H1PF5', 'S60L', 'H1DS14', 'H2FS17', 'H1PF14', 'H2GH27', 'H1WP1', 'H1WP10', 'H2FS5', 'H2TO30', 'H2FS8', 'H2FS11', 'H2TO27', 'H2WP4', 'H1PF16', 'H2DS7', 'H2WP9', 'H2TO11', 'H1FS15', 'H2ED16', 'H2PF34', 'H2TO15', 'H2WP9', 'H2FS10', 'H2WP7', 'PA21', 'H1SE4', 'H2FS9', 'H1IR3', 'H2PR5', 'H1TO3', 'H1FS9'],50,3,13
197,0.7334123222748815,['H1ED15', 'H2DS12', 'H2PF35', 'H1PF5', 'S60L', 'H1DS14', 'H2FS17', 'H1PF14', 'H2GH27', 'H1WP1', 'H1WP10', 'H2FS5', 'H2TO30', 'H2FS8', 'H2FS11', 'H2TO27', 'H2WP4', 'H1PF16', 'H2DS7', 'H2WP9', 'H2TO11', 'H1FS15', 'H2ED16', 'H2PF34', 'H2TO15', 'H2WP9', 'H2FS10', 'H2WP7', 'PA21', 'H1SE4', 'H2FS9', 'H1IR3', 'H2PR5', 'H1TO3', 'H1FS9'],50,3,13
198,0.7334123222748815,['H1ED15', 'H2DS12', 'H2PF35', 'H1PF5', 'S60L', 'H1DS14', 'H2FS17', 'H1PF14', 'H2GH27', 'H1WP1', 'H1WP10', 'H2FS5', 'H2TO30', 'H2FS8', 'H2FS11', 'H2TO27', 'H2WP4', 'H1PF16', 'H2DS7', 'H2WP9', 'H2TO11', 'H1FS15', 'H2ED16', 'H2PF34', 'H2TO15', 'H2WP9', 'H2FS10', 'H2WP7', 'PA21', 'H1SE4', 'H2FS9', 'H1IR3', 'H2PR5', 'H1TO3', 'H1FS9'],50,3,13
199,0.7334123222748815,['H1ED15', 'H2DS12', 'H2PF35', 'H1PF5', 'S60L', 'H1DS14', 'H2FS17', 'H1PF14', 'H2GH27', 'H1WP1', 'H1WP10', 'H2FS5', 'H2TO30', 'H2FS8', 'H2FS11', 'H2TO27', 'H2WP4', 'H1PF16', 'H2DS7', 'H2WP9', 'H2TO11', 'H1FS15', 'H2ED16', 'H2PF34', 'H2TO15', 'H2WP9', 'H2FS10', 'H2WP7', 'PA21', 'H1SE4', 'H2FS9', 'H1IR3', 'H2PR5', 'H1TO3', 'H1FS9'],50,3,13
200,0.7334123222748815,['H1ED15', 'H2DS12', 'H2PF35', 'H1PF5', 'S60L', 'H1DS14', 'H2FS17', 'H1PF14', 'H2GH27', 'H1WP1', 'H1WP10', 'H2FS5', 'H2TO30', 'H2FS8', 'H2FS11', 'H2TO27', 'H2WP4', 'H1PF16', 'H2DS7', 'H2WP9', 'H2TO11', 'H1FS15', 'H2ED16', 'H2PF34', 'H2TO15', 'H2WP9', 'H2FS10', 'H2WP7', 'PA21', 'H1SE4', 'H2FS9', 'H1IR3', 'H2PR5', 'H1TO3', 'H1FS9'],50,3,13
201,0.7334123222748815,['H1ED15', 'H2DS12', 'H2PF35', 'H1PF5', 'S60L', 'H1DS14', 'H2FS17', 'H1PF14', 'H2GH27', 'H1WP1', 'H1WP10', 'H2FS5', 'H2TO30', 'H2FS8', 'H2FS11', 'H2TO27', 'H2WP4', 'H1PF16', 'H2DS7', 'H2WP9', 'H2TO11', 'H1FS15', 'H2ED16', 'H2PF34', 'H2TO15', 'H2WP9', 'H2FS10', 'H2WP7', 'PA21', 'H1SE4', 'H2FS9', 'H1IR3', 'H2PR5', 'H1TO3', 'H1FS9'],50,3,13
202,0.7334123222748815,['H1ED15', 'H2DS12', 'H2PF35', 'H1PF5', 'S60L', 'H1DS14', 'H2FS17', 'H1PF14', 'H2GH27', 'H1WP1', 'H1WP10', 'H2FS5', 'H2TO30', 'H2FS8', 'H2FS11', 'H2TO27', 'H2WP4', 'H1PF16', 'H2DS7', 'H2WP9', 'H2TO11', 'H1FS15', 'H2ED16', 'H2PF34', 'H2TO15', 'H2WP9', 'H2FS10', 'H2WP7', 'PA21', 'H1SE4', 'H2FS9', 'H1IR3', 'H2PR5', 'H1TO3', 'H1FS9'],50,3,13
203,0.7334123222748815,['H1ED15', 'H2DS12', 'H2PF35', 'H1PF5', 'S60L', 'H1DS14', 'H2FS17', 'H1PF14', 'H2GH27', 'H1WP1', 'H1WP10', 'H2FS5', 'H2TO30', 'H2FS8', 'H2FS11', 'H2TO27', 'H2WP4', 'H1PF16', 'H2DS7', 'H2WP9', 'H2TO11', 'H1FS15', 'H2ED16', 'H2PF34', 'H2TO15', 'H2WP9', 'H2FS10', 'H2WP7', 'PA21', 'H1SE4', 'H2FS9', 'H1IR3', 'H2PR5', 'H1TO3', 'H1FS9'],50,3,13
204,0.7334123222748815,['H1ED15', 'H2DS12', 'H2PF35', 'H1PF5', 'S60L', 'H1DS14', 'H2FS17', 'H1PF14', 'H2GH27', 'H1WP1', 'H1WP10', 'H2FS5', 'H2TO30', 'H2FS8', 'H2FS11', 'H2TO27', 'H2WP4', 'H1PF16', 'H2DS7', 'H2WP9', 'H2TO11', 'H1FS15', 'H2ED16', 'H2PF34', 'H2TO15', 'H2WP9', 'H2FS10', 'H2WP7', 'PA21', 'H1SE4', 'H2FS9', 'H1IR3', 'H2PR5', 'H1TO3', 'H1FS9'],50,3,13
205,0.7334123222748815,['H1ED15', 'H2DS12', 'H2PF35', 'H1PF5', 'S60L', 'H1DS14', 'H2FS17', 'H1PF14', 'H2GH27', 'H1WP1', 'H1WP10', 'H2FS5', 'H2TO30', 'H2FS8', 'H2FS11', 'H2TO27', 'H2WP4', 'H1PF16', 'H2DS7', 'H2WP9', 'H2TO11', 'H1FS15', 'H2ED16', 'H2PF34', 'H2TO15', 'H2WP9', 'H2FS10', 'H2WP7', 'PA21', 'H1SE4', 'H2FS9', 'H1IR3', 'H2PR5', 'H1TO3', 'H1FS9'],50,3,13
206,0.7334123222748815,['H1ED15', 'H2DS12', 'H2PF35', 'H1PF5', 'S60L', 'H1DS14', 'H2FS17', 'H1PF14', 'H2GH27', 'H1WP1', 'H1WP10', 'H2FS5', 'H2TO30', 'H2FS8', 'H2FS11', 'H2TO27', 'H2WP4', 'H1PF16', 'H2DS7', 'H2WP9', 'H2TO11', 'H1FS15', 'H2ED16', 'H2PF34', 'H2TO15', 'H2WP9', 'H2FS10', 'H2WP7', 'PA21', 'H1SE4', 'H2FS9', 'H1IR3', 'H2PR5', 'H1TO3', 'H1FS9'],50,3,13
207,0.7334123222748815,['H1ED15', 'H2DS12', 'H2PF35', 'H1PF5', 'S60L', 'H1DS14', 'H2FS17', 'H1PF14', 'H2GH27', 'H1WP1', 'H1WP10', 'H2FS5', 'H2TO30', 'H2FS8', 'H2FS11', 'H2TO27', 'H2WP4', 'H1PF16', 'H2DS7', 'H2WP9', 'H2TO11', 'H1FS15', 'H2ED16', 'H2PF34', 'H2TO15', 'H2WP9', 'H2FS10', 'H2WP7', 'PA21', 'H1SE4', 'H2FS9', 'H1IR3', 'H2PR5', 'H1TO3', 'H1FS9'],50,3,13
208,0.7334123222748815,['H1ED15', 'H2DS12', 'H2PF35', 'H1PF5', 'S60L', 'H1DS14', 'H2FS17', 'H1PF14', 'H2GH27', 'H1WP1', 'H1WP10', 'H2FS5', 'H2TO30', 'H2FS8', 'H2FS11', 'H2TO27', 'H2WP4', 'H1PF16', 'H2DS7', 'H2WP9', 'H2TO11', 'H1FS15', 'H2ED16', 'H2PF34', 'H2TO15', 'H2WP9', 'H2FS10', 'H2WP7', 'PA21', 'H1SE4', 'H2FS9', 'H1IR3', 'H2PR5', 'H1TO3', 'H1FS9'],50,3,13
209,0.7334123222748815,['H1ED15', 'H2DS12', 'H2PF35', 'H1PF5', 'S60L', 'H1DS14', 'H2FS17', 'H1PF14', 'H2GH27', 'H1WP1', 'H1WP10', 'H2FS5', 'H2TO30', 'H2FS8', 'H2FS11', 'H2TO27', 'H2WP4', 'H1PF16', 'H2DS7', 'H2WP9', 'H2TO11', 'H1FS15', 'H2ED16', 'H2PF34', 'H2TO15', 'H2WP9', 'H2FS10', 'H2WP7', 'PA21', 'H1SE4', 'H2FS9', 'H1IR3', 'H2PR5', 'H1TO3', 'H1FS9'],50,3,13
210,0.7334123222748815,['H1ED15', 'H2DS12', 'H2PF35', 'H1PF5', 'S60L', 'H1DS14', 'H2FS17', 'H1PF14', 'H2GH27', 'H1WP1', 'H1WP10', 'H2FS5', 'H2TO30', 'H2FS8', 'H2FS11', 'H2TO27', 'H2WP4', 'H1PF16', 'H2DS7', 'H2WP9', 'H2TO11', 'H1FS15', 'H2ED16', 'H2PF34', 'H2TO15', 'H2WP9', 'H2FS10', 'H2WP7', 'PA21', 'H1SE4', 'H2FS9', 'H1IR3', 'H2PR5', 'H1TO3', 'H1FS9'],50,3,13
211,0.7334123222748815,['H1ED15', 'H2DS12', 'H2PF35', 'H1PF5', 'S60L', 'H1DS14', 'H2FS17', 'H1PF14', 'H2GH27', 'H1WP1', 'H1WP10', 'H2FS5', 'H2TO30', 'H2FS8', 'H2FS11', 'H2TO27', 'H2WP4', 'H1PF16', 'H2DS7', 'H2WP9', 'H2TO11', 'H1FS15', 'H2ED16', 'H2PF34', 'H2TO15', 'H2WP9', 'H2FS10', 'H2WP7', 'PA21', 'H1SE4', 'H2FS9', 'H1IR3', 'H2PR5', 'H1TO3', 'H1FS9'],50,3,13
212,0.7334123222748815,['H1ED15', 'H2DS12', 'H2PF35', 'H1PF5', 'S60L', 'H1DS14', 'H2FS17', 'H1PF14', 'H2GH27', 'H1WP1', 'H1WP10', 'H2FS5', 'H2TO30', 'H2FS8', 'H2FS11', 'H2TO27', 'H2WP4', 'H1PF16', 'H2DS7', 'H2WP9', 'H2TO11', 'H1FS15', 'H2ED16', 'H2PF34', 'H2TO15', 'H2WP9', 'H2FS10', 'H2WP7', 'PA21', 'H1SE4', 'H2FS9', 'H1IR3', 'H2PR5', 'H1TO3', 'H1FS9'],50,3,13
213,0.7334123222748815,['H1ED15', 'H2DS12', 'H2PF35', 'H1PF5', 'S60L', 'H1DS14', 'H2FS17', 'H1PF14', 'H2GH27', 'H1WP1', 'H1WP10', 'H2FS5', 'H2TO30', 'H2FS8', 'H2FS11', 'H2TO27', 'H2WP4', 'H1PF16', 'H2DS7', 'H2WP9', 'H2TO11', 'H1FS15', 'H2ED16', 'H2PF34', 'H2TO15', 'H2WP9', 'H2FS10', 'H2WP7', 'PA21', 'H1SE4', 'H2FS9', 'H1IR3', 'H2PR5', 'H1TO3', 'H1FS9'],50,3,13
214,0.7334123222748815,['H1ED15', 'H2DS12', 'H2PF35', 'H1PF5', 'S60L', 'H1DS14', 'H2FS17', 'H1PF14', 'H2GH27', 'H1WP1', 'H1WP10', 'H2FS5', 'H2TO30', 'H2FS8', 'H2FS11', 'H2TO27', 'H2WP4', 'H1PF16', 'H2DS7', 'H2WP9', 'H2TO11', 'H1FS15', 'H2ED16', 'H2PF34', 'H2TO15', 'H2WP9', 'H2FS10', 'H2WP7', 'PA21', 'H1SE4', 'H2FS9', 'H1IR3', 'H2PR5', 'H1TO3', 'H1FS9'],50,3,13
215,0.7334123222748815,['H1ED15', 'H2DS12', 'H2PF35', 'H1PF5', 'S60L', 'H1DS14', 'H2FS17', 'H1PF14', 'H2GH27', 'H1WP1', 'H1WP10', 'H2FS5', 'H2TO30', 'H2FS8', 'H2FS11', 'H2TO27', 'H2WP4', 'H1PF16', 'H2DS7', 'H2WP9', 'H2TO11', 'H1FS15', 'H2ED16', 'H2PF34', 'H2TO15', 'H2WP9', 'H2FS10', 'H2WP7', 'PA21', 'H1SE4', 'H2FS9', 'H1IR3', 'H2PR5', 'H1TO3', 'H1FS9'],50,3,13
216,0.7334123222748815,['H1ED15', 'H2DS12', 'H2PF35', 'H1PF5', 'S60L', 'H1DS14', 'H2FS17', 'H1PF14', 'H2GH27', 'H1WP1', 'H1WP10', 'H2FS5', 'H2TO30', 'H2FS8', 'H2FS11', 'H2TO27', 'H2WP4', 'H1PF16', 'H2DS7', 'H2WP9', 'H2TO11', 'H1FS15', 'H2ED16', 'H2PF34', 'H2TO15', 'H2WP9', 'H2FS10', 'H2WP7', 'PA21', 'H1SE4', 'H2FS9', 'H1IR3', 'H2PR5', 'H1TO3', 'H1FS9'],50,3,13
217,0.7334123222748815,['H1ED15', 'H2DS12', 'H2PF35', 'H1PF5', 'S60L', 'H1DS14', 'H2FS17', 'H1PF14', 'H2GH27', 'H1WP1', 'H1WP10', 'H2FS5', 'H2TO30', 'H2FS8', 'H2FS11', 'H2TO27', 'H2WP4', 'H1PF16', 'H2DS7', 'H2WP9', 'H2TO11', 'H1FS15', 'H2ED16', 'H2PF34', 'H2TO15', 'H2WP9', 'H2FS10', 'H2WP7', 'PA21', 'H1SE4', 'H2FS9', 'H1IR3', 'H2PR5', 'H1TO3', 'H1FS9'],50,3,13
218,0.7334123222748815,['H1ED15', 'H2DS12', 'H2PF35', 'H1PF5', 'S60L', 'H1DS14', 'H2FS17', 'H1PF14', 'H2GH27', 'H1WP1', 'H1WP10', 'H2FS5', 'H2TO30', 'H2FS8', 'H2FS11', 'H2TO27', 'H2WP4', 'H1PF16', 'H2DS7', 'H2WP9', 'H2TO11', 'H1FS15', 'H2ED16', 'H2PF34', 'H2TO15', 'H2WP9', 'H2FS10', 'H2WP7', 'PA21', 'H1SE4', 'H2FS9', 'H1IR3', 'H2PR5', 'H1TO3', 'H1FS9'],50,3,13
219,0.7334123222748815,['H1ED15', 'H2DS12', 'H2PF35', 'H1PF5', 'S60L', 'H1DS14', 'H2FS17', 'H1PF14', 'H2GH27', 'H1WP1', 'H1WP10', 'H2FS5', 'H2TO30', 'H2FS8', 'H2FS11', 'H2TO27', 'H2WP4', 'H1PF16', 'H2DS7', 'H2WP9', 'H2TO11', 'H1FS15', 'H2ED16', 'H2PF34', 'H2TO15', 'H2WP9', 'H2FS10', 'H2WP7', 'PA21', 'H1SE4', 'H2FS9', 'H1IR3', 'H2PR5', 'H1TO3', 'H1FS9'],50,3,13
220,0.7345971563981043,['H1ED15', 'H2DS12', 'H2PF35', 'H1PF5', 'S60L', 'H1DS14', 'H2FS17', 'H1PF14', 'H2GH27', 'H1WP1', 'H1WP10', 'H2FS15', 'H2TO30', 'H2FS8', 'H2FS11', 'H2TO27', 'H2WP4', 'H1PF16', 'H2DS7', 'H2WP9', 'H2TO11', 'H1FS15', 'H2ED16', 'H2PF34', 'H2TO15', 'H2WP9', 'H2FS10', 'H2WP7', 'PA21', 'H1SE4', 'H2FS9', 'H1IR3', 'H2PR5', 'H1TO3', 'H1FS9'],51,3,13
221,0.7345971563981043,['H1ED15', 'H2DS12', 'H2PF35', 'H1PF5', 'S60L', 'H1DS14', 'H2FS17', 'H1PF14', 'H2GH27', 'H1WP1', 'H1WP10', 'H2FS15', 'H2TO30', 'H2FS8', 'H2FS11', 'H2TO27', 'H2WP4', 'H1PF16', 'H2DS7', 'H2WP9', 'H2TO11', 'H1FS15', 'H2ED16', 'H2PF34', 'H2TO15', 'H2WP9', 'H2FS10', 'H2WP7', 'PA21', 'H1SE4', 'H2FS9', 'H1IR3', 'H2PR5', 'H1TO3', 'H1FS9'],51,3,13
222,0.7345971563981043,['H1ED15', 'H2DS12', 'H2PF35', 'H1PF5', 'S60L', 'H1DS14', 'H2FS17', 'H1PF14', 'H2GH27', 'H1WP1', 'H1WP10', 'H2FS15', 'H2TO30', 'H2FS8', 'H2FS11', 'H2TO27', 'H2WP4', 'H1PF16', 'H2DS7', 'H2WP9', 'H2TO11', 'H1FS15', 'H2ED16', 'H2PF34', 'H2TO15', 'H2WP9', 'H2FS10', 'H2WP7', 'PA21', 'H1SE4', 'H2FS9', 'H1IR3', 'H2PR5', 'H1TO3', 'H1FS9'],51,3,13
223,0.7345971563981043,['H1ED15', 'H2DS12', 'H2PF35', 'H1PF5', 'S60L', 'H1DS14', 'H2FS17', 'H1PF14', 'H2GH27', 'H1WP1', 'H1WP10', 'H2FS15', 'H2TO30', 'H2FS8', 'H2FS11', 'H2TO27', 'H2WP4', 'H1PF16', 'H2DS7', 'H2WP9', 'H2TO11', 'H1FS15', 'H2ED16', 'H2PF34', 'H2TO15', 'H2WP9', 'H2FS10', 'H2WP7', 'PA21', 'H1SE4', 'H2FS9', 'H1IR3', 'H2PR5', 'H1TO3', 'H1FS9'],51,3,13
224,0.7345971563981043,['H1ED15', 'H2DS12', 'H2PF35', 'H1PF5', 'S60L', 'H1DS14', 'H2FS17', 'H1PF14', 'H2GH27', 'H1WP1', 'H1WP10', 'H2FS15', 'H2TO30', 'H2FS8', 'H2FS11', 'H2TO27', 'H2WP4', 'H1PF16', 'H2DS7', 'H2WP9', 'H2TO11', 'H1FS15', 'H2ED16', 'H2PF34', 'H2TO15', 'H2WP9', 'H2FS10', 'H2WP7', 'PA21', 'H1SE4', 'H2FS9', 'H1IR3', 'H2PR5', 'H1TO3', 'H1FS9'],51,3,13
225,0.7345971563981043,['H1ED15', 'H2DS12', 'H2PF35', 'H1PF5', 'S60L', 'H1DS14', 'H2FS17', 'H1PF14', 'H2GH27', 'H1WP1', 'H1WP10', 'H2FS15', 'H2TO30', 'H2FS8', 'H2FS11', 'H2TO27', 'H2WP4', 'H1PF16', 'H2DS7', 'H2WP9', 'H2TO11', 'H1FS15', 'H2ED16', 'H2PF34', 'H2TO15', 'H2WP9', 'H2FS10', 'H2WP7', 'PA21', 'H1SE4', 'H2FS9', 'H1IR3', 'H2PR5', 'H1TO3', 'H1FS9'],51,3,13
226,0.7345971563981043,['H1ED15', 'H2DS12', 'H2PF35', 'H1PF5', 'S60L', 'H1DS14', 'H2FS17', 'H1PF14', 'H2GH27', 'H1WP1', 'H1WP10', 'H2FS15', 'H2TO30', 'H2FS8', 'H2FS11', 'H2TO27', 'H2WP4', 'H1PF16', 'H2DS7', 'H2WP9', 'H2TO11', 'H1FS15', 'H2ED16', 'H2PF34', 'H2TO15', 'H2WP9', 'H2FS10', 'H2WP7', 'PA21', 'H1SE4', 'H2FS9', 'H1IR3', 'H2PR5', 'H1TO3', 'H1FS9'],51,3,13
227,0.7345971563981043,['H1ED15', 'H2DS12', 'H2PF35', 'H1PF5', 'S60L', 'H1DS14', 'H2FS17', 'H1PF14', 'H2GH27', 'H1WP1', 'H1WP10', 'H2FS15', 'H2TO30', 'H2FS8', 'H2FS11', 'H2TO27', 'H2WP4', 'H1PF16', 'H2DS7', 'H2WP9', 'H2TO11', 'H1FS15', 'H2ED16', 'H2PF34', 'H2TO15', 'H2WP9', 'H2FS10', 'H2WP7', 'PA21', 'H1SE4', 'H2FS9', 'H1IR3', 'H2PR5', 'H1TO3', 'H1FS9'],51,3,13
228,0.7345971563981043,['H1ED15', 'H2DS12', 'H2PF35', 'H1PF5', 'S60L', 'H1DS14', 'H2FS17', 'H1PF14', 'H2GH27', 'H1WP1', 'H1WP10', 'H2FS15', 'H2TO30', 'H2FS8', 'H2FS11', 'H2TO27', 'H2WP4', 'H1PF16', 'H2DS7', 'H2WP9', 'H2TO11', 'H1FS15', 'H2ED16', 'H2PF34', 'H2TO15', 'H2WP9', 'H2FS10', 'H2WP7', 'PA21', 'H1SE4', 'H2FS9', 'H1IR3', 'H2PR5', 'H1TO3', 'H1FS9'],51,3,13
