curr_gen,fitness,genome,min_samples_leaf,min_samples_split,max_features
274,0.7061611374407583,['H2PF22', 'H2PF25', 'H2FS10', 'H1ED7', 'H1PF33', 'H2PF26', 'H1FS2', 'S62B', 'S60N', 'H2FS12', 'H1DS14', 'H2DS7', 'H1DS9', 'H2WP3', 'H1TO1', 'H2FS7', 'H2FS1', 'H2TO11', 'H1PF16', 'H1PF33', 'S62M', 'H1PF2', 'H2ED12', 'H1PF35', 'H1FS19', 'S60M', 'H2DS7', 'PC40', 'H1PF25', 'H2DS6'],62,30,19
275,0.7061611374407583,['H2PF22', 'H2PF25', 'H2FS10', 'H1ED7', 'H1PF33', 'H2PF26', 'H1FS2', 'S62B', 'S60N', 'H2FS12', 'H1DS14', 'H2DS7', 'H1DS9', 'H2WP3', 'H1TO1', 'H2FS7', 'H2FS1', 'H2TO11', 'H1PF16', 'H1PF33', 'S62M', 'H1PF2', 'H2ED12', 'H1PF35', 'H1FS19', 'S60M', 'H2DS7', 'PC40', 'H1PF25', 'H2DS6'],62,30,19
276,0.7061611374407583,['H2PF22', 'H2PF25', 'H2FS10', 'H1ED7', 'H1PF33', 'H2PF26', 'H1FS2', 'S62B', 'S60N', 'H2FS12', 'H1DS14', 'H2DS7', 'H1DS9', 'H2WP3', 'H1TO1', 'H2FS7', 'H2FS1', 'H2TO11', 'H1PF16', 'H1PF33', 'S62M', 'H1PF2', 'H2ED12', 'H1PF35', 'H1FS19', 'S60M', 'H2DS7', 'PC40', 'H1PF25', 'H2DS6'],62,30,19
277,0.7061611374407583,['H2PF22', 'H2PF25', 'H2FS10', 'H1ED7', 'H1PF33', 'H2PF26', 'H1FS2', 'S62B', 'S60N', 'H2FS12', 'H1DS14', 'H2DS7', 'H1DS9', 'H2WP3', 'H1TO1', 'H2FS7', 'H2FS1', 'H2TO11', 'H1PF16', 'H1PF33', 'S62M', 'H1PF2', 'H2ED12', 'H1PF35', 'H1FS19', 'S60M', 'H2DS7', 'PC40', 'H1PF25', 'H2DS6'],62,30,19
278,0.7061611374407583,['H2PF22', 'H2PF25', 'H2FS10', 'H1ED7', 'H1PF33', 'H2PF26', 'H1FS2', 'S62B', 'S60N', 'H2FS12', 'H1DS14', 'H2DS7', 'H1DS9', 'H2WP3', 'H1TO1', 'H2FS7', 'H2FS1', 'H2TO11', 'H1PF16', 'H1PF33', 'S62M', 'H1PF2', 'H2ED12', 'H1PF35', 'H1FS19', 'S60M', 'H2DS7', 'PC40', 'H1PF25', 'H2DS6'],62,30,19
279,0.7061611374407583,['H2PF22', 'H2PF25', 'H2FS10', 'H1ED7', 'H1PF33', 'H2PF26', 'H1FS2', 'S62B', 'S60N', 'H2FS12', 'H1DS14', 'H2DS7', 'H1DS9', 'H2WP3', 'H1TO1', 'H2FS7', 'H2FS1', 'H2TO11', 'H1PF16', 'H1PF33', 'S62M', 'H1PF2', 'H2ED12', 'H1PF35', 'H1FS19', 'S60M', 'H2DS7', 'PC40', 'H1PF25', 'H2DS6'],62,30,19
280,0.7061611374407583,['H2PF22', 'H2PF25', 'H2FS10', 'H1ED7', 'H1PF33', 'H2PF26', 'H1FS2', 'S62B', 'S60N', 'H2FS12', 'H1DS14', 'H2DS7', 'H1DS9', 'H2WP3', 'H1TO1', 'H2FS7', 'H2FS1', 'H2TO11', 'H1PF16', 'H1PF33', 'S62M', 'H1PF2', 'H2ED12', 'H1PF35', 'H1FS19', 'S60M', 'H2DS7', 'PC40', 'H1PF25', 'H2DS6'],62,30,19
281,0.7061611374407583,['H2PF22', 'H2PF25', 'H2FS10', 'H1ED7', 'H1PF33', 'H2PF26', 'H1FS2', 'S62B', 'S60N', 'H2FS12', 'H1DS14', 'H2DS7', 'H1DS9', 'H2WP3', 'H1TO1', 'H2FS7', 'H2FS1', 'H2TO11', 'H1PF16', 'H1PF33', 'S62M', 'H1PF2', 'H2ED12', 'H1PF35', 'H1FS19', 'S60M', 'H2DS7', 'PC40', 'H1PF25', 'H2DS6'],62,30,19
282,0.7061611374407583,['H2PF22', 'H2PF25', 'H2FS10', 'H1ED7', 'H1PF33', 'H2PF26', 'H1FS2', 'S62B', 'S60N', 'H2FS12', 'H1DS14', 'H2DS7', 'H1DS9', 'H2WP3', 'H1TO1', 'H2FS7', 'H2FS1', 'H2TO11', 'H1PF16', 'H1PF33', 'S62M', 'H1PF2', 'H2ED12', 'H1PF35', 'H1FS19', 'S60M', 'H2DS7', 'PC40', 'H1PF25', 'H2DS6'],62,30,19
283,0.7061611374407583,['H2PF22', 'H2PF25', 'H2FS10', 'H1ED7', 'H1PF33', 'H2PF26', 'H1FS2', 'S62B', 'S60N', 'H2FS12', 'H1DS14', 'H2DS7', 'H1DS9', 'H2WP3', 'H1TO1', 'H2FS7', 'H2FS1', 'H2TO11', 'H1PF16', 'H1PF33', 'S62M', 'H1PF2', 'H2ED12', 'H1PF35', 'H1FS19', 'S60M', 'H2DS7', 'PC40', 'H1PF25', 'H2DS6'],62,30,19
284,0.7061611374407583,['H2PF22', 'H2PF25', 'H2FS10', 'H1ED7', 'H1PF33', 'H2PF26', 'H1FS2', 'S62B', 'S60N', 'H2FS12', 'H1DS14', 'H2DS7', 'H1DS9', 'H2WP3', 'H1TO1', 'H2FS7', 'H2FS1', 'H2TO11', 'H1PF16', 'H1PF33', 'S62M', 'H1PF2', 'H2ED12', 'H1PF35', 'H1FS19', 'S60M', 'H2DS7', 'PC40', 'H1PF25', 'H2DS6'],62,30,19
285,0.7061611374407583,['H2PF22', 'H2PF25', 'H2FS10', 'H1ED7', 'H1PF33', 'H2PF26', 'H1FS2', 'S62B', 'S60N', 'H2FS12', 'H1DS14', 'H2DS7', 'H1DS9', 'H2WP3', 'H1TO1', 'H2FS7', 'H2FS1', 'H2TO11', 'H1PF16', 'H1PF33', 'S62M', 'H1PF2', 'H2ED12', 'H1PF35', 'H1FS19', 'S60M', 'H2DS7', 'PC40', 'H1PF25', 'H2DS6'],62,30,19
286,0.7061611374407583,['H2PF22', 'H2PF25', 'H2FS10', 'H1ED7', 'H1PF33', 'H2PF26', 'H1FS2', 'S62B', 'S60N', 'H2FS12', 'H1DS14', 'H2DS7', 'H1DS9', 'H2WP3', 'H1TO1', 'H2FS7', 'H2FS1', 'H2TO11', 'H1PF16', 'H1PF33', 'S62M', 'H1PF2', 'H2ED12', 'H1PF35', 'H1FS19', 'S60M', 'H2DS7', 'PC40', 'H1PF25', 'H2DS6'],62,30,19
287,0.7061611374407583,['H1TO9', 'H1EE5', 'H2DS10', 'H2FS16', 'H2TO1', 'S62R', 'H1PF24', 'H2SE4', 'H2ED16', 'H1FS4', 'H2TO27', 'H2FS8', 'H1PF26', 'H2PF22', 'H1PF14', 'H2PF10', 'H1FS12', 'H1DA6', 'H2WP7', 'H1FS12', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H2ED17', 'H1WP1', 'H2WP10', 'H1FS14', 'H2TO28', 'H1PF33'],2,71,2
288,0.7061611374407583,['H1TO9', 'H1EE5', 'H2DS10', 'H2FS16', 'H2TO1', 'S62R', 'H1PF24', 'H2SE4', 'H2ED16', 'H1FS4', 'H2TO27', 'H2FS8', 'H1PF26', 'H2PF22', 'H1PF14', 'H2PF10', 'H1FS12', 'H1DA6', 'H2WP7', 'H1FS12', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H2ED17', 'H1WP1', 'H2WP10', 'H1FS14', 'H2TO28', 'H1PF33'],2,71,2
289,0.7061611374407583,['H1TO9', 'H1EE5', 'H2DS10', 'H2FS16', 'H2TO1', 'S62R', 'H1PF24', 'H2SE4', 'H2ED16', 'H1FS4', 'H2TO27', 'H2FS8', 'H1PF26', 'H2PF22', 'H1PF14', 'H2PF10', 'H1FS12', 'H1DA6', 'H2WP7', 'H1FS12', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H2ED17', 'H1WP1', 'H2WP10', 'H1FS14', 'H2TO28', 'H1PF33'],2,71,2
290,0.7061611374407583,['H1TO9', 'H1EE5', 'H2DS10', 'H2FS16', 'H2TO1', 'S62R', 'H1PF24', 'H2SE4', 'H2ED16', 'H1FS4', 'H2TO27', 'H2FS8', 'H1PF26', 'H2PF22', 'H1PF14', 'H2PF10', 'H1FS12', 'H1DA6', 'H2WP7', 'H1FS12', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H2ED17', 'H1WP1', 'H2WP10', 'H1FS14', 'H2TO28', 'H1PF33'],2,71,2
291,0.7061611374407583,['H1TO9', 'H1EE5', 'H2DS10', 'H2FS16', 'H2TO1', 'S62R', 'H1PF24', 'H2SE4', 'H2ED16', 'H1FS4', 'H2TO27', 'H2FS8', 'H1PF26', 'H2PF22', 'H1PF14', 'H2PF10', 'H1FS12', 'H1DA6', 'H2WP7', 'H1FS12', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H2ED17', 'H1WP1', 'H2WP10', 'H1FS14', 'H2TO28', 'H1PF33'],2,71,2
292,0.7061611374407583,['H1TO9', 'H1EE5', 'H2DS10', 'H2FS16', 'H2TO1', 'S62R', 'H1PF24', 'H2SE4', 'H2ED16', 'H1FS4', 'H2TO27', 'H2FS8', 'H1PF26', 'H2PF22', 'H1PF14', 'H2PF10', 'H1FS12', 'H1DA6', 'H2WP7', 'H1FS12', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H2ED17', 'H1WP1', 'H2WP10', 'H1FS14', 'H2TO28', 'H1PF33'],2,71,2
293,0.7061611374407583,['H1TO9', 'H1EE5', 'H2DS10', 'H2FS16', 'H2TO1', 'S62R', 'H1PF24', 'H2SE4', 'H2ED16', 'H1FS4', 'H2TO27', 'H2FS8', 'H1PF26', 'H2PF22', 'H1PF14', 'H2PF10', 'H1FS12', 'H1DA6', 'H2WP7', 'H1FS12', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H2ED17', 'H1WP1', 'H2WP10', 'H1FS14', 'H2TO28', 'H1PF33'],2,71,2
294,0.7061611374407583,['H1TO9', 'H1EE5', 'H2DS10', 'H2FS16', 'H2TO1', 'S62R', 'H1PF24', 'H2SE4', 'H2ED16', 'H1FS4', 'H2TO27', 'H2FS8', 'H1PF26', 'H2PF22', 'H1PF14', 'H2PF10', 'H1FS12', 'H1DA6', 'H2WP7', 'H1FS12', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H2ED17', 'H1WP1', 'H2WP10', 'H1FS14', 'H2TO28', 'H1PF33'],2,71,2
295,0.7097156398104265,['H1TO9', 'H2DS14', 'H2DS10', 'H2FS16', 'H2TO1', 'S62R', 'H1PF24', 'H2SE4', 'H2ED16', 'H1FS4', 'H2TO27', 'H2FS8', 'H1PF26', 'H2PF22', 'H1PF14', 'H2PF10', 'H1FS12', 'H1DA6', 'H2WP7', 'H1FS12', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H2ED17', 'H1WP1', 'H2WP10', 'H1FS14', 'H2TO28', 'H1PF33'],2,72,2
296,0.7097156398104265,['H1TO9', 'H2DS14', 'H2DS10', 'H2FS16', 'H2TO1', 'S62R', 'H1PF24', 'H2SE4', 'H2ED16', 'H1FS4', 'H2TO27', 'H2FS8', 'H1PF26', 'H2PF22', 'H1PF14', 'H2PF10', 'H1FS12', 'H1DA6', 'H2WP7', 'H1FS12', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H2ED17', 'H1WP1', 'H2WP10', 'H1FS14', 'H2TO28', 'H1PF33'],2,72,2
297,0.7097156398104265,['H1TO9', 'H2DS14', 'H2DS10', 'H2FS16', 'H2TO1', 'S62R', 'H1PF24', 'H2SE4', 'H2ED16', 'H1FS4', 'H2TO27', 'H2FS8', 'H1PF26', 'H2PF22', 'H1PF14', 'H2PF10', 'H1FS12', 'H1DA6', 'H2WP7', 'H1FS12', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H2ED17', 'H1WP1', 'H2WP10', 'H1FS14', 'H2TO28', 'H1PF33'],2,72,2
298,0.7097156398104265,['H1TO9', 'H2DS14', 'H2DS10', 'H2FS16', 'H2TO1', 'S62R', 'H1PF24', 'H2SE4', 'H2ED16', 'H1FS4', 'H2TO27', 'H2FS8', 'H1PF26', 'H2PF22', 'H1PF14', 'H2PF10', 'H1FS12', 'H1DA6', 'H2WP7', 'H1FS12', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H2ED17', 'H1WP1', 'H2WP10', 'H1FS14', 'H2TO28', 'H1PF33'],2,72,2
299,0.7097156398104265,['H1TO9', 'H2DS14', 'H2DS10', 'H2FS16', 'H2TO1', 'S62R', 'H1PF24', 'H2SE4', 'H2ED16', 'H1FS4', 'H2TO27', 'H2FS8', 'H1PF26', 'H2PF22', 'H1PF14', 'H2PF10', 'H1FS12', 'H1DA6', 'H2WP7', 'H1FS12', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H2ED17', 'H1WP1', 'H2WP10', 'H1FS14', 'H2TO28', 'H1PF33'],2,72,2
