curr_gen,fitness,genome,min_samples_leaf,min_samples_split,max_features
210,0.7322274881516587,['H2ED17', 'H1FS9', 'H2WP5', 'H2TO1', 'H2TO30', 'H1DS11', 'H2PF21', 'H2PF17', 'H2GH26', 'H2FV1', 'H2TO30', 'H2WP7', 'H1PF5', 'H2PF1', 'H2PF27', 'H2FS4', 'H1DS6', 'H1PF26', 'H1FS15', 'H2GH22', 'S62E', 'H2TO26', 'H1WP1', 'H1WP10', 'S60O', 'H1TO3', 'H1WP14', 'H1ED15', 'H1ED17', 'H2PF31', 'H2PF1', 'H2DS7', 'H1ED24', 'H1PF2', 'S62Q', 'H1FS11', 'H1EE5', 'H2FS18', 'H1DS13', 'H1FS3'],56,35,15
211,0.7322274881516587,['H2ED17', 'H1FS9', 'H2WP5', 'H2TO1', 'H2TO30', 'H1DS11', 'H2PF21', 'H2PF17', 'H2GH26', 'H2FV1', 'H2TO30', 'H2WP7', 'H1PF5', 'H2PF1', 'H2PF27', 'H2FS4', 'H1DS6', 'H1PF26', 'H1FS15', 'H2GH22', 'S62E', 'H2TO26', 'H1WP1', 'H1WP10', 'S60O', 'H1TO3', 'H1WP14', 'H1ED15', 'H1ED17', 'H2PF31', 'H2PF1', 'H2DS7', 'H1ED24', 'H1PF2', 'S62Q', 'H1FS11', 'H1EE5', 'H2FS18', 'H1DS13', 'H1FS3'],56,35,15
212,0.7322274881516587,['H2ED17', 'H1FS9', 'H2WP5', 'H2TO1', 'H2TO30', 'H1DS11', 'H2PF21', 'H2PF17', 'H2GH26', 'H2FV1', 'H2TO30', 'H2WP7', 'H1PF5', 'H2PF1', 'H2PF27', 'H2FS4', 'H1DS6', 'H1PF26', 'H1FS15', 'H2GH22', 'S62E', 'H2TO26', 'H1WP1', 'H1WP10', 'S60O', 'H1TO3', 'H1WP14', 'H1ED15', 'H1ED17', 'H2PF31', 'H2PF1', 'H2DS7', 'H1ED24', 'H1PF2', 'S62Q', 'H1FS11', 'H1EE5', 'H2FS18', 'H1DS13', 'H1FS3'],56,35,15
213,0.7322274881516587,['H2ED17', 'H1FS9', 'H2WP5', 'H2TO1', 'H2TO30', 'H1DS11', 'H2PF21', 'H2PF17', 'H2GH26', 'H2FV1', 'H2TO30', 'H2WP7', 'H1PF5', 'H2PF1', 'H2PF27', 'H2FS4', 'H1DS6', 'H1PF26', 'H1FS15', 'H2GH22', 'S62E', 'H2TO26', 'H1WP1', 'H1WP10', 'S60O', 'H1TO3', 'H1WP14', 'H1ED15', 'H1ED17', 'H2PF31', 'H2PF1', 'H2DS7', 'H1ED24', 'H1PF2', 'S62Q', 'H1FS11', 'H1EE5', 'H2FS18', 'H1DS13', 'H1FS3'],56,35,15
214,0.7322274881516587,['H2ED17', 'H1FS9', 'H2WP5', 'H2TO1', 'H2TO30', 'H1DS11', 'H2PF21', 'H2PF17', 'H2GH26', 'H2FV1', 'H2TO30', 'H2WP7', 'H1PF5', 'H2PF1', 'H2PF27', 'H2FS4', 'H1DS6', 'H1PF26', 'H1FS15', 'H2GH22', 'S62E', 'H2TO26', 'H1WP1', 'H1WP10', 'S60O', 'H1TO3', 'H1WP14', 'H1ED15', 'H1ED17', 'H2PF31', 'H2PF1', 'H2DS7', 'H1ED24', 'H1PF2', 'S62Q', 'H1FS11', 'H1EE5', 'H2FS18', 'H1DS13', 'H1FS3'],56,35,15
215,0.7322274881516587,['H2ED17', 'H1FS9', 'H2WP5', 'H2TO1', 'H2TO30', 'H1DS11', 'H2PF21', 'H2PF17', 'H2GH26', 'H2FV1', 'H2TO30', 'H2WP7', 'H1PF5', 'H2PF1', 'H2PF27', 'H2FS4', 'H1DS6', 'H1PF26', 'H1FS15', 'H2GH22', 'S62E', 'H2TO26', 'H1WP1', 'H1WP10', 'S60O', 'H1TO3', 'H1WP14', 'H1ED15', 'H1ED17', 'H2PF31', 'H2PF1', 'H2DS7', 'H1ED24', 'H1PF2', 'S62Q', 'H1FS11', 'H1EE5', 'H2FS18', 'H1DS13', 'H1FS3'],56,35,15
216,0.7322274881516587,['H2ED17', 'H1FS9', 'H2WP5', 'H2TO1', 'H2TO30', 'H1DS11', 'H2PF21', 'H2PF17', 'H2GH26', 'H2FV1', 'H2TO30', 'H2WP7', 'H1PF5', 'H2PF1', 'H2PF27', 'H2FS4', 'H1DS6', 'H1PF26', 'H1FS15', 'H2GH22', 'S62E', 'H2TO26', 'H1WP1', 'H1WP10', 'S60O', 'H1TO3', 'H1WP14', 'H1ED15', 'H1ED17', 'H2PF31', 'H2PF1', 'H2DS7', 'H1ED24', 'H1PF2', 'S62Q', 'H1FS11', 'H1EE5', 'H2FS18', 'H1DS13', 'H1FS3'],56,35,15
217,0.7322274881516587,['H2ED17', 'H1FS9', 'H2WP5', 'H2TO1', 'H2TO30', 'H1DS11', 'H2PF21', 'H2PF17', 'H2GH26', 'H2FV1', 'H2TO30', 'H2WP7', 'H1PF5', 'H2PF1', 'H2PF27', 'H2FS4', 'H1DS6', 'H1PF26', 'H1FS15', 'H2GH22', 'S62E', 'H2TO26', 'H1WP1', 'H1WP10', 'S60O', 'H1TO3', 'H1WP14', 'H1ED15', 'H1ED17', 'H2PF31', 'H2PF1', 'H2DS7', 'H1ED24', 'H1PF2', 'S62Q', 'H1FS11', 'H1EE5', 'H2FS18', 'H1DS13', 'H1FS3'],56,35,15
218,0.7322274881516587,['H2ED17', 'H1FS9', 'H2WP5', 'H2TO1', 'H2TO30', 'H1DS11', 'H2PF21', 'H2PF17', 'H2GH26', 'H2FV1', 'H2TO30', 'H2WP7', 'H1PF5', 'H2PF1', 'H2PF27', 'H2FS4', 'H1DS6', 'H1PF26', 'H1FS15', 'H2GH22', 'S62E', 'H2TO26', 'H1WP1', 'H1WP10', 'S60O', 'H1TO3', 'H1WP14', 'H1ED15', 'H1ED17', 'H2PF31', 'H2PF1', 'H2DS7', 'H1ED24', 'H1PF2', 'S62Q', 'H1FS11', 'H1EE5', 'H2FS18', 'H1DS13', 'H1FS3'],56,35,15
219,0.7334123222748815,['H1FS11', 'H1FS6', 'S60O', 'H2PF9', 'H2DS14', 'H1FS13', 'H1DS13', 'H1WP6', 'H2PF8', 'H1ED20', 'H1WP4', 'H2GH25', 'H1FS16', 'H1FS15', 'H2PR5', 'H2TO1', 'H2ED3', 'H2WP13', 'H1TO3', 'H2PR3', 'H2PF30', 'H1WP5', 'H2TO30', 'H1TO1', 'S60M', 'H1PF23', 'H1GH20', 'H1FS4', 'H2FV6', 'H1EE7', 'S62R', 'H1EE7', 'H2DS5', 'H1DS11', 'H1GH22', 'H1PF34', 'H1PF25', 'H2FS15', 'H1ED24', 'H1DS8'],85,12,19
220,0.7334123222748815,['H1FS11', 'H1FS6', 'S60O', 'H2PF9', 'H2DS14', 'H1FS13', 'H1DS13', 'H1WP6', 'H2PF8', 'H1ED20', 'H1WP4', 'H2GH25', 'H1FS16', 'H1FS15', 'H2PR5', 'H2TO1', 'H2ED3', 'H2WP13', 'H1TO3', 'H2PR3', 'H2PF30', 'H1WP5', 'H2TO30', 'H1TO1', 'S60M', 'H1PF23', 'H1GH20', 'H1FS4', 'H2FV6', 'H1EE7', 'S62R', 'H1EE7', 'H2DS5', 'H1DS11', 'H1GH22', 'H1PF34', 'H1PF25', 'H2FS15', 'H1ED24', 'H1DS8'],85,12,19
221,0.7334123222748815,['H1FS11', 'H1FS6', 'S60O', 'H2PF9', 'H2DS14', 'H1FS13', 'H1DS13', 'H1WP6', 'H2PF8', 'H1ED20', 'H1WP4', 'H2GH25', 'H1FS16', 'H1FS15', 'H2PR5', 'H2TO1', 'H2ED3', 'H2WP13', 'H1TO3', 'H2PR3', 'H2PF30', 'H1WP5', 'H2TO30', 'H1TO1', 'S60M', 'H1PF23', 'H1GH20', 'H1FS4', 'H2FV6', 'H1EE7', 'S62R', 'H1EE7', 'H2DS5', 'H1DS11', 'H1GH22', 'H1PF34', 'H1PF25', 'H2FS15', 'H1ED24', 'H1DS8'],85,12,19
222,0.7334123222748815,['H1FS11', 'H1FS6', 'S60O', 'H2PF9', 'H2DS14', 'H1FS13', 'H1DS13', 'H1WP6', 'H2PF8', 'H1ED20', 'H1WP4', 'H2GH25', 'H1FS16', 'H1FS15', 'H2PR5', 'H2TO1', 'H2ED3', 'H2WP13', 'H1TO3', 'H2PR3', 'H2PF30', 'H1WP5', 'H2TO30', 'H1TO1', 'S60M', 'H1PF23', 'H1GH20', 'H1FS4', 'H2FV6', 'H1EE7', 'S62R', 'H1EE7', 'H2DS5', 'H1DS11', 'H1GH22', 'H1PF34', 'H1PF25', 'H2FS15', 'H1ED24', 'H1DS8'],85,12,19
223,0.7334123222748815,['H1FS11', 'H1FS6', 'S60O', 'H2PF9', 'H2DS14', 'H1FS13', 'H1DS13', 'H1WP6', 'H2PF8', 'H1ED20', 'H1WP4', 'H2GH25', 'H1FS16', 'H1FS15', 'H2PR5', 'H2TO1', 'H2ED3', 'H2WP13', 'H1TO3', 'H2PR3', 'H2PF30', 'H1WP5', 'H2TO30', 'H1TO1', 'S60M', 'H1PF23', 'H1GH20', 'H1FS4', 'H2FV6', 'H1EE7', 'S62R', 'H1EE7', 'H2DS5', 'H1DS11', 'H1GH22', 'H1PF34', 'H1PF25', 'H2FS15', 'H1ED24', 'H1DS8'],85,12,19
224,0.7334123222748815,['H1FS11', 'H1FS6', 'S60O', 'H2PF9', 'H2DS14', 'H1FS13', 'H1DS13', 'H1WP6', 'H2PF8', 'H1ED20', 'H1WP4', 'H2GH25', 'H1FS16', 'H1FS15', 'H2PR5', 'H2TO1', 'H2ED3', 'H2WP13', 'H1TO3', 'H2PR3', 'H2PF30', 'H1WP5', 'H2TO30', 'H1TO1', 'S60M', 'H1PF23', 'H1GH20', 'H1FS4', 'H2FV6', 'H1EE7', 'S62R', 'H1EE7', 'H2DS5', 'H1DS11', 'H1GH22', 'H1PF34', 'H1PF25', 'H2FS15', 'H1ED24', 'H1DS8'],85,12,19
225,0.7334123222748815,['H1FS11', 'H1FS6', 'S60O', 'H2PF9', 'H2DS14', 'H1FS13', 'H1DS13', 'H1WP6', 'H2PF8', 'H1ED20', 'H1WP4', 'H2GH25', 'H1FS16', 'H1FS15', 'H2PR5', 'H2TO1', 'H2ED3', 'H2WP13', 'H1TO3', 'H2PR3', 'H2PF30', 'H1WP5', 'H2TO30', 'H1TO1', 'S60M', 'H1PF23', 'H1GH20', 'H1FS4', 'H2FV6', 'H1EE7', 'S62R', 'H1EE7', 'H2DS5', 'H1DS11', 'H1GH22', 'H1PF34', 'H1PF25', 'H2FS15', 'H1ED24', 'H1DS8'],85,12,19
226,0.7334123222748815,['H1FS11', 'H1FS6', 'S60O', 'H2PF9', 'H2DS14', 'H1FS13', 'H1DS13', 'H1WP6', 'H2PF8', 'H1ED20', 'H1WP4', 'H2GH25', 'H1FS16', 'H1FS15', 'H2PR5', 'H2TO1', 'H2ED3', 'H2WP13', 'H1TO3', 'H2PR3', 'H2PF30', 'H1WP5', 'H2TO30', 'H1TO1', 'S60M', 'H1PF23', 'H1GH20', 'H1FS4', 'H2FV6', 'H1EE7', 'S62R', 'H1EE7', 'H2DS5', 'H1DS11', 'H1GH22', 'H1PF34', 'H1PF25', 'H2FS15', 'H1ED24', 'H1DS8'],85,12,19
227,0.7334123222748815,['H1FS11', 'H1FS6', 'S60O', 'H2PF9', 'H2DS14', 'H1FS13', 'H1DS13', 'H1WP6', 'H2PF8', 'H1ED20', 'H1WP4', 'H2GH25', 'H1FS16', 'H1FS15', 'H2PR5', 'H2TO1', 'H2ED3', 'H2WP13', 'H1TO3', 'H2PR3', 'H2PF30', 'H1WP5', 'H2TO30', 'H1TO1', 'S60M', 'H1PF23', 'H1GH20', 'H1FS4', 'H2FV6', 'H1EE7', 'S62R', 'H1EE7', 'H2DS5', 'H1DS11', 'H1GH22', 'H1PF34', 'H1PF25', 'H2FS15', 'H1ED24', 'H1DS8'],85,12,19
228,0.7334123222748815,['H1FS11', 'H1FS6', 'S60O', 'H2PF9', 'H2DS14', 'H1FS13', 'H1DS13', 'H1WP6', 'H2PF8', 'H1ED20', 'H1WP4', 'H2GH25', 'H1FS16', 'H1FS15', 'H2PR5', 'H2TO1', 'H2ED3', 'H2WP13', 'H1TO3', 'H2PR3', 'H2PF30', 'H1WP5', 'H2TO30', 'H1TO1', 'S60M', 'H1PF23', 'H1GH20', 'H1FS4', 'H2FV6', 'H1EE7', 'S62R', 'H1EE7', 'H2DS5', 'H1DS11', 'H1GH22', 'H1PF34', 'H1PF25', 'H2FS15', 'H1ED24', 'H1DS8'],85,12,19
229,0.7334123222748815,['H1FS11', 'H1FS6', 'S60O', 'H2PF9', 'H2DS14', 'H1FS13', 'H1DS13', 'H1WP6', 'H2PF8', 'H1ED20', 'H1WP4', 'H2GH25', 'H1FS16', 'H1FS15', 'H2PR5', 'H2TO1', 'H2ED3', 'H2WP13', 'H1TO3', 'H2PR3', 'H2PF30', 'H1WP5', 'H2TO30', 'H1TO1', 'S60M', 'H1PF23', 'H1GH20', 'H1FS4', 'H2FV6', 'H1EE7', 'S62R', 'H1EE7', 'H2DS5', 'H1DS11', 'H1GH22', 'H1PF34', 'H1PF25', 'H2FS15', 'H1ED24', 'H1DS8'],85,12,19
230,0.7334123222748815,['H1FS11', 'H1FS6', 'S60O', 'H2PF9', 'H2DS14', 'H1FS13', 'H1DS13', 'H1WP6', 'H2PF8', 'H1ED20', 'H1WP4', 'H2GH25', 'H1FS16', 'H1FS15', 'H2PR5', 'H2TO1', 'H2ED3', 'H2WP13', 'H1TO3', 'H2PR3', 'H2PF30', 'H1WP5', 'H2TO30', 'H1TO1', 'S60M', 'H1PF23', 'H1GH20', 'H1FS4', 'H2FV6', 'H1EE7', 'S62R', 'H1EE7', 'H2DS5', 'H1DS11', 'H1GH22', 'H1PF34', 'H1PF25', 'H2FS15', 'H1ED24', 'H1DS8'],85,12,19
231,0.7334123222748815,['H1FS11', 'H1FS6', 'S60O', 'H2PF9', 'H2DS14', 'H1FS13', 'H1DS13', 'H1WP6', 'H2PF8', 'H1ED20', 'H1WP4', 'H2GH25', 'H1FS16', 'H1FS15', 'H2PR5', 'H2TO1', 'H2ED3', 'H2WP13', 'H1TO3', 'H2PR3', 'H2PF30', 'H1WP5', 'H2TO30', 'H1TO1', 'S60M', 'H1PF23', 'H1GH20', 'H1FS4', 'H2FV6', 'H1EE7', 'S62R', 'H1EE7', 'H2DS5', 'H1DS11', 'H1GH22', 'H1PF34', 'H1PF25', 'H2FS15', 'H1ED24', 'H1DS8'],85,12,19
232,0.7334123222748815,['H1FS11', 'H1FS6', 'S60O', 'H2PF9', 'H2DS14', 'H1FS13', 'H1DS13', 'H1WP6', 'H2PF8', 'H1ED20', 'H1WP4', 'H2GH25', 'H1FS16', 'H1FS15', 'H2PR5', 'H2TO1', 'H2ED3', 'H2WP13', 'H1TO3', 'H2PR3', 'H2PF30', 'H1WP5', 'H2TO30', 'H1TO1', 'S60M', 'H1PF23', 'H1GH20', 'H1FS4', 'H2FV6', 'H1EE7', 'S62R', 'H1EE7', 'H2DS5', 'H1DS11', 'H1GH22', 'H1PF34', 'H1PF25', 'H2FS15', 'H1ED24', 'H1DS8'],85,12,19
233,0.7334123222748815,['H1FS11', 'H1FS6', 'S60O', 'H2PF9', 'H2DS14', 'H1FS13', 'H1DS13', 'H1WP6', 'H2PF8', 'H1ED20', 'H1WP4', 'H2GH25', 'H1FS16', 'H1FS15', 'H2PR5', 'H2TO1', 'H2ED3', 'H2WP13', 'H1TO3', 'H2PR3', 'H2PF30', 'H1WP5', 'H2TO30', 'H1TO1', 'S60M', 'H1PF23', 'H1GH20', 'H1FS4', 'H2FV6', 'H1EE7', 'S62R', 'H1EE7', 'H2DS5', 'H1DS11', 'H1GH22', 'H1PF34', 'H1PF25', 'H2FS15', 'H1ED24', 'H1DS8'],85,12,19
234,0.7334123222748815,['H1FS11', 'H1FS6', 'S60O', 'H2PF9', 'H2DS14', 'H1FS13', 'H1DS13', 'H1WP6', 'H2PF8', 'H1ED20', 'H1WP4', 'H2GH25', 'H1FS16', 'H1FS15', 'H2PR5', 'H2TO1', 'H2ED3', 'H2WP13', 'H1TO3', 'H2PR3', 'H2PF30', 'H1WP5', 'H2TO30', 'H1TO1', 'S60M', 'H1PF23', 'H1GH20', 'H1FS4', 'H2FV6', 'H1EE7', 'S62R', 'H1EE7', 'H2DS5', 'H1DS11', 'H1GH22', 'H1PF34', 'H1PF25', 'H2FS15', 'H1ED24', 'H1DS8'],85,12,19
235,0.7334123222748815,['H1FS11', 'H1FS6', 'S60O', 'H2PF9', 'H2DS14', 'H1FS13', 'H1DS13', 'H1WP6', 'H2PF8', 'H1ED20', 'H1WP4', 'H2GH25', 'H1FS16', 'H1FS15', 'H2PR5', 'H2TO1', 'H2ED3', 'H2WP13', 'H1TO3', 'H2PR3', 'H2PF30', 'H1WP5', 'H2TO30', 'H1TO1', 'S60M', 'H1PF23', 'H1GH20', 'H1FS4', 'H2FV6', 'H1EE7', 'S62R', 'H1EE7', 'H2DS5', 'H1DS11', 'H1GH22', 'H1PF34', 'H1PF25', 'H2FS15', 'H1ED24', 'H1DS8'],85,12,19
236,0.7334123222748815,['H1FS11', 'H1FS6', 'S60O', 'H2PF9', 'H2DS14', 'H1FS13', 'H1DS13', 'H1WP6', 'H2PF8', 'H1ED20', 'H1WP4', 'H2GH25', 'H1FS16', 'H1FS15', 'H2PR5', 'H2TO1', 'H2ED3', 'H2WP13', 'H1TO3', 'H2PR3', 'H2PF30', 'H1WP5', 'H2TO30', 'H1TO1', 'S60M', 'H1PF23', 'H1GH20', 'H1FS4', 'H2FV6', 'H1EE7', 'S62R', 'H1EE7', 'H2DS5', 'H1DS11', 'H1GH22', 'H1PF34', 'H1PF25', 'H2FS15', 'H1ED24', 'H1DS8'],85,12,19
237,0.7334123222748815,['H1FS11', 'H1FS6', 'S60O', 'H2PF9', 'H2DS14', 'H1FS13', 'H1DS13', 'H1WP6', 'H2PF8', 'H1ED20', 'H1WP4', 'H2GH25', 'H1FS16', 'H1FS15', 'H2PR5', 'H2TO1', 'H2ED3', 'H2WP13', 'H1TO3', 'H2PR3', 'H2PF30', 'H1WP5', 'H2TO30', 'H1TO1', 'S60M', 'H1PF23', 'H1GH20', 'H1FS4', 'H2FV6', 'H1EE7', 'S62R', 'H1EE7', 'H2DS5', 'H1DS11', 'H1GH22', 'H1PF34', 'H1PF25', 'H2FS15', 'H1ED24', 'H1DS8'],85,12,19
238,0.7334123222748815,['H1FS11', 'H1FS6', 'S60O', 'H2PF9', 'H2DS14', 'H1FS13', 'H1DS13', 'H1WP6', 'H2PF8', 'H1ED20', 'H1WP4', 'H2GH25', 'H1FS16', 'H1FS15', 'H2PR5', 'H2TO1', 'H2ED3', 'H2WP13', 'H1TO3', 'H2PR3', 'H2PF30', 'H1WP5', 'H2TO30', 'H1TO1', 'S60M', 'H1PF23', 'H1GH20', 'H1FS4', 'H2FV6', 'H1EE7', 'S62R', 'H1EE7', 'H2DS5', 'H1DS11', 'H1GH22', 'H1PF34', 'H1PF25', 'H2FS15', 'H1ED24', 'H1DS8'],85,12,19
239,0.7334123222748815,['H1FS11', 'H1FS6', 'S60O', 'H2PF9', 'H2DS14', 'H1FS13', 'H1DS13', 'H1WP6', 'H2PF8', 'H1ED20', 'H1WP4', 'H2GH25', 'H1FS16', 'H1FS15', 'H2PR5', 'H2TO1', 'H2ED3', 'H2WP13', 'H1TO3', 'H2PR3', 'H2PF30', 'H1WP5', 'H2TO30', 'H1TO1', 'S60M', 'H1PF23', 'H1GH20', 'H1FS4', 'H2FV6', 'H1EE7', 'S62R', 'H1EE7', 'H2DS5', 'H1DS11', 'H1GH22', 'H1PF34', 'H1PF25', 'H2FS15', 'H1ED24', 'H1DS8'],85,12,19
240,0.7334123222748815,['H1FS11', 'H1FS6', 'S60O', 'H2PF9', 'H2DS14', 'H1FS13', 'H1DS13', 'H1WP6', 'H2PF8', 'H1ED20', 'H1WP4', 'H2GH25', 'H1FS16', 'H1FS15', 'H2PR5', 'H2TO1', 'H2ED3', 'H2WP13', 'H1TO3', 'H2PR3', 'H2PF30', 'H1WP5', 'H2TO30', 'H1TO1', 'S60M', 'H1PF23', 'H1GH20', 'H1FS4', 'H2FV6', 'H1EE7', 'S62R', 'H1EE7', 'H2DS5', 'H1DS11', 'H1GH22', 'H1PF34', 'H1PF25', 'H2FS15', 'H1ED24', 'H1DS8'],85,12,19
241,0.7334123222748815,['H1FS11', 'H1FS6', 'S60O', 'H2PF9', 'H2DS14', 'H1FS13', 'H1DS13', 'H1WP6', 'H2PF8', 'H1ED20', 'H1WP4', 'H2GH25', 'H1FS16', 'H1FS15', 'H2PR5', 'H2TO1', 'H2ED3', 'H2WP13', 'H1TO3', 'H2PR3', 'H2PF30', 'H1WP5', 'H2TO30', 'H1TO1', 'S60M', 'H1PF23', 'H1GH20', 'H1FS4', 'H2FV6', 'H1EE7', 'S62R', 'H1EE7', 'H2DS5', 'H1DS11', 'H1GH22', 'H1PF34', 'H1PF25', 'H2FS15', 'H1ED24', 'H1DS8'],85,12,19
242,0.7334123222748815,['H1FS11', 'H1FS6', 'S60O', 'H2PF9', 'H2DS14', 'H1FS13', 'H1DS13', 'H1WP6', 'H2PF8', 'H1ED20', 'H1WP4', 'H2GH25', 'H1FS16', 'H1FS15', 'H2PR5', 'H2TO1', 'H2ED3', 'H2WP13', 'H1TO3', 'H2PR3', 'H2PF30', 'H1WP5', 'H2TO30', 'H1TO1', 'S60M', 'H1PF23', 'H1GH20', 'H1FS4', 'H2FV6', 'H1EE7', 'S62R', 'H1EE7', 'H2DS5', 'H1DS11', 'H1GH22', 'H1PF34', 'H1PF25', 'H2FS15', 'H1ED24', 'H1DS8'],85,12,19
243,0.7334123222748815,['H1FS11', 'H1FS6', 'S60O', 'H2PF9', 'H2DS14', 'H1FS13', 'H1DS13', 'H1WP6', 'H2PF8', 'H1ED20', 'H1WP4', 'H2GH25', 'H1FS16', 'H1FS15', 'H2PR5', 'H2TO1', 'H2ED3', 'H2WP13', 'H1TO3', 'H2PR3', 'H2PF30', 'H1WP5', 'H2TO30', 'H1TO1', 'S60M', 'H1PF23', 'H1GH20', 'H1FS4', 'H2FV6', 'H1EE7', 'S62R', 'H1EE7', 'H2DS5', 'H1DS11', 'H1GH22', 'H1PF34', 'H1PF25', 'H2FS15', 'H1ED24', 'H1DS8'],85,12,19
244,0.7334123222748815,['H1FS11', 'H1FS6', 'S60O', 'H2PF9', 'H2DS14', 'H1FS13', 'H1DS13', 'H1WP6', 'H2PF8', 'H1ED20', 'H1WP4', 'H2GH25', 'H1FS16', 'H1FS15', 'H2PR5', 'H2TO1', 'H2ED3', 'H2WP13', 'H1TO3', 'H2PR3', 'H2PF30', 'H1WP5', 'H2TO30', 'H1TO1', 'S60M', 'H1PF23', 'H1GH20', 'H1FS4', 'H2FV6', 'H1EE7', 'S62R', 'H1EE7', 'H2DS5', 'H1DS11', 'H1GH22', 'H1PF34', 'H1PF25', 'H2FS15', 'H1ED24', 'H1DS8'],85,12,19
245,0.7334123222748815,['H1FS11', 'H1FS6', 'S60O', 'H2PF9', 'H2DS14', 'H1FS13', 'H1DS13', 'H1WP6', 'H2PF8', 'H1ED20', 'H1WP4', 'H2GH25', 'H1FS16', 'H1FS15', 'H2PR5', 'H2TO1', 'H2ED3', 'H2WP13', 'H1TO3', 'H2PR3', 'H2PF30', 'H1WP5', 'H2TO30', 'H1TO1', 'S60M', 'H1PF23', 'H1GH20', 'H1FS4', 'H2FV6', 'H1EE7', 'S62R', 'H1EE7', 'H2DS5', 'H1DS11', 'H1GH22', 'H1PF34', 'H1PF25', 'H2FS15', 'H1ED24', 'H1DS8'],85,12,19
246,0.7334123222748815,['H1FS11', 'H1FS6', 'S60O', 'H2PF9', 'H2DS14', 'H1FS13', 'H1DS13', 'H1WP6', 'H2PF8', 'H1ED20', 'H1WP4', 'H2GH25', 'H1FS16', 'H1FS15', 'H2PR5', 'H2TO1', 'H2ED3', 'H2WP13', 'H1TO3', 'H2PR3', 'H2PF30', 'H1WP5', 'H2TO30', 'H1TO1', 'S60M', 'H1PF23', 'H1GH20', 'H1FS4', 'H2FV6', 'H1EE7', 'S62R', 'H1EE7', 'H2DS5', 'H1DS11', 'H1GH22', 'H1PF34', 'H1PF25', 'H2FS15', 'H1ED24', 'H1DS8'],85,12,19
247,0.7334123222748815,['H1FS11', 'H1FS6', 'S60O', 'H2PF9', 'H2DS14', 'H1FS13', 'H1DS13', 'H1WP6', 'H2PF8', 'H1ED20', 'H1WP4', 'H2GH25', 'H1FS16', 'H1FS15', 'H2PR5', 'H2TO1', 'H2ED3', 'H2WP13', 'H1TO3', 'H2PR3', 'H2PF30', 'H1WP5', 'H2TO30', 'H1TO1', 'S60M', 'H1PF23', 'H1GH20', 'H1FS4', 'H2FV6', 'H1EE7', 'S62R', 'H1EE7', 'H2DS5', 'H1DS11', 'H1GH22', 'H1PF34', 'H1PF25', 'H2FS15', 'H1ED24', 'H1DS8'],85,12,19
248,0.7334123222748815,['H1FS11', 'H1FS6', 'S60O', 'H2PF9', 'H2DS14', 'H1FS13', 'H1DS13', 'H1WP6', 'H2PF8', 'H1ED20', 'H1WP4', 'H2GH25', 'H1FS16', 'H1FS15', 'H2PR5', 'H2TO1', 'H2ED3', 'H2WP13', 'H1TO3', 'H2PR3', 'H2PF30', 'H1WP5', 'H2TO30', 'H1TO1', 'S60M', 'H1PF23', 'H1GH20', 'H1FS4', 'H2FV6', 'H1EE7', 'S62R', 'H1EE7', 'H2DS5', 'H1DS11', 'H1GH22', 'H1PF34', 'H1PF25', 'H2FS15', 'H1ED24', 'H1DS8'],85,12,19
249,0.7334123222748815,['H1FS11', 'H1FS6', 'S60O', 'H2PF9', 'H2DS14', 'H1FS13', 'H1DS13', 'H1WP6', 'H2PF8', 'H1ED20', 'H1WP4', 'H2GH25', 'H1FS16', 'H1FS15', 'H2PR5', 'H2TO1', 'H2ED3', 'H2WP13', 'H1TO3', 'H2PR3', 'H2PF30', 'H1WP5', 'H2TO30', 'H1TO1', 'S60M', 'H1PF23', 'H1GH20', 'H1FS4', 'H2FV6', 'H1EE7', 'S62R', 'H1EE7', 'H2DS5', 'H1DS11', 'H1GH22', 'H1PF34', 'H1PF25', 'H2FS15', 'H1ED24', 'H1DS8'],85,12,19
250,0.7334123222748815,['H1FS11', 'H1FS6', 'S60O', 'H2PF9', 'H2DS14', 'H1FS13', 'H1DS13', 'H1WP6', 'H2PF8', 'H1ED20', 'H1WP4', 'H2GH25', 'H1FS16', 'H1FS15', 'H2PR5', 'H2TO1', 'H2ED3', 'H2WP13', 'H1TO3', 'H2PR3', 'H2PF30', 'H1WP5', 'H2TO30', 'H1TO1', 'S60M', 'H1PF23', 'H1GH20', 'H1FS4', 'H2FV6', 'H1EE7', 'S62R', 'H1EE7', 'H2DS5', 'H1DS11', 'H1GH22', 'H1PF34', 'H1PF25', 'H2FS15', 'H1ED24', 'H1DS8'],85,12,19
251,0.7334123222748815,['H1FS11', 'H1FS6', 'S60O', 'H2PF9', 'H2DS14', 'H1FS13', 'H1DS13', 'H1WP6', 'H2PF8', 'H1ED20', 'H1WP4', 'H2GH25', 'H1FS16', 'H1FS15', 'H2PR5', 'H2TO1', 'H2ED3', 'H2WP13', 'H1TO3', 'H2PR3', 'H2PF30', 'H1WP5', 'H2TO30', 'H1TO1', 'S60M', 'H1PF23', 'H1GH20', 'H1FS4', 'H2FV6', 'H1EE7', 'S62R', 'H1EE7', 'H2DS5', 'H1DS11', 'H1GH22', 'H1PF34', 'H1PF25', 'H2FS15', 'H1ED24', 'H1DS8'],85,12,19
