curr_gen,fitness,genome,min_samples_leaf,min_samples_split,max_features
111,0.7049763033175356,['H1TO9', 'H2PF25', 'H2DS10', 'H2WP10', 'H2TO1', 'H2FS7', 'H1PF10', 'H2SE4', 'H2ED3', 'H1FS4', 'H2PF26', 'H1DA2', 'H1PF26', 'S62H', 'H1PF14', 'H2PF10', 'H1FS12', 'H1DA6', 'H2WP7', 'H1DS9', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H1WP14', 'H1WP5', 'H2TO26', 'H2DS7', 'H1PF31', 'H1PF10', 'H1FS12', 'H1PF5', 'H1ED7', 'H2PF21', 'H1PF36', 'S62E', 'H2WP3', 'H2DS8'],3,78,28
112,0.7049763033175356,['H1TO9', 'H2PF25', 'H2DS10', 'H2WP10', 'H2TO1', 'H2FS7', 'H1PF10', 'H2SE4', 'H2ED3', 'H1FS4', 'H2PF26', 'H1DA2', 'H1PF26', 'S62H', 'H1PF14', 'H2PF10', 'H1FS12', 'H1DA6', 'H2WP7', 'H1DS9', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H1WP14', 'H1WP5', 'H2TO26', 'H2DS7', 'H1PF31', 'H1PF10', 'H1FS12', 'H1PF5', 'H1ED7', 'H2PF21', 'H1PF36', 'S62E', 'H2WP3', 'H2DS8'],3,78,28
113,0.705568720379147,['H1TO9', 'H2PF25', 'H2DS10', 'H2WP10', 'H2TO1', 'H2FS7', 'H1PF10', 'H2SE4', 'H2ED3', 'H1FS4', 'H2PF26', 'H1DA2', 'H1PF26', 'S62H', 'H1PF14', 'H2PF10', 'H1FS12', 'H1DA6', 'H2WP7', 'H1DS9', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H1WP14', 'H2WP5', 'H2TO26', 'H2DS7', 'H1PF31', 'H1PF10', 'H1FS12', 'H1PF5', 'H1ED7', 'H2PF21', 'H1PF36', 'S62E', 'H2WP3', 'H2DS8'],2,76,29
114,0.705568720379147,['H1TO9', 'H2PF25', 'H2DS10', 'H2WP10', 'H2TO1', 'H2FS7', 'H1PF10', 'H2SE4', 'H2ED3', 'H1FS4', 'H2PF26', 'H1DA2', 'H1PF26', 'S62H', 'H1PF14', 'H2PF10', 'H1FS12', 'H1DA6', 'H2WP7', 'H1DS9', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H1WP14', 'H2WP5', 'H2TO26', 'H2DS7', 'H1PF31', 'H1PF10', 'H1FS12', 'H1PF5', 'H1ED7', 'H2PF21', 'H1PF36', 'S62E', 'H2WP3', 'H2DS8'],2,76,29
115,0.705568720379147,['H1TO9', 'H2PF25', 'H2DS10', 'H2WP10', 'H2TO1', 'H2FS7', 'H1PF10', 'H2SE4', 'H2ED3', 'H1FS4', 'H2PF26', 'H1DA2', 'H1PF26', 'S62H', 'H1PF14', 'H2PF10', 'H1FS12', 'H1DA6', 'H2WP7', 'H1DS9', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H1WP14', 'H2WP5', 'H2TO26', 'H2DS7', 'H1PF31', 'H1PF10', 'H1FS12', 'H1PF5', 'H1ED7', 'H2PF21', 'H1PF36', 'S62E', 'H2WP3', 'H2DS8'],2,76,29
116,0.705568720379147,['H1TO9', 'H2PF25', 'H2DS10', 'H2WP10', 'H2TO1', 'H2FS7', 'H1PF10', 'H2SE4', 'H2ED3', 'H1FS4', 'H2PF26', 'H1DA2', 'H1PF26', 'S62H', 'H1PF14', 'H2PF10', 'H1FS12', 'H1DA6', 'H2WP7', 'H1DS9', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H1WP14', 'H2WP5', 'H2TO26', 'H2DS7', 'H1PF31', 'H1PF10', 'H1FS12', 'H1PF5', 'H1ED7', 'H2PF21', 'H1PF36', 'S62E', 'H2WP3', 'H2DS8'],2,76,29
117,0.705568720379147,['H1TO9', 'H2PF25', 'H2DS10', 'H2WP10', 'H2TO1', 'H2FS7', 'H1PF10', 'H2SE4', 'H2ED3', 'H1FS4', 'H2PF26', 'H1DA2', 'H1PF26', 'S62H', 'H1PF14', 'H2PF10', 'H1FS12', 'H1DA6', 'H2WP7', 'H1DS9', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H1WP14', 'H2WP5', 'H2TO26', 'H2DS7', 'H1PF31', 'H1PF10', 'H1FS12', 'H1PF5', 'H1ED7', 'H2PF21', 'H1PF36', 'S62E', 'H2WP3', 'H2DS8'],2,76,29
118,0.705568720379147,['H1TO9', 'H2PF25', 'H2DS10', 'H2WP10', 'H2TO1', 'H2FS7', 'H1PF10', 'H2SE4', 'H2ED3', 'H1FS4', 'H2PF26', 'H1DA2', 'H1PF26', 'S62H', 'H1PF14', 'H2PF10', 'H1FS12', 'H1DA6', 'H2WP7', 'H1DS9', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H1WP14', 'H2WP5', 'H2TO26', 'H2DS7', 'H1PF31', 'H1PF10', 'H1FS12', 'H1PF5', 'H1ED7', 'H2PF21', 'H1PF36', 'S62E', 'H2WP3', 'H2DS8'],2,76,29
119,0.705568720379147,['H1TO9', 'H2PF25', 'H2DS10', 'H2WP10', 'H2TO1', 'H2FS7', 'H1PF10', 'H2SE4', 'H2ED3', 'H1FS4', 'H2PF26', 'H1DA2', 'H1PF26', 'S62H', 'H1PF14', 'H2PF10', 'H1FS12', 'H1DA6', 'H2WP7', 'H1DS9', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H1WP14', 'H2WP5', 'H2TO26', 'H2DS7', 'H1PF31', 'H1PF10', 'H1FS12', 'H1PF5', 'H1ED7', 'H2PF21', 'H1PF36', 'S62E', 'H2WP3', 'H2DS8'],2,76,29
120,0.705568720379147,['H1TO9', 'H2PF25', 'H2DS10', 'H2WP10', 'H2TO1', 'H2FS7', 'H1PF10', 'H2SE4', 'H2ED3', 'H1FS4', 'H2PF26', 'H1DA2', 'H1PF26', 'S62H', 'H1PF14', 'H2PF10', 'H1FS12', 'H1DA6', 'H2WP7', 'H1DS9', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H1WP14', 'H2WP5', 'H2TO26', 'H2DS7', 'H1PF31', 'H1PF10', 'H1FS12', 'H1PF5', 'H1ED7', 'H2PF21', 'H1PF36', 'S62E', 'H2WP3', 'H2DS8'],2,76,29
121,0.705568720379147,['H1TO9', 'H2PF25', 'H2DS10', 'H2WP10', 'H2TO1', 'H2FS7', 'H1PF10', 'H2SE4', 'H2ED3', 'H1FS4', 'H2PF26', 'H1DA2', 'H1PF26', 'S62H', 'H1PF14', 'H2PF10', 'H1FS12', 'H1DA6', 'H2WP7', 'H1DS9', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H1WP14', 'H2WP5', 'H2TO26', 'H2DS7', 'H1PF31', 'H1PF10', 'H1FS12', 'H1PF5', 'H1ED7', 'H2PF21', 'H1PF36', 'S62E', 'H2WP3', 'H2DS8'],2,76,29
122,0.7067535545023697,['H1TO9', 'H2PF25', 'H2DS10', 'H2WP10', 'H2TO1', 'H2FS7', 'H1PF10', 'H2SE4', 'H2ED3', 'H1FS4', 'H2PF26', 'H1DA2', 'H1PF26', 'S62H', 'H1PF14', 'H2PF10', 'H1FS12', 'H1DA6', 'H2WP7', 'H1DA6', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H1WP14', 'H2WP5', 'H2TO26', 'H2DS7', 'H1PF31', 'H1PF10', 'H1FS12', 'H1PF5', 'H1ED7', 'H2PF21', 'H1PF36', 'S62E', 'H2WP3', 'H2DS8'],3,77,29
123,0.7067535545023697,['H1TO9', 'H2PF25', 'H2DS10', 'H2WP10', 'H2TO1', 'H2FS7', 'H1PF10', 'H2SE4', 'H2ED3', 'H1FS4', 'H2PF26', 'H1DA2', 'H1PF26', 'S62H', 'H1PF14', 'H2PF10', 'H1FS12', 'H1DA6', 'H2WP7', 'H1DA6', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H1WP14', 'H2WP5', 'H2TO26', 'H2DS7', 'H1PF31', 'H1PF10', 'H1FS12', 'H1PF5', 'H1ED7', 'H2PF21', 'H1PF36', 'S62E', 'H2WP3', 'H2DS8'],3,77,29
124,0.7067535545023697,['H1TO9', 'H2PF25', 'H2DS10', 'H2WP10', 'H2TO1', 'H2FS7', 'H1PF10', 'H2SE4', 'H2ED3', 'H1FS4', 'H2PF26', 'H1DA2', 'H1PF26', 'S62H', 'H1PF14', 'H2PF10', 'H1FS12', 'H1DA6', 'H2WP7', 'H1DA6', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H1WP14', 'H2WP5', 'H2TO26', 'H2DS7', 'H1PF31', 'H1PF10', 'H1FS12', 'H1PF5', 'H1ED7', 'H2PF21', 'H1PF36', 'S62E', 'H2WP3', 'H2DS8'],3,77,29
125,0.7067535545023697,['H1TO9', 'H2PF25', 'H2DS10', 'H2WP10', 'H2TO1', 'H2FS7', 'H1PF10', 'H2SE4', 'H2ED3', 'H1FS4', 'H2PF26', 'H1DA2', 'H1PF26', 'S62H', 'H1PF14', 'H2PF10', 'H1FS12', 'H1DA6', 'H2WP7', 'H1DA6', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H1WP14', 'H2WP5', 'H2TO26', 'H2DS7', 'H1PF31', 'H1PF10', 'H1FS12', 'H1PF5', 'H1ED7', 'H2PF21', 'H1PF36', 'S62E', 'H2WP3', 'H2DS8'],3,77,29
126,0.7067535545023697,['H1TO9', 'H2PF25', 'H2DS10', 'H2WP10', 'H2TO1', 'H2FS7', 'H1PF10', 'H2SE4', 'H2ED3', 'H1FS4', 'H2PF26', 'H1DA2', 'H1PF26', 'S62H', 'H1PF14', 'H2PF10', 'H1FS12', 'H1DA6', 'H2WP7', 'H1DA6', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H1WP14', 'H2WP5', 'H2TO26', 'H2DS7', 'H1PF31', 'H1PF10', 'H1FS12', 'H1PF5', 'H1ED7', 'H2PF21', 'H1PF36', 'S62E', 'H2WP3', 'H2DS8'],3,77,29
127,0.7067535545023697,['H1TO9', 'H2PF25', 'H2DS10', 'H2WP10', 'H2TO1', 'H2FS7', 'H1PF10', 'H2SE4', 'H2ED3', 'H1FS4', 'H2PF26', 'H1DA2', 'H1PF26', 'S62H', 'H1PF14', 'H2PF10', 'H1FS12', 'H1DA6', 'H2WP7', 'H1DA6', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H1WP14', 'H2WP5', 'H2TO26', 'H2DS7', 'H1PF31', 'H1PF10', 'H1FS12', 'H1PF5', 'H1ED7', 'H2PF21', 'H1PF36', 'S62E', 'H2WP3', 'H2DS8'],3,77,29
128,0.7067535545023697,['H1TO9', 'H2PF25', 'H2DS10', 'H2WP10', 'H2TO1', 'H2FS7', 'H1PF10', 'H2SE4', 'H2ED3', 'H1FS4', 'H2PF26', 'H1DA2', 'H1PF26', 'S62H', 'H1PF14', 'H2PF10', 'H1FS12', 'H1DA6', 'H2WP7', 'H1DA6', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H1WP14', 'H2WP5', 'H2TO26', 'H2DS7', 'H1PF31', 'H1PF10', 'H1FS12', 'H1PF5', 'H1ED7', 'H2PF21', 'H1PF36', 'S62E', 'H2WP3', 'H2DS8'],3,77,29
129,0.7079383886255924,['H1EE7', 'S62R', 'S60K', 'H2PF24', 'H2FS19', 'H1GH22', 'H2DS14', 'H1GH21', 'H1PF16', 'H1ED19', 'H2DS13', 'H1GH29', 'H2PF14', 'H1ED20', 'H1ED18', 'H1TO9', 'H2FV5', 'H1FS12', 'H1FS6', 'H2PF31', 'H2FV2', 'H1FS4', 'H1ED9', 'H1TO3', 'H1FS11', 'H1FS2', 'H1FS14', 'H2FS14', 'H2DS8', 'H2ED5', 'H1PF8', 'H1GH20', 'H2PF21', 'H2ED17', 'H1FS17', 'H1RF14', 'H2PF17', 'H1WP4', 'H2PF15', 'S59E', 'H2PF12', 'H2WP5', 'H1DS10', 'H2WP14', 'S62O'],22,4,4
130,0.7079383886255924,['H1EE7', 'S62R', 'S60K', 'H2PF24', 'H2FS19', 'H1GH22', 'H2DS14', 'H1GH21', 'H1PF16', 'H1ED19', 'H2DS13', 'H1GH29', 'H2PF14', 'H1ED20', 'H1ED18', 'H1TO9', 'H2FV5', 'H1FS12', 'H1FS6', 'H2PF31', 'H2FV2', 'H1FS4', 'H1ED9', 'H1TO3', 'H1FS11', 'H1FS2', 'H1FS14', 'H2FS14', 'H2DS8', 'H2ED5', 'H1PF8', 'H1GH20', 'H2PF21', 'H2ED17', 'H1FS17', 'H1RF14', 'H2PF17', 'H1WP4', 'H2PF15', 'S59E', 'H2PF12', 'H2WP5', 'H1DS10', 'H2WP14', 'S62O'],22,4,4
131,0.7079383886255924,['H1EE7', 'S62R', 'S60K', 'H2PF24', 'H2FS19', 'H1GH22', 'H2DS14', 'H1GH21', 'H1PF16', 'H1ED19', 'H2DS13', 'H1GH29', 'H2PF14', 'H1ED20', 'H1ED18', 'H1TO9', 'H2FV5', 'H1FS12', 'H1FS6', 'H2PF31', 'H2FV2', 'H1FS4', 'H1ED9', 'H1TO3', 'H1FS11', 'H1FS2', 'H1FS14', 'H2FS14', 'H2DS8', 'H2ED5', 'H1PF8', 'H1GH20', 'H2PF21', 'H2ED17', 'H1FS17', 'H1RF14', 'H2PF17', 'H1WP4', 'H2PF15', 'S59E', 'H2PF12', 'H2WP5', 'H1DS10', 'H2WP14', 'S62O'],22,4,4
132,0.7079383886255924,['H1EE7', 'S62R', 'S60K', 'H2PF24', 'H2FS19', 'H1GH22', 'H2DS14', 'H1GH21', 'H1PF16', 'H1ED19', 'H2DS13', 'H1GH29', 'H2PF14', 'H1ED20', 'H1ED18', 'H1TO9', 'H2FV5', 'H1FS12', 'H1FS6', 'H2PF31', 'H2FV2', 'H1FS4', 'H1ED9', 'H1TO3', 'H1FS11', 'H1FS2', 'H1FS14', 'H2FS14', 'H2DS8', 'H2ED5', 'H1PF8', 'H1GH20', 'H2PF21', 'H2ED17', 'H1FS17', 'H1RF14', 'H2PF17', 'H1WP4', 'H2PF15', 'S59E', 'H2PF12', 'H2WP5', 'H1DS10', 'H2WP14', 'S62O'],22,4,4
133,0.7079383886255924,['H1EE7', 'S62R', 'S60K', 'H2PF24', 'H2FS19', 'H1GH22', 'H2DS14', 'H1GH21', 'H1PF16', 'H1ED19', 'H2DS13', 'H1GH29', 'H2PF14', 'H1ED20', 'H1ED18', 'H1TO9', 'H2FV5', 'H1FS12', 'H1FS6', 'H2PF31', 'H2FV2', 'H1FS4', 'H1ED9', 'H1TO3', 'H1FS11', 'H1FS2', 'H1FS14', 'H2FS14', 'H2DS8', 'H2ED5', 'H1PF8', 'H1GH20', 'H2PF21', 'H2ED17', 'H1FS17', 'H1RF14', 'H2PF17', 'H1WP4', 'H2PF15', 'S59E', 'H2PF12', 'H2WP5', 'H1DS10', 'H2WP14', 'S62O'],22,4,4
134,0.7079383886255924,['H1EE7', 'S62R', 'S60K', 'H2PF24', 'H2FS19', 'H1GH22', 'H2DS14', 'H1GH21', 'H1PF16', 'H1ED19', 'H2DS13', 'H1GH29', 'H2PF14', 'H1ED20', 'H1ED18', 'H1TO9', 'H2FV5', 'H1FS12', 'H1FS6', 'H2PF31', 'H2FV2', 'H1FS4', 'H1ED9', 'H1TO3', 'H1FS11', 'H1FS2', 'H1FS14', 'H2FS14', 'H2DS8', 'H2ED5', 'H1PF8', 'H1GH20', 'H2PF21', 'H2ED17', 'H1FS17', 'H1RF14', 'H2PF17', 'H1WP4', 'H2PF15', 'S59E', 'H2PF12', 'H2WP5', 'H1DS10', 'H2WP14', 'S62O'],22,4,4
135,0.7079383886255924,['H1EE7', 'S62R', 'S60K', 'H2PF24', 'H2FS19', 'H1GH22', 'H2DS14', 'H1GH21', 'H1PF16', 'H1ED19', 'H2DS13', 'H1GH29', 'H2PF14', 'H1ED20', 'H1ED18', 'H1TO9', 'H2FV5', 'H1FS12', 'H1FS6', 'H2PF31', 'H2FV2', 'H1FS4', 'H1ED9', 'H1TO3', 'H1FS11', 'H1FS2', 'H1FS14', 'H2FS14', 'H2DS8', 'H2ED5', 'H1PF8', 'H1GH20', 'H2PF21', 'H2ED17', 'H1FS17', 'H1RF14', 'H2PF17', 'H1WP4', 'H2PF15', 'S59E', 'H2PF12', 'H2WP5', 'H1DS10', 'H2WP14', 'S62O'],22,4,4
136,0.7079383886255924,['H1EE7', 'S62R', 'S60K', 'H2PF24', 'H2FS19', 'H1GH22', 'H2DS14', 'H1GH21', 'H1PF16', 'H1ED19', 'H2DS13', 'H1GH29', 'H2PF14', 'H1ED20', 'H1ED18', 'H1TO9', 'H2FV5', 'H1FS12', 'H1FS6', 'H2PF31', 'H2FV2', 'H1FS4', 'H1ED9', 'H1TO3', 'H1FS11', 'H1FS2', 'H1FS14', 'H2FS14', 'H2DS8', 'H2ED5', 'H1PF8', 'H1GH20', 'H2PF21', 'H2ED17', 'H1FS17', 'H1RF14', 'H2PF17', 'H1WP4', 'H2PF15', 'S59E', 'H2PF12', 'H2WP5', 'H1DS10', 'H2WP14', 'S62O'],22,4,4
137,0.7079383886255924,['H1EE7', 'S62R', 'S60K', 'H2PF24', 'H2FS19', 'H1GH22', 'H2DS14', 'H1GH21', 'H1PF16', 'H1ED19', 'H2DS13', 'H1GH29', 'H2PF14', 'H1ED20', 'H1ED18', 'H1TO9', 'H2FV5', 'H1FS12', 'H1FS6', 'H2PF31', 'H2FV2', 'H1FS4', 'H1ED9', 'H1TO3', 'H1FS11', 'H1FS2', 'H1FS14', 'H2FS14', 'H2DS8', 'H2ED5', 'H1PF8', 'H1GH20', 'H2PF21', 'H2ED17', 'H1FS17', 'H1RF14', 'H2PF17', 'H1WP4', 'H2PF15', 'S59E', 'H2PF12', 'H2WP5', 'H1DS10', 'H2WP14', 'S62O'],22,4,4
138,0.7079383886255924,['H1EE7', 'S62R', 'S60K', 'H2PF24', 'H2FS19', 'H1GH22', 'H2DS14', 'H1GH21', 'H1PF16', 'H1ED19', 'H2DS13', 'H1GH29', 'H2PF14', 'H1ED20', 'H1ED18', 'H1TO9', 'H2FV5', 'H1FS12', 'H1FS6', 'H2PF31', 'H2FV2', 'H1FS4', 'H1ED9', 'H1TO3', 'H1FS11', 'H1FS2', 'H1FS14', 'H2FS14', 'H2DS8', 'H2ED5', 'H1PF8', 'H1GH20', 'H2PF21', 'H2ED17', 'H1FS17', 'H1RF14', 'H2PF17', 'H1WP4', 'H2PF15', 'S59E', 'H2PF12', 'H2WP5', 'H1DS10', 'H2WP14', 'S62O'],22,4,4
139,0.7079383886255924,['H1EE7', 'S62R', 'S60K', 'H2PF24', 'H2FS19', 'H1GH22', 'H2DS14', 'H1GH21', 'H1PF16', 'H1ED19', 'H2DS13', 'H1GH29', 'H2PF14', 'H1ED20', 'H1ED18', 'H1TO9', 'H2FV5', 'H1FS12', 'H1FS6', 'H2PF31', 'H2FV2', 'H1FS4', 'H1ED9', 'H1TO3', 'H1FS11', 'H1FS2', 'H1FS14', 'H2FS14', 'H2DS8', 'H2ED5', 'H1PF8', 'H1GH20', 'H2PF21', 'H2ED17', 'H1FS17', 'H1RF14', 'H2PF17', 'H1WP4', 'H2PF15', 'S59E', 'H2PF12', 'H2WP5', 'H1DS10', 'H2WP14', 'S62O'],22,4,4
140,0.7079383886255924,['H1EE7', 'S62R', 'S60K', 'H2PF24', 'H2FS19', 'H1GH22', 'H2DS14', 'H1GH21', 'H1PF16', 'H1ED19', 'H2DS13', 'H1GH29', 'H2PF14', 'H1ED20', 'H1ED18', 'H1TO9', 'H2FV5', 'H1FS12', 'H1FS6', 'H2PF31', 'H2FV2', 'H1FS4', 'H1ED9', 'H1TO3', 'H1FS11', 'H1FS2', 'H1FS14', 'H2FS14', 'H2DS8', 'H2ED5', 'H1PF8', 'H1GH20', 'H2PF21', 'H2ED17', 'H1FS17', 'H1RF14', 'H2PF17', 'H1WP4', 'H2PF15', 'S59E', 'H2PF12', 'H2WP5', 'H1DS10', 'H2WP14', 'S62O'],22,4,4
141,0.7079383886255924,['H1EE7', 'S62R', 'S60K', 'H2PF24', 'H2FS19', 'H1GH22', 'H2DS14', 'H1GH21', 'H1PF16', 'H1ED19', 'H2DS13', 'H1GH29', 'H2PF14', 'H1ED20', 'H1ED18', 'H1TO9', 'H2FV5', 'H1FS12', 'H1FS6', 'H2PF31', 'H2FV2', 'H1FS4', 'H1ED9', 'H1TO3', 'H1FS11', 'H1FS2', 'H1FS14', 'H2FS14', 'H2DS8', 'H2ED5', 'H1PF8', 'H1GH20', 'H2PF21', 'H2ED17', 'H1FS17', 'H1RF14', 'H2PF17', 'H1WP4', 'H2PF15', 'S59E', 'H2PF12', 'H2WP5', 'H1DS10', 'H2WP14', 'S62O'],22,4,4
142,0.7079383886255924,['H1EE7', 'S62R', 'S60K', 'H2PF24', 'H2FS19', 'H1GH22', 'H2DS14', 'H1GH21', 'H1PF16', 'H1ED19', 'H2DS13', 'H1GH29', 'H2PF14', 'H1ED20', 'H1ED18', 'H1TO9', 'H2FV5', 'H1FS12', 'H1FS6', 'H2PF31', 'H2FV2', 'H1FS4', 'H1ED9', 'H1TO3', 'H1FS11', 'H1FS2', 'H1FS14', 'H2FS14', 'H2DS8', 'H2ED5', 'H1PF8', 'H1GH20', 'H2PF21', 'H2ED17', 'H1FS17', 'H1RF14', 'H2PF17', 'H1WP4', 'H2PF15', 'S59E', 'H2PF12', 'H2WP5', 'H1DS10', 'H2WP14', 'S62O'],22,4,4
143,0.7079383886255924,['H1EE7', 'S62R', 'S60K', 'H2PF24', 'H2FS19', 'H1GH22', 'H2DS14', 'H1GH21', 'H1PF16', 'H1ED19', 'H2DS13', 'H1GH29', 'H2PF14', 'H1ED20', 'H1ED18', 'H1TO9', 'H2FV5', 'H1FS12', 'H1FS6', 'H2PF31', 'H2FV2', 'H1FS4', 'H1ED9', 'H1TO3', 'H1FS11', 'H1FS2', 'H1FS14', 'H2FS14', 'H2DS8', 'H2ED5', 'H1PF8', 'H1GH20', 'H2PF21', 'H2ED17', 'H1FS17', 'H1RF14', 'H2PF17', 'H1WP4', 'H2PF15', 'S59E', 'H2PF12', 'H2WP5', 'H1DS10', 'H2WP14', 'S62O'],22,4,4
144,0.7079383886255924,['H1EE7', 'S62R', 'S60K', 'H2PF24', 'H2FS19', 'H1GH22', 'H2DS14', 'H1GH21', 'H1PF16', 'H1ED19', 'H2DS13', 'H1GH29', 'H2PF14', 'H1ED20', 'H1ED18', 'H1TO9', 'H2FV5', 'H1FS12', 'H1FS6', 'H2PF31', 'H2FV2', 'H1FS4', 'H1ED9', 'H1TO3', 'H1FS11', 'H1FS2', 'H1FS14', 'H2FS14', 'H2DS8', 'H2ED5', 'H1PF8', 'H1GH20', 'H2PF21', 'H2ED17', 'H1FS17', 'H1RF14', 'H2PF17', 'H1WP4', 'H2PF15', 'S59E', 'H2PF12', 'H2WP5', 'H1DS10', 'H2WP14', 'S62O'],22,4,4
145,0.7079383886255924,['H1EE7', 'S62R', 'S60K', 'H2PF24', 'H2FS19', 'H1GH22', 'H2DS14', 'H1GH21', 'H1PF16', 'H1ED19', 'H2DS13', 'H1GH29', 'H2PF14', 'H1ED20', 'H1ED18', 'H1TO9', 'H2FV5', 'H1FS12', 'H1FS6', 'H2PF31', 'H2FV2', 'H1FS4', 'H1ED9', 'H1TO3', 'H1FS11', 'H1FS2', 'H1FS14', 'H2FS14', 'H2DS8', 'H2ED5', 'H1PF8', 'H1GH20', 'H2PF21', 'H2ED17', 'H1FS17', 'H1RF14', 'H2PF17', 'H1WP4', 'H2PF15', 'S59E', 'H2PF12', 'H2WP5', 'H1DS10', 'H2WP14', 'S62O'],22,4,4
146,0.7079383886255924,['H1EE7', 'S62R', 'S60K', 'H2PF24', 'H2FS19', 'H1GH22', 'H2DS14', 'H1GH21', 'H1PF16', 'H1ED19', 'H2DS13', 'H1GH29', 'H2PF14', 'H1ED20', 'H1ED18', 'H1TO9', 'H2FV5', 'H1FS12', 'H1FS6', 'H2PF31', 'H2FV2', 'H1FS4', 'H1ED9', 'H1TO3', 'H1FS11', 'H1FS2', 'H1FS14', 'H2FS14', 'H2DS8', 'H2ED5', 'H1PF8', 'H1GH20', 'H2PF21', 'H2ED17', 'H1FS17', 'H1RF14', 'H2PF17', 'H1WP4', 'H2PF15', 'S59E', 'H2PF12', 'H2WP5', 'H1DS10', 'H2WP14', 'S62O'],22,4,4
147,0.7079383886255924,['H1EE7', 'S62R', 'S60K', 'H2PF24', 'H2FS19', 'H1GH22', 'H2DS14', 'H1GH21', 'H1PF16', 'H1ED19', 'H2DS13', 'H1GH29', 'H2PF14', 'H1ED20', 'H1ED18', 'H1TO9', 'H2FV5', 'H1FS12', 'H1FS6', 'H2PF31', 'H2FV2', 'H1FS4', 'H1ED9', 'H1TO3', 'H1FS11', 'H1FS2', 'H1FS14', 'H2FS14', 'H2DS8', 'H2ED5', 'H1PF8', 'H1GH20', 'H2PF21', 'H2ED17', 'H1FS17', 'H1RF14', 'H2PF17', 'H1WP4', 'H2PF15', 'S59E', 'H2PF12', 'H2WP5', 'H1DS10', 'H2WP14', 'S62O'],22,4,4
