curr_gen,fitness,genome,min_samples_leaf,min_samples_split,max_features
202,0.7322274881516587,['H2ED17', 'H1FS9', 'H2WP5', 'H2TO1', 'H2TO30', 'H1DS11', 'H2PF21', 'H2PF17', 'H2GH26', 'H1FS6', 'H1GH17', 'H2TO25', 'H2WP13', 'H2PF1', 'H2PF27', 'H2FS4', 'H1ED15', 'H1IR12', 'H1PF34', 'H2GH22', 'H2WP2', 'H1FS8', 'H2PF22', 'H2DS11', 'S60O', 'H1TO3', 'H1WP14', 'H1PF32', 'H1ED17', 'H2PF31', 'H1PF26', 'H2DS7', 'H2PF32', 'H1FS13', 'H1DS10', 'H1FS11', 'H1EE5', 'H2FS18', 'H1DS13', 'H1FS19', 'H1GH52', 'H2DS12', 'H1PF4', 'H1FS14', 'H1PF23', 'H1DS7', 'H2FV3', 'H2PF8', 'S62R', 'H1FS18'],63,38,24
203,0.7322274881516587,['H2ED17', 'H1FS9', 'H2WP5', 'H2TO1', 'H2TO30', 'H1DS11', 'H2PF21', 'H2PF17', 'H2GH26', 'H1FS6', 'H1GH17', 'H2TO25', 'H2WP13', 'H2PF1', 'H2PF27', 'H2FS4', 'H1ED15', 'H1IR12', 'H1PF34', 'H2GH22', 'H2WP2', 'H1FS8', 'H2PF22', 'H2DS11', 'S60O', 'H1TO3', 'H1WP14', 'H1PF32', 'H1ED17', 'H2PF31', 'H1PF26', 'H2DS7', 'H2PF32', 'H1FS13', 'H1DS10', 'H1FS11', 'H1EE5', 'H2FS18', 'H1DS13', 'H1FS19', 'H1GH52', 'H2DS12', 'H1PF4', 'H1FS14', 'H1PF23', 'H1DS7', 'H2FV3', 'H2PF8', 'S62R', 'H1FS18'],63,38,24
204,0.7322274881516587,['H2ED17', 'H1FS9', 'H2WP5', 'H2TO1', 'H2TO30', 'H1DS11', 'H2PF21', 'H2PF17', 'H2GH26', 'H1FS6', 'H1GH17', 'H2TO25', 'H2WP13', 'H2PF1', 'H2PF27', 'H2FS4', 'H1ED15', 'H1IR12', 'H1PF34', 'H2GH22', 'H2WP2', 'H1FS8', 'H2PF22', 'H2DS11', 'S60O', 'H1TO3', 'H1WP14', 'H1PF32', 'H1ED17', 'H2PF31', 'H1PF26', 'H2DS7', 'H2PF32', 'H1FS13', 'H1DS10', 'H1FS11', 'H1EE5', 'H2FS18', 'H1DS13', 'H1FS19', 'H1GH52', 'H2DS12', 'H1PF4', 'H1FS14', 'H1PF23', 'H1DS7', 'H2FV3', 'H2PF8', 'S62R', 'H1FS18'],63,38,24
205,0.7322274881516587,['H2ED17', 'H1FS9', 'H2WP5', 'H2TO1', 'H2TO30', 'H1DS11', 'H2PF21', 'H2PF17', 'H2GH26', 'H1FS6', 'H1GH17', 'H2TO25', 'H2WP13', 'H2PF1', 'H2PF27', 'H2FS4', 'H1ED15', 'H1IR12', 'H1PF34', 'H2GH22', 'H2WP2', 'H1FS8', 'H2PF22', 'H2DS11', 'S60O', 'H1TO3', 'H1WP14', 'H1PF32', 'H1ED17', 'H2PF31', 'H1PF26', 'H2DS7', 'H2PF32', 'H1FS13', 'H1DS10', 'H1FS11', 'H1EE5', 'H2FS18', 'H1DS13', 'H1FS19', 'H1GH52', 'H2DS12', 'H1PF4', 'H1FS14', 'H1PF23', 'H1DS7', 'H2FV3', 'H2PF8', 'S62R', 'H1FS18'],63,38,24
206,0.7322274881516587,['H2ED17', 'H1FS9', 'H2WP5', 'H2TO1', 'H2TO30', 'H1DS11', 'H2PF21', 'H2PF17', 'H2GH26', 'H1FS6', 'H1GH17', 'H2TO25', 'H2WP13', 'H2PF1', 'H2PF27', 'H2FS4', 'H1ED15', 'H1IR12', 'H1PF34', 'H2GH22', 'H2WP2', 'H1FS8', 'H2PF22', 'H2DS11', 'S60O', 'H1TO3', 'H1WP14', 'H1PF32', 'H1ED17', 'H2PF31', 'H1PF26', 'H2DS7', 'H2PF32', 'H1FS13', 'H1DS10', 'H1FS11', 'H1EE5', 'H2FS18', 'H1DS13', 'H1FS19', 'H1GH52', 'H2DS12', 'H1PF4', 'H1FS14', 'H1PF23', 'H1DS7', 'H2FV3', 'H2PF8', 'S62R', 'H1FS18'],63,38,24
207,0.7322274881516587,['H2ED17', 'H1FS9', 'H2WP5', 'H2TO1', 'H2TO30', 'H1DS11', 'H2PF21', 'H2PF17', 'H2GH26', 'H1FS6', 'H1GH17', 'H2TO25', 'H2WP13', 'H2PF1', 'H2PF27', 'H2FS4', 'H1ED15', 'H1IR12', 'H1PF34', 'H2GH22', 'H2WP2', 'H1FS8', 'H2PF22', 'H2DS11', 'S60O', 'H1TO3', 'H1WP14', 'H1PF32', 'H1ED17', 'H2PF31', 'H1PF26', 'H2DS7', 'H2PF32', 'H1FS13', 'H1DS10', 'H1FS11', 'H1EE5', 'H2FS18', 'H1DS13', 'H1FS19', 'H1GH52', 'H2DS12', 'H1PF4', 'H1FS14', 'H1PF23', 'H1DS7', 'H2FV3', 'H2PF8', 'S62R', 'H1FS18'],63,38,24
208,0.7322274881516587,['H2ED17', 'H1FS9', 'H2WP5', 'H2TO1', 'H2TO30', 'H1DS11', 'H2PF21', 'H2PF17', 'H2GH26', 'H1FS6', 'H1GH17', 'H2TO25', 'H2WP13', 'H2PF1', 'H2PF27', 'H2FS4', 'H1ED15', 'H1IR12', 'H1PF34', 'H2GH22', 'H2WP2', 'H1FS8', 'H2PF22', 'H2DS11', 'S60O', 'H1TO3', 'H1WP14', 'H1PF32', 'H1ED17', 'H2PF31', 'H1PF26', 'H2DS7', 'H2PF32', 'H1FS13', 'H1DS10', 'H1FS11', 'H1EE5', 'H2FS18', 'H1DS13', 'H1FS19', 'H1GH52', 'H2DS12', 'H1PF4', 'H1FS14', 'H1PF23', 'H1DS7', 'H2FV3', 'H2PF8', 'S62R', 'H1FS18'],63,38,24
209,0.7322274881516587,['H2ED17', 'H1FS9', 'H2WP5', 'H2TO1', 'H2TO30', 'H1DS11', 'H2PF21', 'H2PF17', 'H2GH26', 'H1FS6', 'H1GH17', 'H2TO25', 'H2WP13', 'H2PF1', 'H2PF27', 'H2FS4', 'H1ED15', 'H1IR12', 'H1PF34', 'H2GH22', 'H2WP2', 'H1FS8', 'H2PF22', 'H2DS11', 'S60O', 'H1TO3', 'H1WP14', 'H1PF32', 'H1ED17', 'H2PF31', 'H1PF26', 'H2DS7', 'H2PF32', 'H1FS13', 'H1DS10', 'H1FS11', 'H1EE5', 'H2FS18', 'H1DS13', 'H1FS19', 'H1GH52', 'H2DS12', 'H1PF4', 'H1FS14', 'H1PF23', 'H1DS7', 'H2FV3', 'H2PF8', 'S62R', 'H1FS18'],63,38,24
210,0.7322274881516587,['H2ED17', 'H1FS9', 'H2WP5', 'H2TO1', 'H2TO30', 'H1DS11', 'H2PF21', 'H2PF17', 'H2GH26', 'H1FS6', 'H1GH17', 'H2TO25', 'H2WP13', 'H2PF1', 'H2PF27', 'H2FS4', 'H1ED15', 'H1IR12', 'H1PF34', 'H2GH22', 'H2WP2', 'H1FS8', 'H2PF22', 'H2DS11', 'S60O', 'H1TO3', 'H1WP14', 'H1PF32', 'H1ED17', 'H2PF31', 'H1PF26', 'H2DS7', 'H2PF32', 'H1FS13', 'H1DS10', 'H1FS11', 'H1EE5', 'H2FS18', 'H1DS13', 'H1FS19', 'H1GH52', 'H2DS12', 'H1PF4', 'H1FS14', 'H1PF23', 'H1DS7', 'H2FV3', 'H2PF8', 'S62R', 'H1FS18'],63,38,24
211,0.7322274881516587,['H2ED17', 'H1FS9', 'H2WP5', 'H2TO1', 'H2TO30', 'H1DS11', 'H2PF21', 'H2PF17', 'H2GH26', 'H1FS6', 'H1GH17', 'H2TO25', 'H2WP13', 'H2PF1', 'H2PF27', 'H2FS4', 'H1ED15', 'H1IR12', 'H1PF34', 'H2GH22', 'H2WP2', 'H1FS8', 'H2PF22', 'H2DS11', 'S60O', 'H1TO3', 'H1WP14', 'H1PF32', 'H1ED17', 'H2PF31', 'H1PF26', 'H2DS7', 'H2PF32', 'H1FS13', 'H1DS10', 'H1FS11', 'H1EE5', 'H2FS18', 'H1DS13', 'H1FS19', 'H1GH52', 'H2DS12', 'H1PF4', 'H1FS14', 'H1PF23', 'H1DS7', 'H2FV3', 'H2PF8', 'S62R', 'H1FS18'],63,38,24
212,0.7322274881516587,['H2ED17', 'H1FS9', 'H2WP5', 'H2TO1', 'H2TO30', 'H1DS11', 'H2PF21', 'H2PF17', 'H2GH26', 'H1FS6', 'H1GH17', 'H2TO25', 'H2WP13', 'H2PF1', 'H2PF27', 'H2FS4', 'H1ED15', 'H1IR12', 'H1PF34', 'H2GH22', 'H2WP2', 'H1FS8', 'H2PF22', 'H2DS11', 'S60O', 'H1TO3', 'H1WP14', 'H1PF32', 'H1ED17', 'H2PF31', 'H1PF26', 'H2DS7', 'H2PF32', 'H1FS13', 'H1DS10', 'H1FS11', 'H1EE5', 'H2FS18', 'H1DS13', 'H1FS19', 'H1GH52', 'H2DS12', 'H1PF4', 'H1FS14', 'H1PF23', 'H1DS7', 'H2FV3', 'H2PF8', 'S62R', 'H1FS18'],63,38,24
213,0.7322274881516587,['H2ED17', 'H1FS9', 'H2WP5', 'H2TO1', 'H2TO30', 'H1DS11', 'H2PF21', 'H2PF17', 'H2GH26', 'H1FS6', 'H1GH17', 'H2TO25', 'H2WP13', 'H2PF1', 'H2PF27', 'H2FS4', 'H1ED15', 'H1IR12', 'H1PF34', 'H2GH22', 'H2WP2', 'H1FS8', 'H2PF22', 'H2DS11', 'S60O', 'H1TO3', 'H1WP14', 'H1PF32', 'H1ED17', 'H2PF31', 'H1PF26', 'H2DS7', 'H2PF32', 'H1FS13', 'H1DS10', 'H1FS11', 'H1EE5', 'H2FS18', 'H1DS13', 'H1FS19', 'H1GH52', 'H2DS12', 'H1PF4', 'H1FS14', 'H1PF23', 'H1DS7', 'H2FV3', 'H2PF8', 'S62R', 'H1FS18'],63,38,24
214,0.7322274881516587,['H2ED17', 'H1FS9', 'H2WP5', 'H2TO1', 'H2TO30', 'H1DS11', 'H2PF21', 'H2PF17', 'H2GH26', 'H1FS6', 'H1GH17', 'H2TO25', 'H2WP13', 'H2PF1', 'H2PF27', 'H2FS4', 'H1ED15', 'H1IR12', 'H1PF34', 'H2GH22', 'H2WP2', 'H1FS8', 'H2PF22', 'H2DS11', 'S60O', 'H1TO3', 'H1WP14', 'H1PF32', 'H1ED17', 'H2PF31', 'H1PF26', 'H2DS7', 'H2PF32', 'H1FS13', 'H1DS10', 'H1FS11', 'H1EE5', 'H2FS18', 'H1DS13', 'H1FS19', 'H1GH52', 'H2DS12', 'H1PF4', 'H1FS14', 'H1PF23', 'H1DS7', 'H2FV3', 'H2PF8', 'S62R', 'H1FS18'],63,38,24
215,0.7322274881516587,['H2ED17', 'H1FS9', 'H2WP5', 'H2TO1', 'H2TO30', 'H1DS11', 'H2PF21', 'H2PF17', 'H2GH26', 'H1FS6', 'H1GH17', 'H2TO25', 'H2WP13', 'H2PF1', 'H2PF27', 'H2FS4', 'H1ED15', 'H1IR12', 'H1PF34', 'H2GH22', 'H2WP2', 'H1FS8', 'H2PF22', 'H2DS11', 'S60O', 'H1TO3', 'H1WP14', 'H1PF32', 'H1ED17', 'H2PF31', 'H1PF26', 'H2DS7', 'H2PF32', 'H1FS13', 'H1DS10', 'H1FS11', 'H1EE5', 'H2FS18', 'H1DS13', 'H1FS19', 'H1GH52', 'H2DS12', 'H1PF4', 'H1FS14', 'H1PF23', 'H1DS7', 'H2FV3', 'H2PF8', 'S62R', 'H1FS18'],63,38,24
216,0.7322274881516587,['H2ED17', 'H1FS9', 'H2WP5', 'H2TO1', 'H2TO30', 'H1DS11', 'H2PF21', 'H2PF17', 'H2GH26', 'H1FS6', 'H1GH17', 'H2TO25', 'H2WP13', 'H2PF1', 'H2PF27', 'H2FS4', 'H1ED15', 'H1IR12', 'H1PF34', 'H2GH22', 'H2WP2', 'H1FS8', 'H2PF22', 'H2DS11', 'S60O', 'H1TO3', 'H1WP14', 'H1PF32', 'H1ED17', 'H2PF31', 'H1PF26', 'H2DS7', 'H2PF32', 'H1FS13', 'H1DS10', 'H1FS11', 'H1EE5', 'H2FS18', 'H1DS13', 'H1FS19', 'H1GH52', 'H2DS12', 'H1PF4', 'H1FS14', 'H1PF23', 'H1DS7', 'H2FV3', 'H2PF8', 'S62R', 'H1FS18'],63,38,24
217,0.7322274881516587,['H2ED17', 'H1FS9', 'H2WP5', 'H2TO1', 'H2TO30', 'H1DS11', 'H2PF21', 'H2PF17', 'H2GH26', 'H1FS6', 'H1GH17', 'H2TO25', 'H2WP13', 'H2PF1', 'H2PF27', 'H2FS4', 'H1ED15', 'H1IR12', 'H1PF34', 'H2GH22', 'H2WP2', 'H1FS8', 'H2PF22', 'H2DS11', 'S60O', 'H1TO3', 'H1WP14', 'H1PF32', 'H1ED17', 'H2PF31', 'H1PF26', 'H2DS7', 'H2PF32', 'H1FS13', 'H1DS10', 'H1FS11', 'H1EE5', 'H2FS18', 'H1DS13', 'H1FS19', 'H1GH52', 'H2DS12', 'H1PF4', 'H1FS14', 'H1PF23', 'H1DS7', 'H2FV3', 'H2PF8', 'S62R', 'H1FS18'],63,38,24
218,0.7322274881516587,['H2ED17', 'H1FS9', 'H2WP5', 'H2TO1', 'H2TO30', 'H1DS11', 'H2PF21', 'H2PF17', 'H2GH26', 'H1FS6', 'H1GH17', 'H2TO25', 'H2WP13', 'H2PF1', 'H2PF27', 'H2FS4', 'H1ED15', 'H1IR12', 'H1PF34', 'H2GH22', 'H2WP2', 'H1FS8', 'H2PF22', 'H2DS11', 'S60O', 'H1TO3', 'H1WP14', 'H1PF32', 'H1ED17', 'H2PF31', 'H1PF26', 'H2DS7', 'H2PF32', 'H1FS13', 'H1DS10', 'H1FS11', 'H1EE5', 'H2FS18', 'H1DS13', 'H1FS19', 'H1GH52', 'H2DS12', 'H1PF4', 'H1FS14', 'H1PF23', 'H1DS7', 'H2FV3', 'H2PF8', 'S62R', 'H1FS18'],63,38,24
219,0.7322274881516587,['H2ED17', 'H1FS9', 'H2WP5', 'H2TO1', 'H2TO30', 'H1DS11', 'H2PF21', 'H2PF17', 'H2GH26', 'H1FS6', 'H1GH17', 'H2TO25', 'H2WP13', 'H2PF1', 'H2PF27', 'H2FS4', 'H1ED15', 'H1IR12', 'H1PF34', 'H2GH22', 'H2WP2', 'H1FS8', 'H2PF22', 'H2DS11', 'S60O', 'H1TO3', 'H1WP14', 'H1PF32', 'H1ED17', 'H2PF31', 'H1PF26', 'H2DS7', 'H2PF32', 'H1FS13', 'H1DS10', 'H1FS11', 'H1EE5', 'H2FS18', 'H1DS13', 'H1FS19', 'H1GH52', 'H2DS12', 'H1PF4', 'H1FS14', 'H1PF23', 'H1DS7', 'H2FV3', 'H2PF8', 'S62R', 'H1FS18'],63,38,24
220,0.7322274881516587,['H2ED17', 'H1FS9', 'H2WP5', 'H2TO1', 'H2TO30', 'H1DS11', 'H2PF21', 'H2PF17', 'H2GH26', 'H1FS6', 'H1GH17', 'H2TO25', 'H2WP13', 'H2PF1', 'H2PF27', 'H2FS4', 'H1ED15', 'H1IR12', 'H1PF34', 'H2GH22', 'H2WP2', 'H1FS8', 'H2PF22', 'H2DS11', 'S60O', 'H1TO3', 'H1WP14', 'H1PF32', 'H1ED17', 'H2PF31', 'H1PF26', 'H2DS7', 'H2PF32', 'H1FS13', 'H1DS10', 'H1FS11', 'H1EE5', 'H2FS18', 'H1DS13', 'H1FS19', 'H1GH52', 'H2DS12', 'H1PF4', 'H1FS14', 'H1PF23', 'H1DS7', 'H2FV3', 'H2PF8', 'S62R', 'H1FS18'],63,38,24
221,0.7322274881516587,['H2ED17', 'H1FS9', 'H2WP5', 'H2TO1', 'H2TO30', 'H1DS11', 'H2PF21', 'H2PF17', 'H2GH26', 'H1FS6', 'H1GH17', 'H2TO25', 'H2WP13', 'H2PF1', 'H2PF27', 'H2FS4', 'H1ED15', 'H1IR12', 'H1PF34', 'H2GH22', 'H2WP2', 'H1FS8', 'H2PF22', 'H2DS11', 'S60O', 'H1TO3', 'H1WP14', 'H1PF32', 'H1ED17', 'H2PF31', 'H1PF26', 'H2DS7', 'H2PF32', 'H1FS13', 'H1DS10', 'H1FS11', 'H1EE5', 'H2FS18', 'H1DS13', 'H1FS19', 'H1GH52', 'H2DS12', 'H1PF4', 'H1FS14', 'H1PF23', 'H1DS7', 'H2FV3', 'H2PF8', 'S62R', 'H1FS18'],63,38,24
222,0.7322274881516587,['H2ED17', 'H1FS9', 'H2WP5', 'H2TO1', 'H2TO30', 'H1DS11', 'H2PF21', 'H2PF17', 'H2GH26', 'H1FS6', 'H1GH17', 'H2TO25', 'H2WP13', 'H2PF1', 'H2PF27', 'H2FS4', 'H1ED15', 'H1IR12', 'H1PF34', 'H2GH22', 'H2WP2', 'H1FS8', 'H2PF22', 'H2DS11', 'S60O', 'H1TO3', 'H1WP14', 'H1PF32', 'H1ED17', 'H2PF31', 'H1PF26', 'H2DS7', 'H2PF32', 'H1FS13', 'H1DS10', 'H1FS11', 'H1EE5', 'H2FS18', 'H1DS13', 'H1FS19', 'H1GH52', 'H2DS12', 'H1PF4', 'H1FS14', 'H1PF23', 'H1DS7', 'H2FV3', 'H2PF8', 'S62R', 'H1FS18'],63,38,24
223,0.7322274881516587,['H2ED17', 'H1FS9', 'H2WP5', 'H2TO1', 'H2TO30', 'H1DS11', 'H2PF21', 'H2PF17', 'H2GH26', 'H1FS6', 'H1GH17', 'H2TO25', 'H2WP13', 'H2PF1', 'H2PF27', 'H2FS4', 'H1ED15', 'H1IR12', 'H1PF34', 'H2GH22', 'H2WP2', 'H1FS8', 'H2PF22', 'H2DS11', 'S60O', 'H1TO3', 'H1WP14', 'H1PF32', 'H1ED17', 'H2PF31', 'H1PF26', 'H2DS7', 'H2PF32', 'H1FS13', 'H1DS10', 'H1FS11', 'H1EE5', 'H2FS18', 'H1DS13', 'H1FS19', 'H1GH52', 'H2DS12', 'H1PF4', 'H1FS14', 'H1PF23', 'H1DS7', 'H2FV3', 'H2PF8', 'S62R', 'H1FS18'],63,38,24
224,0.7322274881516587,['H2ED17', 'H1FS9', 'H2WP5', 'H2TO1', 'H2TO30', 'H1DS11', 'H2PF21', 'H2PF17', 'H2GH26', 'H1FS6', 'H1GH17', 'H2TO25', 'H2WP13', 'H2PF1', 'H2PF27', 'H2FS4', 'H1ED15', 'H1IR12', 'H1PF34', 'H2GH22', 'H2WP2', 'H1FS8', 'H2PF22', 'H2DS11', 'S60O', 'H1TO3', 'H1WP14', 'H1PF32', 'H1ED17', 'H2PF31', 'H1PF26', 'H2DS7', 'H2PF32', 'H1FS13', 'H1DS10', 'H1FS11', 'H1EE5', 'H2FS18', 'H1DS13', 'H1FS19', 'H1GH52', 'H2DS12', 'H1PF4', 'H1FS14', 'H1PF23', 'H1DS7', 'H2FV3', 'H2PF8', 'S62R', 'H1FS18'],63,38,24
225,0.7322274881516587,['H2ED17', 'H1FS9', 'H2WP5', 'H2TO1', 'H2TO30', 'H1DS11', 'H2PF21', 'H2PF17', 'H2GH26', 'H1FS6', 'H1GH17', 'H2TO25', 'H2WP13', 'H2PF1', 'H2PF27', 'H2FS4', 'H1ED15', 'H1IR12', 'H1PF34', 'H2GH22', 'H2WP2', 'H1FS8', 'H2PF22', 'H2DS11', 'S60O', 'H1TO3', 'H1WP14', 'H1PF32', 'H1ED17', 'H2PF31', 'H1PF26', 'H2DS7', 'H2PF32', 'H1FS13', 'H1DS10', 'H1FS11', 'H1EE5', 'H2FS18', 'H1DS13', 'H1FS19', 'H1GH52', 'H2DS12', 'H1PF4', 'H1FS14', 'H1PF23', 'H1DS7', 'H2FV3', 'H2PF8', 'S62R', 'H1FS18'],63,38,24
226,0.7322274881516587,['H2ED17', 'H1FS9', 'H2WP5', 'H2TO1', 'H2TO30', 'H1DS11', 'H2PF21', 'H2PF17', 'H2GH26', 'H1FS6', 'H1GH17', 'H2TO25', 'H2WP13', 'H2PF1', 'H2PF27', 'H2FS4', 'H1ED15', 'H1IR12', 'H1PF34', 'H2GH22', 'H2WP2', 'H1FS8', 'H2PF22', 'H2DS11', 'S60O', 'H1TO3', 'H1WP14', 'H1PF32', 'H1ED17', 'H2PF31', 'H1PF26', 'H2DS7', 'H2PF32', 'H1FS13', 'H1DS10', 'H1FS11', 'H1EE5', 'H2FS18', 'H1DS13', 'H1FS19', 'H1GH52', 'H2DS12', 'H1PF4', 'H1FS14', 'H1PF23', 'H1DS7', 'H2FV3', 'H2PF8', 'S62R', 'H1FS18'],63,38,24
227,0.7322274881516587,['H2ED17', 'H1FS9', 'H2WP5', 'H2TO1', 'H2TO30', 'H1DS11', 'H2PF21', 'H2PF17', 'H2GH26', 'H1FS6', 'H1GH17', 'H2TO25', 'H2WP13', 'H2PF1', 'H2PF27', 'H2FS4', 'H1ED15', 'H1IR12', 'H1PF34', 'H2GH22', 'H2WP2', 'H1FS8', 'H2PF22', 'H2DS11', 'S60O', 'H1TO3', 'H1WP14', 'H1PF32', 'H1ED17', 'H2PF31', 'H1PF26', 'H2DS7', 'H2PF32', 'H1FS13', 'H1DS10', 'H1FS11', 'H1EE5', 'H2FS18', 'H1DS13', 'H1FS19', 'H1GH52', 'H2DS12', 'H1PF4', 'H1FS14', 'H1PF23', 'H1DS7', 'H2FV3', 'H2PF8', 'S62R', 'H1FS18'],63,38,24
228,0.7322274881516587,['H2ED17', 'H1FS9', 'H2WP5', 'H2TO1', 'H2TO30', 'H1DS11', 'H2PF21', 'H2PF17', 'H2GH26', 'H1FS6', 'H1GH17', 'H2TO25', 'H2WP13', 'H2PF1', 'H2PF27', 'H2FS4', 'H1ED15', 'H1IR12', 'H1PF34', 'H2GH22', 'H2WP2', 'H1FS8', 'H2PF22', 'H2DS11', 'S60O', 'H1TO3', 'H1WP14', 'H1PF32', 'H1ED17', 'H2PF31', 'H1PF26', 'H2DS7', 'H2PF32', 'H1FS13', 'H1DS10', 'H1FS11', 'H1EE5', 'H2FS18', 'H1DS13', 'H1FS19', 'H1GH52', 'H2DS12', 'H1PF4', 'H1FS14', 'H1PF23', 'H1DS7', 'H2FV3', 'H2PF8', 'S62R', 'H1FS18'],63,38,24
229,0.7322274881516587,['H2ED17', 'H1FS9', 'H2WP5', 'H2TO1', 'H2TO30', 'H1DS11', 'H2PF21', 'H2PF17', 'H2GH26', 'H1FS6', 'H1GH17', 'H2TO25', 'H2WP13', 'H2PF1', 'H2PF27', 'H2FS4', 'H1ED15', 'H1IR12', 'H1PF34', 'H2GH22', 'H2WP2', 'H1FS8', 'H2PF22', 'H2DS11', 'S60O', 'H1TO3', 'H1WP14', 'H1PF32', 'H1ED17', 'H2PF31', 'H1PF26', 'H2DS7', 'H2PF32', 'H1FS13', 'H1DS10', 'H1FS11', 'H1EE5', 'H2FS18', 'H1DS13', 'H1FS19', 'H1GH52', 'H2DS12', 'H1PF4', 'H1FS14', 'H1PF23', 'H1DS7', 'H2FV3', 'H2PF8', 'S62R', 'H1FS18'],63,38,24
230,0.7322274881516587,['H2ED17', 'H1FS9', 'H2WP5', 'H2TO1', 'H2TO30', 'H1DS11', 'H2PF21', 'H2PF17', 'H2GH26', 'H1FS6', 'H1GH17', 'H2TO25', 'H2WP13', 'H2PF1', 'H2PF27', 'H2FS4', 'H1ED15', 'H1IR12', 'H1PF34', 'H2GH22', 'H2WP2', 'H1FS8', 'H2PF22', 'H2DS11', 'S60O', 'H1TO3', 'H1WP14', 'H1PF32', 'H1ED17', 'H2PF31', 'H1PF26', 'H2DS7', 'H2PF32', 'H1FS13', 'H1DS10', 'H1FS11', 'H1EE5', 'H2FS18', 'H1DS13', 'H1FS19', 'H1GH52', 'H2DS12', 'H1PF4', 'H1FS14', 'H1PF23', 'H1DS7', 'H2FV3', 'H2PF8', 'S62R', 'H1FS18'],63,38,24
231,0.7322274881516587,['H2ED17', 'H1FS9', 'H2WP5', 'H2TO1', 'H2TO30', 'H1DS11', 'H2PF21', 'H2PF17', 'H2GH26', 'H1FS6', 'H1GH17', 'H2TO25', 'H2WP13', 'H2PF1', 'H2PF27', 'H2FS4', 'H1ED15', 'H1IR12', 'H1PF34', 'H2GH22', 'H2WP2', 'H1FS8', 'H2PF22', 'H2DS11', 'S60O', 'H1TO3', 'H1WP14', 'H1PF32', 'H1ED17', 'H2PF31', 'H1PF26', 'H2DS7', 'H2PF32', 'H1FS13', 'H1DS10', 'H1FS11', 'H1EE5', 'H2FS18', 'H1DS13', 'H1FS19', 'H1GH52', 'H2DS12', 'H1PF4', 'H1FS14', 'H1PF23', 'H1DS7', 'H2FV3', 'H2PF8', 'S62R', 'H1FS18'],63,38,24
232,0.7322274881516587,['H2ED17', 'H1FS9', 'H2WP5', 'H2TO1', 'H2TO30', 'H1DS11', 'H2PF21', 'H2PF17', 'H2GH26', 'H1FS6', 'H1GH17', 'H2TO25', 'H2WP13', 'H2PF1', 'H2PF27', 'H2FS4', 'H1ED15', 'H1IR12', 'H1PF34', 'H2GH22', 'H2WP2', 'H1FS8', 'H2PF22', 'H2DS11', 'S60O', 'H1TO3', 'H1WP14', 'H1PF32', 'H1ED17', 'H2PF31', 'H1PF26', 'H2DS7', 'H2PF32', 'H1FS13', 'H1DS10', 'H1FS11', 'H1EE5', 'H2FS18', 'H1DS13', 'H1FS19', 'H1GH52', 'H2DS12', 'H1PF4', 'H1FS14', 'H1PF23', 'H1DS7', 'H2FV3', 'H2PF8', 'S62R', 'H1FS18'],63,38,24
233,0.7322274881516587,['H2ED17', 'H1FS9', 'H2WP5', 'H2TO1', 'H2TO30', 'H1DS11', 'H2PF21', 'H2PF17', 'H2GH26', 'H1FS6', 'H1GH17', 'H2TO25', 'H2WP13', 'H2PF1', 'H2PF27', 'H2FS4', 'H1ED15', 'H1IR12', 'H1PF34', 'H2GH22', 'H2WP2', 'H1FS8', 'H2PF22', 'H2DS11', 'S60O', 'H1TO3', 'H1WP14', 'H1PF32', 'H1ED17', 'H2PF31', 'H1PF26', 'H2DS7', 'H2PF32', 'H1FS13', 'H1DS10', 'H1FS11', 'H1EE5', 'H2FS18', 'H1DS13', 'H1FS19', 'H1GH52', 'H2DS12', 'H1PF4', 'H1FS14', 'H1PF23', 'H1DS7', 'H2FV3', 'H2PF8', 'S62R', 'H1FS18'],63,38,24
234,0.7322274881516587,['H2ED17', 'H1FS9', 'H2WP5', 'H2TO1', 'H2TO30', 'H1DS11', 'H2PF21', 'H2PF17', 'H2GH26', 'H1FS6', 'H1GH17', 'H2TO25', 'H2WP13', 'H2PF1', 'H2PF27', 'H2FS4', 'H1ED15', 'H1IR12', 'H1PF34', 'H2GH22', 'H2WP2', 'H1FS8', 'H2PF22', 'H2DS11', 'S60O', 'H1TO3', 'H1WP14', 'H1PF32', 'H1ED17', 'H2PF31', 'H1PF26', 'H2DS7', 'H2PF32', 'H1FS13', 'H1DS10', 'H1FS11', 'H1EE5', 'H2FS18', 'H1DS13', 'H1FS19', 'H1GH52', 'H2DS12', 'H1PF4', 'H1FS14', 'H1PF23', 'H1DS7', 'H2FV3', 'H2PF8', 'S62R', 'H1FS18'],63,38,24
