curr_gen,fitness,genome,min_samples_leaf,min_samples_split,max_features
255,0.7067535545023697,['H2WP6', 'H1ED20', 'H2EE12', 'H1TO9', 'H2FS12', 'H2PF17', 'H2TO26', 'H1WP5', 'H1FS12', 'H1DS7', 'H2PF34', 'H1TO3', 'H1PF36', 'H2PF35', 'H2DS10', 'H2PF25', 'H2PF25', 'H2FS14', 'S60K', 'H1EE5', 'H2PF23', 'H2FV7', 'H1WP5', 'H1PF23', 'H2GH25'],21,62,2
256,0.7067535545023697,['H2WP6', 'H1ED20', 'H2EE12', 'H1TO9', 'H2FS12', 'H2PF17', 'H2TO26', 'H1WP5', 'H1FS12', 'H1DS7', 'H2PF34', 'H1TO3', 'H1PF36', 'H2PF35', 'H2DS10', 'H2PF25', 'H2PF25', 'H2FS14', 'S60K', 'H1EE5', 'H2PF23', 'H2FV7', 'H1WP5', 'H1PF23', 'H2GH25'],21,62,2
257,0.7067535545023697,['H2WP6', 'H1ED20', 'H2EE12', 'H1TO9', 'H2FS12', 'H2PF17', 'H2TO26', 'H1WP5', 'H1FS12', 'H1DS7', 'H2PF34', 'H1TO3', 'H1PF36', 'H2PF35', 'H2DS10', 'H2PF25', 'H2PF25', 'H2FS14', 'S60K', 'H1EE5', 'H2PF23', 'H2FV7', 'H1WP5', 'H1PF23', 'H2GH25'],21,62,2
258,0.7067535545023697,['H2WP6', 'H1ED20', 'H2EE12', 'H1TO9', 'H2FS12', 'H2PF17', 'H2TO26', 'H1WP5', 'H1FS12', 'H1DS7', 'H2PF34', 'H1TO3', 'H1PF36', 'H2PF35', 'H2DS10', 'H2PF25', 'H2PF25', 'H2FS14', 'S60K', 'H1EE5', 'H2PF23', 'H2FV7', 'H1WP5', 'H1PF23', 'H2GH25'],21,62,2
259,0.7067535545023697,['H2WP6', 'H1ED20', 'H2EE12', 'H1TO9', 'H2FS12', 'H2PF17', 'H2TO26', 'H1WP5', 'H1FS12', 'H1DS7', 'H2PF34', 'H1TO3', 'H1PF36', 'H2PF35', 'H2DS10', 'H2PF25', 'H2PF25', 'H2FS14', 'S60K', 'H1EE5', 'H2PF23', 'H2FV7', 'H1WP5', 'H1PF23', 'H2GH25'],21,62,2
260,0.7067535545023697,['H2WP6', 'H1ED20', 'H2EE12', 'H1TO9', 'H2FS12', 'H2PF17', 'H2TO26', 'H1WP5', 'H1FS12', 'H1DS7', 'H2PF34', 'H1TO3', 'H1PF36', 'H2PF35', 'H2DS10', 'H2PF25', 'H2PF25', 'H2FS14', 'S60K', 'H1EE5', 'H2PF23', 'H2FV7', 'H1WP5', 'H1PF23', 'H2GH25'],21,62,2
261,0.7067535545023697,['H2WP6', 'H1ED20', 'H2EE12', 'H1TO9', 'H2FS12', 'H2PF17', 'H2TO26', 'H1WP5', 'H1FS12', 'H1DS7', 'H2PF34', 'H1TO3', 'H1PF36', 'H2PF35', 'H2DS10', 'H2PF25', 'H2PF25', 'H2FS14', 'S60K', 'H1EE5', 'H2PF23', 'H2FV7', 'H1WP5', 'H1PF23', 'H2GH25'],21,62,2
262,0.7067535545023697,['H2WP6', 'H1ED20', 'H2EE12', 'H1TO9', 'H2FS12', 'H2PF17', 'H2TO26', 'H1WP5', 'H1FS12', 'H1DS7', 'H2PF34', 'H1TO3', 'H1PF36', 'H2PF35', 'H2DS10', 'H2PF25', 'H2PF25', 'H2FS14', 'S60K', 'H1EE5', 'H2PF23', 'H2FV7', 'H1WP5', 'H1PF23', 'H2GH25'],21,62,2
263,0.7067535545023697,['H2WP6', 'H1ED20', 'H2EE12', 'H1TO9', 'H2FS12', 'H2PF17', 'H2TO26', 'H1WP5', 'H1FS12', 'H1DS7', 'H2PF34', 'H1TO3', 'H1PF36', 'H2PF35', 'H2DS10', 'H2PF25', 'H2PF25', 'H2FS14', 'S60K', 'H1EE5', 'H2PF23', 'H2FV7', 'H1WP5', 'H1PF23', 'H2GH25'],21,62,2
264,0.7067535545023697,['H2WP6', 'H1ED20', 'H2EE12', 'H1TO9', 'H2FS12', 'H2PF17', 'H2TO26', 'H1WP5', 'H1FS12', 'H1DS7', 'H2PF34', 'H1TO3', 'H1PF36', 'H2PF35', 'H2DS10', 'H2PF25', 'H2PF25', 'H2FS14', 'S60K', 'H1EE5', 'H2PF23', 'H2FV7', 'H1WP5', 'H1PF23', 'H2GH25'],21,62,2
265,0.7067535545023697,['H2WP6', 'H1ED20', 'H2EE12', 'H1TO9', 'H2FS12', 'H2PF17', 'H2TO26', 'H1WP5', 'H1FS12', 'H1DS7', 'H2PF34', 'H1TO3', 'H1PF36', 'H2PF35', 'H2DS10', 'H2PF25', 'H2PF25', 'H2FS14', 'S60K', 'H1EE5', 'H2PF23', 'H2FV7', 'H1WP5', 'H1PF23', 'H2GH25'],21,62,2
266,0.7067535545023697,['H2WP6', 'H1ED20', 'H2EE12', 'H1TO9', 'H2FS12', 'H2PF17', 'H2TO26', 'H1WP5', 'H1FS12', 'H1DS7', 'H2PF34', 'H1TO3', 'H1PF36', 'H2PF35', 'H2DS10', 'H2PF25', 'H2PF25', 'H2FS14', 'S60K', 'H1EE5', 'H2PF23', 'H2FV7', 'H1WP5', 'H1PF23', 'H2GH25'],21,62,2
267,0.7067535545023697,['H2WP6', 'H1ED20', 'H2EE12', 'H1TO9', 'H2FS12', 'H2PF17', 'H2TO26', 'H1WP5', 'H1FS12', 'H1DS7', 'H2PF34', 'H1TO3', 'H1PF36', 'H2PF35', 'H2DS10', 'H2PF25', 'H2PF25', 'H2FS14', 'S60K', 'H1EE5', 'H2PF23', 'H2FV7', 'H1WP5', 'H1PF23', 'H2GH25'],21,62,2
268,0.7067535545023697,['H2WP6', 'H1ED20', 'H2EE12', 'H1TO9', 'H2FS12', 'H2PF17', 'H2TO26', 'H1WP5', 'H1FS12', 'H1DS7', 'H2PF34', 'H1TO3', 'H1PF36', 'H2PF35', 'H2DS10', 'H2PF25', 'H2PF25', 'H2FS14', 'S60K', 'H1EE5', 'H2PF23', 'H2FV7', 'H1WP5', 'H1PF23', 'H2GH25'],21,62,2
269,0.7067535545023697,['H2WP6', 'H1ED20', 'H2EE12', 'H1TO9', 'H2FS12', 'H2PF17', 'H2TO26', 'H1WP5', 'H1FS12', 'H1DS7', 'H2PF34', 'H1TO3', 'H1PF36', 'H2PF35', 'H2DS10', 'H2PF25', 'H2PF25', 'H2FS14', 'S60K', 'H1EE5', 'H2PF23', 'H2FV7', 'H1WP5', 'H1PF23', 'H2GH25'],21,62,2
270,0.7067535545023697,['H2WP6', 'H1ED20', 'H2EE12', 'H1TO9', 'H2FS12', 'H2PF17', 'H2TO26', 'H1WP5', 'H1FS12', 'H1DS7', 'H2PF34', 'H1TO3', 'H1PF36', 'H2PF35', 'H2DS10', 'H2PF25', 'H2PF25', 'H2FS14', 'S60K', 'H1EE5', 'H2PF23', 'H2FV7', 'H1WP5', 'H1PF23', 'H2GH25'],21,62,2
271,0.7067535545023697,['H2WP6', 'H1ED20', 'H2EE12', 'H1TO9', 'H2FS12', 'H2PF17', 'H2TO26', 'H1WP5', 'H1FS12', 'H1DS7', 'H2PF34', 'H1TO3', 'H1PF36', 'H2PF35', 'H2DS10', 'H2PF25', 'H2PF25', 'H2FS14', 'S60K', 'H1EE5', 'H2PF23', 'H2FV7', 'H1WP5', 'H1PF23', 'H2GH25'],21,62,2
272,0.7067535545023697,['H2WP6', 'H1ED20', 'H2EE12', 'H1TO9', 'H2FS12', 'H2PF17', 'H2TO26', 'H1WP5', 'H1FS12', 'H1DS7', 'H2PF34', 'H1TO3', 'H1PF36', 'H2PF35', 'H2DS10', 'H2PF25', 'H2PF25', 'H2FS14', 'S60K', 'H1EE5', 'H2PF23', 'H2FV7', 'H1WP5', 'H1PF23', 'H2GH25'],21,62,2
273,0.7067535545023697,['H2WP6', 'H1ED20', 'H2EE12', 'H1TO9', 'H2FS12', 'H2PF17', 'H2TO26', 'H1WP5', 'H1FS12', 'H1DS7', 'H2PF34', 'H1TO3', 'H1PF36', 'H2PF35', 'H2DS10', 'H2PF25', 'H2PF25', 'H2FS14', 'S60K', 'H1EE5', 'H2PF23', 'H2FV7', 'H1WP5', 'H1PF23', 'H2GH25'],21,62,2
274,0.7067535545023697,['H2WP6', 'H1ED20', 'H2EE12', 'H1TO9', 'H2FS12', 'H2PF17', 'H2TO26', 'H1WP5', 'H1FS12', 'H1DS7', 'H2PF34', 'H1TO3', 'H1PF36', 'H2PF35', 'H2DS10', 'H2PF25', 'H2PF25', 'H2FS14', 'S60K', 'H1EE5', 'H2PF23', 'H2FV7', 'H1WP5', 'H1PF23', 'H2GH25'],21,62,2
275,0.7067535545023697,['H2WP6', 'H1ED20', 'H2EE12', 'H1TO9', 'H2FS12', 'H2PF17', 'H2TO26', 'H1WP5', 'H1FS12', 'H1DS7', 'H2PF34', 'H1TO3', 'H1PF36', 'H2PF35', 'H2DS10', 'H2PF25', 'H2PF25', 'H2FS14', 'S60K', 'H1EE5', 'H2PF23', 'H2FV7', 'H1WP5', 'H1PF23', 'H2GH25'],21,62,2
276,0.7067535545023697,['H2WP6', 'H1ED20', 'H2EE12', 'H1TO9', 'H2FS12', 'H2PF17', 'H2TO26', 'H1WP5', 'H1FS12', 'H1DS7', 'H2PF34', 'H1TO3', 'H1PF36', 'H2PF35', 'H2DS10', 'H2PF25', 'H2PF25', 'H2FS14', 'S60K', 'H1EE5', 'H2PF23', 'H2FV7', 'H1WP5', 'H1PF23', 'H2GH25'],21,62,2
277,0.7067535545023697,['H2WP6', 'H1ED20', 'H2EE12', 'H1TO9', 'H2FS12', 'H2PF17', 'H2TO26', 'H1WP5', 'H1FS12', 'H1DS7', 'H2PF34', 'H1TO3', 'H1PF36', 'H2PF35', 'H2DS10', 'H2PF25', 'H2PF25', 'H2FS14', 'S60K', 'H1EE5', 'H2PF23', 'H2FV7', 'H1WP5', 'H1PF23', 'H2GH25'],21,62,2
278,0.7067535545023697,['H2WP6', 'H1ED20', 'H2EE12', 'H1TO9', 'H2FS12', 'H2PF17', 'H2TO26', 'H1WP5', 'H1FS12', 'H1DS7', 'H2PF34', 'H1TO3', 'H1PF36', 'H2PF35', 'H2DS10', 'H2PF25', 'H2PF25', 'H2FS14', 'S60K', 'H1EE5', 'H2PF23', 'H2FV7', 'H1WP5', 'H1PF23', 'H2GH25'],21,62,2
279,0.7067535545023697,['H2WP6', 'H1ED20', 'H2EE12', 'H1TO9', 'H2FS12', 'H2PF17', 'H2TO26', 'H1WP5', 'H1FS12', 'H1DS7', 'H2PF34', 'H1TO3', 'H1PF36', 'H2PF35', 'H2DS10', 'H2PF25', 'H2PF25', 'H2FS14', 'S60K', 'H1EE5', 'H2PF23', 'H2FV7', 'H1WP5', 'H1PF23', 'H2GH25'],21,62,2
280,0.7067535545023697,['H2WP6', 'H1ED20', 'H2EE12', 'H1TO9', 'H2FS12', 'H2PF17', 'H2TO26', 'H1WP5', 'H1FS12', 'H1DS7', 'H2PF34', 'H1TO3', 'H1PF36', 'H2PF35', 'H2DS10', 'H2PF25', 'H2PF25', 'H2FS14', 'S60K', 'H1EE5', 'H2PF23', 'H2FV7', 'H1WP5', 'H1PF23', 'H2GH25'],21,62,2
281,0.7067535545023697,['H2WP6', 'H1ED20', 'H2EE12', 'H1TO9', 'H2FS12', 'H2PF17', 'H2TO26', 'H1WP5', 'H1FS12', 'H1DS7', 'H2PF34', 'H1TO3', 'H1PF36', 'H2PF35', 'H2DS10', 'H2PF25', 'H2PF25', 'H2FS14', 'S60K', 'H1EE5', 'H2PF23', 'H2FV7', 'H1WP5', 'H1PF23', 'H2GH25'],21,62,2
282,0.7067535545023697,['H2WP6', 'H1ED20', 'H2EE12', 'H1TO9', 'H2FS12', 'H2PF17', 'H2TO26', 'H1WP5', 'H1FS12', 'H1DS7', 'H2PF34', 'H1TO3', 'H1PF36', 'H2PF35', 'H2DS10', 'H2PF25', 'H2PF25', 'H2FS14', 'S60K', 'H1EE5', 'H2PF23', 'H2FV7', 'H1WP5', 'H1PF23', 'H2GH25'],21,62,2
283,0.7067535545023697,['H2WP6', 'H1ED20', 'H2EE12', 'H1TO9', 'H2FS12', 'H2PF17', 'H2TO26', 'H1WP5', 'H1FS12', 'H1DS7', 'H2PF34', 'H1TO3', 'H1PF36', 'H2PF35', 'H2DS10', 'H2PF25', 'H2PF25', 'H2FS14', 'S60K', 'H1EE5', 'H2PF23', 'H2FV7', 'H1WP5', 'H1PF23', 'H2GH25'],21,62,2
284,0.7067535545023697,['H2WP6', 'H1ED20', 'H2EE12', 'H1TO9', 'H2FS12', 'H2PF17', 'H2TO26', 'H1WP5', 'H1FS12', 'H1DS7', 'H2PF34', 'H1TO3', 'H1PF36', 'H2PF35', 'H2DS10', 'H2PF25', 'H2PF25', 'H2FS14', 'S60K', 'H1EE5', 'H2PF23', 'H2FV7', 'H1WP5', 'H1PF23', 'H2GH25'],21,62,2
285,0.7067535545023697,['H2WP6', 'H1ED20', 'H2EE12', 'H1TO9', 'H2FS12', 'H2PF17', 'H2TO26', 'H1WP5', 'H1FS12', 'H1DS7', 'H2PF34', 'H1TO3', 'H1PF36', 'H2PF35', 'H2DS10', 'H2PF25', 'H2PF25', 'H2FS14', 'S60K', 'H1EE5', 'H2PF23', 'H2FV7', 'H1WP5', 'H1PF23', 'H2GH25'],21,62,2
286,0.7067535545023697,['H2WP6', 'H1ED20', 'H2EE12', 'H1TO9', 'H2FS12', 'H2PF17', 'H2TO26', 'H1WP5', 'H1FS12', 'H1DS7', 'H2PF34', 'H1TO3', 'H1PF36', 'H2PF35', 'H2DS10', 'H2PF25', 'H2PF25', 'H2FS14', 'S60K', 'H1EE5', 'H2PF23', 'H2FV7', 'H1WP5', 'H1PF23', 'H2GH25'],21,62,2
287,0.7067535545023697,['H2WP6', 'H1ED20', 'H2EE12', 'H1TO9', 'H2FS12', 'H2PF17', 'H2TO26', 'H1WP5', 'H1FS12', 'H1DS7', 'H2PF34', 'H1TO3', 'H1PF36', 'H2PF35', 'H2DS10', 'H2PF25', 'H2PF25', 'H2FS14', 'S60K', 'H1EE5', 'H2PF23', 'H2FV7', 'H1WP5', 'H1PF23', 'H2GH25'],21,62,2
288,0.7067535545023697,['H2WP6', 'H1ED20', 'H2EE12', 'H1TO9', 'H2FS12', 'H2PF17', 'H2TO26', 'H1WP5', 'H1FS12', 'H1DS7', 'H2PF34', 'H1TO3', 'H1PF36', 'H2PF35', 'H2DS10', 'H2PF25', 'H2PF25', 'H2FS14', 'S60K', 'H1EE5', 'H2PF23', 'H2FV7', 'H1WP5', 'H1PF23', 'H2GH25'],21,62,2
289,0.7067535545023697,['H2WP6', 'H1ED20', 'H2EE12', 'H1TO9', 'H2FS12', 'H2PF17', 'H2TO26', 'H1WP5', 'H1FS12', 'H1DS7', 'H2PF34', 'H1TO3', 'H1PF36', 'H2PF35', 'H2DS10', 'H2PF25', 'H2PF25', 'H2FS14', 'S60K', 'H1EE5', 'H2PF23', 'H2FV7', 'H1WP5', 'H1PF23', 'H2GH25'],21,62,2
290,0.7067535545023697,['H2WP6', 'H1ED20', 'H2EE12', 'H1TO9', 'H2FS12', 'H2PF17', 'H2TO26', 'H1WP5', 'H1FS12', 'H1DS7', 'H2PF34', 'H1TO3', 'H1PF36', 'H2PF35', 'H2DS10', 'H2PF25', 'H2PF25', 'H2FS14', 'S60K', 'H1EE5', 'H2PF23', 'H2FV7', 'H1WP5', 'H1PF23', 'H2GH25'],21,62,2
291,0.7067535545023697,['H2WP6', 'H1ED20', 'H2EE12', 'H1TO9', 'H2FS12', 'H2PF17', 'H2TO26', 'H1WP5', 'H1FS12', 'H1DS7', 'H2PF34', 'H1TO3', 'H1PF36', 'H2PF35', 'H2DS10', 'H2PF25', 'H2PF25', 'H2FS14', 'S60K', 'H1EE5', 'H2PF23', 'H2FV7', 'H1WP5', 'H1PF23', 'H2GH25'],21,62,2
292,0.7067535545023697,['H2WP6', 'H1ED20', 'H2EE12', 'H1TO9', 'H2FS12', 'H2PF17', 'H2TO26', 'H1WP5', 'H1FS12', 'H1DS7', 'H2PF34', 'H1TO3', 'H1PF36', 'H2PF35', 'H2DS10', 'H2PF25', 'H2PF25', 'H2FS14', 'S60K', 'H1EE5', 'H2PF23', 'H2FV7', 'H1WP5', 'H1PF23', 'H2GH25'],21,62,2
293,0.7067535545023697,['H2WP6', 'H1ED20', 'H2EE12', 'H1TO9', 'H2FS12', 'H2PF17', 'H2TO26', 'H1WP5', 'H1FS12', 'H1DS7', 'H2PF34', 'H1TO3', 'H1PF36', 'H2PF35', 'H2DS10', 'H2PF25', 'H2PF25', 'H2FS14', 'S60K', 'H1EE5', 'H2PF23', 'H2FV7', 'H1WP5', 'H1PF23', 'H2GH25'],21,62,2
294,0.7067535545023697,['H2WP6', 'H1ED20', 'H2EE12', 'H1TO9', 'H2FS12', 'H2PF17', 'H2TO26', 'H1WP5', 'H1FS12', 'H1DS7', 'H2PF34', 'H1TO3', 'H1PF36', 'H2PF35', 'H2DS10', 'H2PF25', 'H2PF25', 'H2FS14', 'S60K', 'H1EE5', 'H2PF23', 'H2FV7', 'H1WP5', 'H1PF23', 'H2GH25'],21,62,2
295,0.7067535545023697,['H2WP6', 'H1ED20', 'H2EE12', 'H1TO9', 'H2FS12', 'H2PF17', 'H2TO26', 'H1WP5', 'H1FS12', 'H1DS7', 'H2PF34', 'H1TO3', 'H1PF36', 'H2PF35', 'H2DS10', 'H2PF25', 'H2PF25', 'H2FS14', 'S60K', 'H1EE5', 'H2PF23', 'H2FV7', 'H1WP5', 'H1PF23', 'H2GH25'],21,62,2
296,0.7067535545023697,['H2WP6', 'H1ED20', 'H2EE12', 'H1TO9', 'H2FS12', 'H2PF17', 'H2TO26', 'H1WP5', 'H1FS12', 'H1DS7', 'H2PF34', 'H1TO3', 'H1PF36', 'H2PF35', 'H2DS10', 'H2PF25', 'H2PF25', 'H2FS14', 'S60K', 'H1EE5', 'H2PF23', 'H2FV7', 'H1WP5', 'H1PF23', 'H2GH25'],21,62,2
297,0.7067535545023697,['H2WP6', 'H1ED20', 'H2EE12', 'H1TO9', 'H2FS12', 'H2PF17', 'H2TO26', 'H1WP5', 'H1FS12', 'H1DS7', 'H2PF34', 'H1TO3', 'H1PF36', 'H2PF35', 'H2DS10', 'H2PF25', 'H2PF25', 'H2FS14', 'S60K', 'H1EE5', 'H2PF23', 'H2FV7', 'H1WP5', 'H1PF23', 'H2GH25'],21,62,2
298,0.7067535545023697,['H2WP6', 'H1ED20', 'H2EE12', 'H1TO9', 'H2FS12', 'H2PF17', 'H2TO26', 'H1WP5', 'H1FS12', 'H1DS7', 'H2PF34', 'H1TO3', 'H1PF36', 'H2PF35', 'H2DS10', 'H2PF25', 'H2PF25', 'H2FS14', 'S60K', 'H1EE5', 'H2PF23', 'H2FV7', 'H1WP5', 'H1PF23', 'H2GH25'],21,62,2
299,0.7067535545023697,['H2WP6', 'H1ED20', 'H2EE12', 'H1TO9', 'H2FS12', 'H2PF17', 'H2TO26', 'H1WP5', 'H1FS12', 'H1DS7', 'H2PF34', 'H1TO3', 'H1PF36', 'H2PF35', 'H2DS10', 'H2PF25', 'H2PF25', 'H2FS14', 'S60K', 'H1EE5', 'H2PF23', 'H2FV7', 'H1WP5', 'H1PF23', 'H2GH25'],21,62,2
