curr_gen,fitness,genome,min_samples_leaf,min_samples_split,max_features
179,0.7316350710900474,['H1FS17', 'H1PF10', 'H2FV7', 'H1DA2', 'H2DS14', 'H1FS13', 'H1PF16', 'H1WP6', 'H1TO9', 'H1ED20', 'H1WP4', 'H2GH25', 'H1FS16', 'H1GH17', 'H2PR5', 'H1ED18', 'H1FS6', 'H2PF13', 'H1PF16', 'H2SE4', 'H1DS9', 'H1WP5', 'H1FS14', 'H1TO1', 'H2DS2', 'H1PF23', 'H2FS3', 'H1FS4', 'H2FV6', 'H1GH29', 'S62R', 'H1EE7', 'H2DS5', 'H1GH19', 'H1ED9', 'H2FS6', 'H1PF25', 'H2FS15', 'H1GH18', 'H1TO3', 'H2DS9', 'H2TO15', 'H2PR3', 'H2DS6', 'H1ED19'],82,9,21
180,0.7316350710900474,['H1FS17', 'H1PF10', 'H2FV7', 'H1DA2', 'H2DS14', 'H1FS13', 'H1PF16', 'H1WP6', 'H1TO9', 'H1ED20', 'H1WP4', 'H2GH25', 'H1FS16', 'H1GH17', 'H2PR5', 'H1ED18', 'H1FS6', 'H2PF13', 'H1PF16', 'H2SE4', 'H1DS9', 'H1WP5', 'H1FS14', 'H1TO1', 'H2DS2', 'H1PF23', 'H2FS3', 'H1FS4', 'H2FV6', 'H1GH29', 'S62R', 'H1EE7', 'H2DS5', 'H1GH19', 'H1ED9', 'H2FS6', 'H1PF25', 'H2FS15', 'H1GH18', 'H1TO3', 'H2DS9', 'H2TO15', 'H2PR3', 'H2DS6', 'H1ED19'],82,9,21
181,0.7316350710900474,['H1FS17', 'H1PF10', 'H2FV7', 'H1DA2', 'H2DS14', 'H1FS13', 'H1PF16', 'H1WP6', 'H1TO9', 'H1ED20', 'H1WP4', 'H2GH25', 'H1FS16', 'H1GH17', 'H2PR5', 'H1ED18', 'H1FS6', 'H2PF13', 'H1PF16', 'H2SE4', 'H1DS9', 'H1WP5', 'H1FS14', 'H1TO1', 'H2DS2', 'H1PF23', 'H2FS3', 'H1FS4', 'H2FV6', 'H1GH29', 'S62R', 'H1EE7', 'H2DS5', 'H1GH19', 'H1ED9', 'H2FS6', 'H1PF25', 'H2FS15', 'H1GH18', 'H1TO3', 'H2DS9', 'H2TO15', 'H2PR3', 'H2DS6', 'H1ED19'],82,9,21
182,0.7316350710900474,['H1FS17', 'H1PF10', 'H2FV7', 'H1DA2', 'H2DS14', 'H1FS13', 'H1PF16', 'H1WP6', 'H1TO9', 'H1ED20', 'H1WP4', 'H2GH25', 'H1FS16', 'H1GH17', 'H2PR5', 'H1ED18', 'H1FS6', 'H2PF13', 'H1PF16', 'H2SE4', 'H1DS9', 'H1WP5', 'H1FS14', 'H1TO1', 'H2DS2', 'H1PF23', 'H2FS3', 'H1FS4', 'H2FV6', 'H1GH29', 'S62R', 'H1EE7', 'H2DS5', 'H1GH19', 'H1ED9', 'H2FS6', 'H1PF25', 'H2FS15', 'H1GH18', 'H1TO3', 'H2DS9', 'H2TO15', 'H2PR3', 'H2DS6', 'H1ED19'],82,9,21
183,0.7316350710900474,['H1FS17', 'H1PF10', 'H2FV7', 'H1DA2', 'H2DS14', 'H1FS13', 'H1PF16', 'H1WP6', 'H1TO9', 'H1ED20', 'H1WP4', 'H2GH25', 'H1FS16', 'H1GH17', 'H2PR5', 'H1ED18', 'H1FS6', 'H2PF13', 'H1PF16', 'H2SE4', 'H1DS9', 'H1WP5', 'H1FS14', 'H1TO1', 'H2DS2', 'H1PF23', 'H2FS3', 'H1FS4', 'H2FV6', 'H1GH29', 'S62R', 'H1EE7', 'H2DS5', 'H1GH19', 'H1ED9', 'H2FS6', 'H1PF25', 'H2FS15', 'H1GH18', 'H1TO3', 'H2DS9', 'H2TO15', 'H2PR3', 'H2DS6', 'H1ED19'],82,9,21
184,0.7316350710900474,['H1FS17', 'H1PF10', 'H2FV7', 'H1DA2', 'H2DS14', 'H1FS13', 'H1PF16', 'H1WP6', 'H1TO9', 'H1ED20', 'H1WP4', 'H2GH25', 'H1FS16', 'H1GH17', 'H2PR5', 'H1ED18', 'H1FS6', 'H2PF13', 'H1PF16', 'H2SE4', 'H1DS9', 'H1WP5', 'H1FS14', 'H1TO1', 'H2DS2', 'H1PF23', 'H2FS3', 'H1FS4', 'H2FV6', 'H1GH29', 'S62R', 'H1EE7', 'H2DS5', 'H1GH19', 'H1ED9', 'H2FS6', 'H1PF25', 'H2FS15', 'H1GH18', 'H1TO3', 'H2DS9', 'H2TO15', 'H2PR3', 'H2DS6', 'H1ED19'],82,9,21
185,0.7316350710900474,['H1FS17', 'H1PF10', 'H2FV7', 'H1DA2', 'H2DS14', 'H1FS13', 'H1PF16', 'H1WP6', 'H1TO9', 'H1ED20', 'H1WP4', 'H2GH25', 'H1FS16', 'H1GH17', 'H2PR5', 'H1ED18', 'H1FS6', 'H2PF13', 'H1PF16', 'H2SE4', 'H1DS9', 'H1WP5', 'H1FS14', 'H1TO1', 'H2DS2', 'H1PF23', 'H2FS3', 'H1FS4', 'H2FV6', 'H1GH29', 'S62R', 'H1EE7', 'H2DS5', 'H1GH19', 'H1ED9', 'H2FS6', 'H1PF25', 'H2FS15', 'H1GH18', 'H1TO3', 'H2DS9', 'H2TO15', 'H2PR3', 'H2DS6', 'H1ED19'],82,9,21
186,0.7316350710900474,['H1FS17', 'H1PF10', 'H2FV7', 'H1DA2', 'H2DS14', 'H1FS13', 'H1PF16', 'H1WP6', 'H1TO9', 'H1ED20', 'H1WP4', 'H2GH25', 'H1FS16', 'H1GH17', 'H2PR5', 'H1ED18', 'H1FS6', 'H2PF13', 'H1PF16', 'H2SE4', 'H1DS9', 'H1WP5', 'H1FS14', 'H1TO1', 'H2DS2', 'H1PF23', 'H2FS3', 'H1FS4', 'H2FV6', 'H1GH29', 'S62R', 'H1EE7', 'H2DS5', 'H1GH19', 'H1ED9', 'H2FS6', 'H1PF25', 'H2FS15', 'H1GH18', 'H1TO3', 'H2DS9', 'H2TO15', 'H2PR3', 'H2DS6', 'H1ED19'],82,9,21
187,0.7316350710900474,['H1FS17', 'H1PF10', 'H2FV7', 'H1DA2', 'H2DS14', 'H1FS13', 'H1PF16', 'H1WP6', 'H1TO9', 'H1ED20', 'H1WP4', 'H2GH25', 'H1FS16', 'H1GH17', 'H2PR5', 'H1ED18', 'H1FS6', 'H2PF13', 'H1PF16', 'H2SE4', 'H1DS9', 'H1WP5', 'H1FS14', 'H1TO1', 'H2DS2', 'H1PF23', 'H2FS3', 'H1FS4', 'H2FV6', 'H1GH29', 'S62R', 'H1EE7', 'H2DS5', 'H1GH19', 'H1ED9', 'H2FS6', 'H1PF25', 'H2FS15', 'H1GH18', 'H1TO3', 'H2DS9', 'H2TO15', 'H2PR3', 'H2DS6', 'H1ED19'],82,9,21
188,0.7316350710900474,['H1FS17', 'H1PF10', 'H2FV7', 'H1DA2', 'H2DS14', 'H1FS13', 'H1PF16', 'H1WP6', 'H1TO9', 'H1ED20', 'H1WP4', 'H2GH25', 'H1FS16', 'H1GH17', 'H2PR5', 'H1ED18', 'H1FS6', 'H2PF13', 'H1PF16', 'H2SE4', 'H1DS9', 'H1WP5', 'H1FS14', 'H1TO1', 'H2DS2', 'H1PF23', 'H2FS3', 'H1FS4', 'H2FV6', 'H1GH29', 'S62R', 'H1EE7', 'H2DS5', 'H1GH19', 'H1ED9', 'H2FS6', 'H1PF25', 'H2FS15', 'H1GH18', 'H1TO3', 'H2DS9', 'H2TO15', 'H2PR3', 'H2DS6', 'H1ED19'],82,9,21
189,0.7316350710900474,['H1FS17', 'H1PF10', 'H2FV7', 'H1DA2', 'H2DS14', 'H1FS13', 'H1PF16', 'H1WP6', 'H1TO9', 'H1ED20', 'H1WP4', 'H2GH25', 'H1FS16', 'H1GH17', 'H2PR5', 'H1ED18', 'H1FS6', 'H2PF13', 'H1PF16', 'H2SE4', 'H1DS9', 'H1WP5', 'H1FS14', 'H1TO1', 'H2DS2', 'H1PF23', 'H2FS3', 'H1FS4', 'H2FV6', 'H1GH29', 'S62R', 'H1EE7', 'H2DS5', 'H1GH19', 'H1ED9', 'H2FS6', 'H1PF25', 'H2FS15', 'H1GH18', 'H1TO3', 'H2DS9', 'H2TO15', 'H2PR3', 'H2DS6', 'H1ED19'],82,9,21
190,0.7316350710900474,['H1FS17', 'H1PF10', 'H2FV7', 'H1DA2', 'H2DS14', 'H1FS13', 'H1PF16', 'H1WP6', 'H1TO9', 'H1ED20', 'H1WP4', 'H2GH25', 'H1FS16', 'H1GH17', 'H2PR5', 'H1ED18', 'H1FS6', 'H2PF13', 'H1PF16', 'H2SE4', 'H1DS9', 'H1WP5', 'H1FS14', 'H1TO1', 'H2DS2', 'H1PF23', 'H2FS3', 'H1FS4', 'H2FV6', 'H1GH29', 'S62R', 'H1EE7', 'H2DS5', 'H1GH19', 'H1ED9', 'H2FS6', 'H1PF25', 'H2FS15', 'H1GH18', 'H1TO3', 'H2DS9', 'H2TO15', 'H2PR3', 'H2DS6', 'H1ED19'],82,9,21
191,0.7316350710900474,['H1FS17', 'H1PF10', 'H2FV7', 'H1DA2', 'H2DS14', 'H1FS13', 'H1PF16', 'H1WP6', 'H1TO9', 'H1ED20', 'H1WP4', 'H2GH25', 'H1FS16', 'H1GH17', 'H2PR5', 'H1ED18', 'H1FS6', 'H2PF13', 'H1PF16', 'H2SE4', 'H1DS9', 'H1WP5', 'H1FS14', 'H1TO1', 'H2DS2', 'H1PF23', 'H2FS3', 'H1FS4', 'H2FV6', 'H1GH29', 'S62R', 'H1EE7', 'H2DS5', 'H1GH19', 'H1ED9', 'H2FS6', 'H1PF25', 'H2FS15', 'H1GH18', 'H1TO3', 'H2DS9', 'H2TO15', 'H2PR3', 'H2DS6', 'H1ED19'],82,9,21
192,0.7316350710900474,['H1FS17', 'H1PF10', 'H2FV7', 'H1DA2', 'H2DS14', 'H1FS13', 'H1PF16', 'H1WP6', 'H1TO9', 'H1ED20', 'H1WP4', 'H2GH25', 'H1FS16', 'H1GH17', 'H2PR5', 'H1ED18', 'H1FS6', 'H2PF13', 'H1PF16', 'H2SE4', 'H1DS9', 'H1WP5', 'H1FS14', 'H1TO1', 'H2DS2', 'H1PF23', 'H2FS3', 'H1FS4', 'H2FV6', 'H1GH29', 'S62R', 'H1EE7', 'H2DS5', 'H1GH19', 'H1ED9', 'H2FS6', 'H1PF25', 'H2FS15', 'H1GH18', 'H1TO3', 'H2DS9', 'H2TO15', 'H2PR3', 'H2DS6', 'H1ED19'],82,9,21
193,0.7316350710900474,['H1FS17', 'H1PF10', 'H2FV7', 'H1DA2', 'H2DS14', 'H1FS13', 'H1PF16', 'H1WP6', 'H1TO9', 'H1ED20', 'H1WP4', 'H2GH25', 'H1FS16', 'H1GH17', 'H2PR5', 'H1ED18', 'H1FS6', 'H2PF13', 'H1PF16', 'H2SE4', 'H1DS9', 'H1WP5', 'H1FS14', 'H1TO1', 'H2DS2', 'H1PF23', 'H2FS3', 'H1FS4', 'H2FV6', 'H1GH29', 'S62R', 'H1EE7', 'H2DS5', 'H1GH19', 'H1ED9', 'H2FS6', 'H1PF25', 'H2FS15', 'H1GH18', 'H1TO3', 'H2DS9', 'H2TO15', 'H2PR3', 'H2DS6', 'H1ED19'],82,9,21
194,0.7316350710900474,['H1FS17', 'H1PF10', 'H2FV7', 'H1DA2', 'H2DS14', 'H1FS13', 'H1PF16', 'H1WP6', 'H1TO9', 'H1ED20', 'H1WP4', 'H2GH25', 'H1FS16', 'H1GH17', 'H2PR5', 'H1ED18', 'H1FS6', 'H2PF13', 'H1PF16', 'H2SE4', 'H1DS9', 'H1WP5', 'H1FS14', 'H1TO1', 'H2DS2', 'H1PF23', 'H2FS3', 'H1FS4', 'H2FV6', 'H1GH29', 'S62R', 'H1EE7', 'H2DS5', 'H1GH19', 'H1ED9', 'H2FS6', 'H1PF25', 'H2FS15', 'H1GH18', 'H1TO3', 'H2DS9', 'H2TO15', 'H2PR3', 'H2DS6', 'H1ED19'],82,9,21
195,0.7316350710900474,['H1FS17', 'H1PF10', 'H2FV7', 'H1DA2', 'H2DS14', 'H1FS13', 'H1PF16', 'H1WP6', 'H1TO9', 'H1ED20', 'H1WP4', 'H2GH25', 'H1FS16', 'H1GH17', 'H2PR5', 'H1ED18', 'H1FS6', 'H2PF13', 'H1PF16', 'H2SE4', 'H1DS9', 'H1WP5', 'H1FS14', 'H1TO1', 'H2DS2', 'H1PF23', 'H2FS3', 'H1FS4', 'H2FV6', 'H1GH29', 'S62R', 'H1EE7', 'H2DS5', 'H1GH19', 'H1ED9', 'H2FS6', 'H1PF25', 'H2FS15', 'H1GH18', 'H1TO3', 'H2DS9', 'H2TO15', 'H2PR3', 'H2DS6', 'H1ED19'],82,9,21
196,0.7316350710900474,['H1FS17', 'H1PF10', 'H2FV7', 'H1DA2', 'H2DS14', 'H1FS13', 'H1PF16', 'H1WP6', 'H1TO9', 'H1ED20', 'H1WP4', 'H2GH25', 'H1FS16', 'H1GH17', 'H2PR5', 'H1ED18', 'H1FS6', 'H2PF13', 'H1PF16', 'H2SE4', 'H1DS9', 'H1WP5', 'H1FS14', 'H1TO1', 'H2DS2', 'H1PF23', 'H2FS3', 'H1FS4', 'H2FV6', 'H1GH29', 'S62R', 'H1EE7', 'H2DS5', 'H1GH19', 'H1ED9', 'H2FS6', 'H1PF25', 'H2FS15', 'H1GH18', 'H1TO3', 'H2DS9', 'H2TO15', 'H2PR3', 'H2DS6', 'H1ED19'],82,9,21
197,0.7316350710900474,['H1FS17', 'H1PF10', 'H2FV7', 'H1DA2', 'H2DS14', 'H1FS13', 'H1PF16', 'H1WP6', 'H1TO9', 'H1ED20', 'H1WP4', 'H2GH25', 'H1FS16', 'H1GH17', 'H2PR5', 'H1ED18', 'H1FS6', 'H2PF13', 'H1PF16', 'H2SE4', 'H1DS9', 'H1WP5', 'H1FS14', 'H1TO1', 'H2DS2', 'H1PF23', 'H2FS3', 'H1FS4', 'H2FV6', 'H1GH29', 'S62R', 'H1EE7', 'H2DS5', 'H1GH19', 'H1ED9', 'H2FS6', 'H1PF25', 'H2FS15', 'H1GH18', 'H1TO3', 'H2DS9', 'H2TO15', 'H2PR3', 'H2DS6', 'H1ED19'],82,9,21
198,0.7316350710900474,['H1FS17', 'H1PF10', 'H2FV7', 'H1DA2', 'H2DS14', 'H1FS13', 'H1PF16', 'H1WP6', 'H1TO9', 'H1ED20', 'H1WP4', 'H2GH25', 'H1FS16', 'H1GH17', 'H2PR5', 'H1ED18', 'H1FS6', 'H2PF13', 'H1PF16', 'H2SE4', 'H1DS9', 'H1WP5', 'H1FS14', 'H1TO1', 'H2DS2', 'H1PF23', 'H2FS3', 'H1FS4', 'H2FV6', 'H1GH29', 'S62R', 'H1EE7', 'H2DS5', 'H1GH19', 'H1ED9', 'H2FS6', 'H1PF25', 'H2FS15', 'H1GH18', 'H1TO3', 'H2DS9', 'H2TO15', 'H2PR3', 'H2DS6', 'H1ED19'],82,9,21
199,0.7316350710900474,['H1FS17', 'H1PF10', 'H2FV7', 'H1DA2', 'H2DS14', 'H1FS13', 'H1PF16', 'H1WP6', 'H1TO9', 'H1ED20', 'H1WP4', 'H2GH25', 'H1FS16', 'H1GH17', 'H2PR5', 'H1ED18', 'H1FS6', 'H2PF13', 'H1PF16', 'H2SE4', 'H1DS9', 'H1WP5', 'H1FS14', 'H1TO1', 'H2DS2', 'H1PF23', 'H2FS3', 'H1FS4', 'H2FV6', 'H1GH29', 'S62R', 'H1EE7', 'H2DS5', 'H1GH19', 'H1ED9', 'H2FS6', 'H1PF25', 'H2FS15', 'H1GH18', 'H1TO3', 'H2DS9', 'H2TO15', 'H2PR3', 'H2DS6', 'H1ED19'],82,9,21
200,0.7316350710900474,['H1FS17', 'H1PF10', 'H2FV7', 'H1DA2', 'H2DS14', 'H1FS13', 'H1PF16', 'H1WP6', 'H1TO9', 'H1ED20', 'H1WP4', 'H2GH25', 'H1FS16', 'H1GH17', 'H2PR5', 'H1ED18', 'H1FS6', 'H2PF13', 'H1PF16', 'H2SE4', 'H1DS9', 'H1WP5', 'H1FS14', 'H1TO1', 'H2DS2', 'H1PF23', 'H2FS3', 'H1FS4', 'H2FV6', 'H1GH29', 'S62R', 'H1EE7', 'H2DS5', 'H1GH19', 'H1ED9', 'H2FS6', 'H1PF25', 'H2FS15', 'H1GH18', 'H1TO3', 'H2DS9', 'H2TO15', 'H2PR3', 'H2DS6', 'H1ED19'],82,9,21
201,0.7316350710900474,['H1FS17', 'H1PF10', 'H2FV7', 'H1DA2', 'H2DS14', 'H1FS13', 'H1PF16', 'H1WP6', 'H1TO9', 'H1ED20', 'H1WP4', 'H2GH25', 'H1FS16', 'H1GH17', 'H2PR5', 'H1ED18', 'H1FS6', 'H2PF13', 'H1PF16', 'H2SE4', 'H1DS9', 'H1WP5', 'H1FS14', 'H1TO1', 'H2DS2', 'H1PF23', 'H2FS3', 'H1FS4', 'H2FV6', 'H1GH29', 'S62R', 'H1EE7', 'H2DS5', 'H1GH19', 'H1ED9', 'H2FS6', 'H1PF25', 'H2FS15', 'H1GH18', 'H1TO3', 'H2DS9', 'H2TO15', 'H2PR3', 'H2DS6', 'H1ED19'],82,9,21
202,0.7316350710900474,['H1FS17', 'H1PF10', 'H2FV7', 'H1DA2', 'H2DS14', 'H1FS13', 'H1PF16', 'H1WP6', 'H1TO9', 'H1ED20', 'H1WP4', 'H2GH25', 'H1FS16', 'H1GH17', 'H2PR5', 'H1ED18', 'H1FS6', 'H2PF13', 'H1PF16', 'H2SE4', 'H1DS9', 'H1WP5', 'H1FS14', 'H1TO1', 'H2DS2', 'H1PF23', 'H2FS3', 'H1FS4', 'H2FV6', 'H1GH29', 'S62R', 'H1EE7', 'H2DS5', 'H1GH19', 'H1ED9', 'H2FS6', 'H1PF25', 'H2FS15', 'H1GH18', 'H1TO3', 'H2DS9', 'H2TO15', 'H2PR3', 'H2DS6', 'H1ED19'],82,9,21
203,0.7316350710900474,['H1FS17', 'H1PF10', 'H2FV7', 'H1DA2', 'H2DS14', 'H1FS13', 'H1PF16', 'H1WP6', 'H1TO9', 'H1ED20', 'H1WP4', 'H2GH25', 'H1FS16', 'H1GH17', 'H2PR5', 'H1ED18', 'H1FS6', 'H2PF13', 'H1PF16', 'H2SE4', 'H1DS9', 'H1WP5', 'H1FS14', 'H1TO1', 'H2DS2', 'H1PF23', 'H2FS3', 'H1FS4', 'H2FV6', 'H1GH29', 'S62R', 'H1EE7', 'H2DS5', 'H1GH19', 'H1ED9', 'H2FS6', 'H1PF25', 'H2FS15', 'H1GH18', 'H1TO3', 'H2DS9', 'H2TO15', 'H2PR3', 'H2DS6', 'H1ED19'],82,9,21
204,0.7316350710900474,['H1FS17', 'H1PF10', 'H2FV7', 'H1DA2', 'H2DS14', 'H1FS13', 'H1PF16', 'H1WP6', 'H1TO9', 'H1ED20', 'H1WP4', 'H2GH25', 'H1FS16', 'H1GH17', 'H2PR5', 'H1ED18', 'H1FS6', 'H2PF13', 'H1PF16', 'H2SE4', 'H1DS9', 'H1WP5', 'H1FS14', 'H1TO1', 'H2DS2', 'H1PF23', 'H2FS3', 'H1FS4', 'H2FV6', 'H1GH29', 'S62R', 'H1EE7', 'H2DS5', 'H1GH19', 'H1ED9', 'H2FS6', 'H1PF25', 'H2FS15', 'H1GH18', 'H1TO3', 'H2DS9', 'H2TO15', 'H2PR3', 'H2DS6', 'H1ED19'],82,9,21
205,0.7316350710900474,['H1FS17', 'H1PF10', 'H2FV7', 'H1DA2', 'H2DS14', 'H1FS13', 'H1PF16', 'H1WP6', 'H1TO9', 'H1ED20', 'H1WP4', 'H2GH25', 'H1FS16', 'H1GH17', 'H2PR5', 'H1ED18', 'H1FS6', 'H2PF13', 'H1PF16', 'H2SE4', 'H1DS9', 'H1WP5', 'H1FS14', 'H1TO1', 'H2DS2', 'H1PF23', 'H2FS3', 'H1FS4', 'H2FV6', 'H1GH29', 'S62R', 'H1EE7', 'H2DS5', 'H1GH19', 'H1ED9', 'H2FS6', 'H1PF25', 'H2FS15', 'H1GH18', 'H1TO3', 'H2DS9', 'H2TO15', 'H2PR3', 'H2DS6', 'H1ED19'],82,9,21
206,0.7316350710900474,['H1FS17', 'H1PF10', 'H2FV7', 'H1DA2', 'H2DS14', 'H1FS13', 'H1PF16', 'H1WP6', 'H1TO9', 'H1ED20', 'H1WP4', 'H2GH25', 'H1FS16', 'H1GH17', 'H2PR5', 'H1ED18', 'H1FS6', 'H2PF13', 'H1PF16', 'H2SE4', 'H1DS9', 'H1WP5', 'H1FS14', 'H1TO1', 'H2DS2', 'H1PF23', 'H2FS3', 'H1FS4', 'H2FV6', 'H1GH29', 'S62R', 'H1EE7', 'H2DS5', 'H1GH19', 'H1ED9', 'H2FS6', 'H1PF25', 'H2FS15', 'H1GH18', 'H1TO3', 'H2DS9', 'H2TO15', 'H2PR3', 'H2DS6', 'H1ED19'],82,9,21
207,0.7316350710900474,['H1FS17', 'H1PF10', 'H2FV7', 'H1DA2', 'H2DS14', 'H1FS13', 'H1PF16', 'H1WP6', 'H1TO9', 'H1ED20', 'H1WP4', 'H2GH25', 'H1FS16', 'H1GH17', 'H2PR5', 'H1ED18', 'H1FS6', 'H2PF13', 'H1PF16', 'H2SE4', 'H1DS9', 'H1WP5', 'H1FS14', 'H1TO1', 'H2DS2', 'H1PF23', 'H2FS3', 'H1FS4', 'H2FV6', 'H1GH29', 'S62R', 'H1EE7', 'H2DS5', 'H1GH19', 'H1ED9', 'H2FS6', 'H1PF25', 'H2FS15', 'H1GH18', 'H1TO3', 'H2DS9', 'H2TO15', 'H2PR3', 'H2DS6', 'H1ED19'],82,9,21
208,0.7316350710900474,['H1FS17', 'H1PF10', 'H2FV7', 'H1DA2', 'H2DS14', 'H1FS13', 'H1PF16', 'H1WP6', 'H1TO9', 'H1ED20', 'H1WP4', 'H2GH25', 'H1FS16', 'H1GH17', 'H2PR5', 'H1ED18', 'H1FS6', 'H2PF13', 'H1PF16', 'H2SE4', 'H1DS9', 'H1WP5', 'H1FS14', 'H1TO1', 'H2DS2', 'H1PF23', 'H2FS3', 'H1FS4', 'H2FV6', 'H1GH29', 'S62R', 'H1EE7', 'H2DS5', 'H1GH19', 'H1ED9', 'H2FS6', 'H1PF25', 'H2FS15', 'H1GH18', 'H1TO3', 'H2DS9', 'H2TO15', 'H2PR3', 'H2DS6', 'H1ED19'],82,9,21
209,0.7316350710900474,['H1FS17', 'H1PF10', 'H2FV7', 'H1DA2', 'H2DS14', 'H1FS13', 'H1PF16', 'H1WP6', 'H1TO9', 'H1ED20', 'H1WP4', 'H2GH25', 'H1FS16', 'H1GH17', 'H2PR5', 'H1ED18', 'H1FS6', 'H2PF13', 'H1PF16', 'H2SE4', 'H1DS9', 'H1WP5', 'H1FS14', 'H1TO1', 'H2DS2', 'H1PF23', 'H2FS3', 'H1FS4', 'H2FV6', 'H1GH29', 'S62R', 'H1EE7', 'H2DS5', 'H1GH19', 'H1ED9', 'H2FS6', 'H1PF25', 'H2FS15', 'H1GH18', 'H1TO3', 'H2DS9', 'H2TO15', 'H2PR3', 'H2DS6', 'H1ED19'],82,9,21
210,0.7316350710900474,['H1FS17', 'H1PF10', 'H2FV7', 'H1DA2', 'H2DS14', 'H1FS13', 'H1PF16', 'H1WP6', 'H1TO9', 'H1ED20', 'H1WP4', 'H2GH25', 'H1FS16', 'H1GH17', 'H2PR5', 'H1ED18', 'H1FS6', 'H2PF13', 'H1PF16', 'H2SE4', 'H1DS9', 'H1WP5', 'H1FS14', 'H1TO1', 'H2DS2', 'H1PF23', 'H2FS3', 'H1FS4', 'H2FV6', 'H1GH29', 'S62R', 'H1EE7', 'H2DS5', 'H1GH19', 'H1ED9', 'H2FS6', 'H1PF25', 'H2FS15', 'H1GH18', 'H1TO3', 'H2DS9', 'H2TO15', 'H2PR3', 'H2DS6', 'H1ED19'],82,9,21
211,0.7316350710900474,['H1FS17', 'H1PF10', 'H2FV7', 'H1DA2', 'H2DS14', 'H1FS13', 'H1PF16', 'H1WP6', 'H1TO9', 'H1ED20', 'H1WP4', 'H2GH25', 'H1FS16', 'H1GH17', 'H2PR5', 'H1ED18', 'H1FS6', 'H2PF13', 'H1PF16', 'H2SE4', 'H1DS9', 'H1WP5', 'H1FS14', 'H1TO1', 'H2DS2', 'H1PF23', 'H2FS3', 'H1FS4', 'H2FV6', 'H1GH29', 'S62R', 'H1EE7', 'H2DS5', 'H1GH19', 'H1ED9', 'H2FS6', 'H1PF25', 'H2FS15', 'H1GH18', 'H1TO3', 'H2DS9', 'H2TO15', 'H2PR3', 'H2DS6', 'H1ED19'],82,9,21
212,0.7322274881516587,['H1FS17', 'H1PF10', 'H2FV7', 'H1DA2', 'H2DS14', 'H2FS16', 'H1PF16', 'H1WP6', 'H1TO9', 'H1ED20', 'H1WP4', 'H2GH25', 'H1FS16', 'H1GH17', 'H2PR5', 'H1ED18', 'H1FS6', 'H2PF13', 'H1PF16', 'H2SE4', 'H1DS9', 'H1WP5', 'H1FS14', 'H1TO1', 'H2DS2', 'H1PF23', 'H2FS3', 'H1FS4', 'H2FV6', 'H1GH29', 'S62R', 'H1EE7', 'H2DS5', 'H1GH19', 'H1ED9', 'H2FS6', 'H1PF25', 'H2FS15', 'H1GH18', 'H1TO3', 'H2DS9', 'H2TO15', 'H2PR3', 'H2DS6', 'H1ED19'],83,7,21
213,0.7322274881516587,['H1FS17', 'H1PF10', 'H2FV7', 'H1DA2', 'H2DS14', 'H2FS16', 'H1PF16', 'H1WP6', 'H1TO9', 'H1ED20', 'H1WP4', 'H2GH25', 'H1FS16', 'H1GH17', 'H2PR5', 'H1ED18', 'H1FS6', 'H2PF13', 'H1PF16', 'H2SE4', 'H1DS9', 'H1WP5', 'H1FS14', 'H1TO1', 'H2DS2', 'H1PF23', 'H2FS3', 'H1FS4', 'H2FV6', 'H1GH29', 'S62R', 'H1EE7', 'H2DS5', 'H1GH19', 'H1ED9', 'H2FS6', 'H1PF25', 'H2FS15', 'H1GH18', 'H1TO3', 'H2DS9', 'H2TO15', 'H2PR3', 'H2DS6', 'H1ED19'],83,7,21
214,0.7322274881516587,['H1FS17', 'H1PF10', 'H2FV7', 'H1DA2', 'H2DS14', 'H2FS16', 'H1PF16', 'H1WP6', 'H1TO9', 'H1ED20', 'H1WP4', 'H2GH25', 'H1FS16', 'H1GH17', 'H2PR5', 'H1ED18', 'H1FS6', 'H2PF13', 'H1PF16', 'H2SE4', 'H1DS9', 'H1WP5', 'H1FS14', 'H1TO1', 'H2DS2', 'H1PF23', 'H2FS3', 'H1FS4', 'H2FV6', 'H1GH29', 'S62R', 'H1EE7', 'H2DS5', 'H1GH19', 'H1ED9', 'H2FS6', 'H1PF25', 'H2FS15', 'H1GH18', 'H1TO3', 'H2DS9', 'H2TO15', 'H2PR3', 'H2DS6', 'H1ED19'],83,7,21
215,0.7322274881516587,['H1FS17', 'H1PF10', 'H2FV7', 'H1DA2', 'H2DS14', 'H2FS16', 'H1PF16', 'H1WP6', 'H1TO9', 'H1ED20', 'H1WP4', 'H2GH25', 'H1FS16', 'H1GH17', 'H2PR5', 'H1ED18', 'H1FS6', 'H2PF13', 'H1PF16', 'H2SE4', 'H1DS9', 'H1WP5', 'H1FS14', 'H1TO1', 'H2DS2', 'H1PF23', 'H2FS3', 'H1FS4', 'H2FV6', 'H1GH29', 'S62R', 'H1EE7', 'H2DS5', 'H1GH19', 'H1ED9', 'H2FS6', 'H1PF25', 'H2FS15', 'H1GH18', 'H1TO3', 'H2DS9', 'H2TO15', 'H2PR3', 'H2DS6', 'H1ED19'],83,7,21
