curr_gen,fitness,genome,min_samples_leaf,min_samples_split,max_features
202,0.716824644549763,['H1ED18', 'H1FS10', 'S60M', 'H2ED3', 'H2FS8', 'H1ED24', 'PC40', 'H1TO1', 'H2DS13', 'H1WP3', 'H2GH31', 'H1TO50', 'H2FS6', 'H1TO3', 'H1WP7', 'H2ED5', 'H2ED14', 'H2DS12', 'H1IR3', 'H2FV5', 'H1WP1', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2FV6', 'H2FS19', 'H1TO9', 'H1FS6', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14'],27,60,27
203,0.716824644549763,['H1ED18', 'H1FS10', 'S60M', 'H2ED3', 'H2FS8', 'H1ED24', 'PC40', 'H1TO1', 'H2DS13', 'H1WP3', 'H2GH31', 'H1TO50', 'H2FS6', 'H1TO3', 'H1WP7', 'H2ED5', 'H2ED14', 'H2DS12', 'H1IR3', 'H2FV5', 'H1WP1', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2FV6', 'H2FS19', 'H1TO9', 'H1FS6', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14'],27,60,27
204,0.716824644549763,['H1ED18', 'H1FS10', 'S60M', 'H2ED3', 'H2FS8', 'H1ED24', 'PC40', 'H1TO1', 'H2DS13', 'H1WP3', 'H2GH31', 'H1TO50', 'H2FS6', 'H1TO3', 'H1WP7', 'H2ED5', 'H2ED14', 'H2DS12', 'H1IR3', 'H2FV5', 'H1WP1', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2FV6', 'H2FS19', 'H1TO9', 'H1FS6', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14'],27,60,27
205,0.716824644549763,['H1ED18', 'H1FS10', 'S60M', 'H2ED3', 'H2FS8', 'H1ED24', 'PC40', 'H1TO1', 'H2DS13', 'H1WP3', 'H2GH31', 'H1TO50', 'H2FS6', 'H1TO3', 'H1WP7', 'H2ED5', 'H2ED14', 'H2DS12', 'H1IR3', 'H2FV5', 'H1WP1', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2FV6', 'H2FS19', 'H1TO9', 'H1FS6', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14'],27,60,27
206,0.716824644549763,['H1ED18', 'H1FS10', 'S60M', 'H2ED3', 'H2FS8', 'H1ED24', 'PC40', 'H1TO1', 'H2DS13', 'H1WP3', 'H2GH31', 'H1TO50', 'H2FS6', 'H1TO3', 'H1WP7', 'H2ED5', 'H2ED14', 'H2DS12', 'H1IR3', 'H2FV5', 'H1WP1', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2FV6', 'H2FS19', 'H1TO9', 'H1FS6', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14'],27,60,27
207,0.716824644549763,['H1ED18', 'H1FS10', 'S60M', 'H2ED3', 'H2FS8', 'H1ED24', 'PC40', 'H1TO1', 'H2DS13', 'H1WP3', 'H2GH31', 'H1TO50', 'H2FS6', 'H1TO3', 'H1WP7', 'H2ED5', 'H2ED14', 'H2DS12', 'H1IR3', 'H2FV5', 'H1WP1', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2FV6', 'H2FS19', 'H1TO9', 'H1FS6', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14'],27,60,27
208,0.716824644549763,['H1ED18', 'H1FS10', 'S60M', 'H2ED3', 'H2FS8', 'H1ED24', 'PC40', 'H1TO1', 'H2DS13', 'H1WP3', 'H2GH31', 'H1TO50', 'H2FS6', 'H1TO3', 'H1WP7', 'H2ED5', 'H2ED14', 'H2DS12', 'H1IR3', 'H2FV5', 'H1WP1', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2FV6', 'H2FS19', 'H1TO9', 'H1FS6', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14'],27,60,27
209,0.716824644549763,['H1ED18', 'H1FS10', 'S60M', 'H2ED3', 'H2FS8', 'H1ED24', 'PC40', 'H1TO1', 'H2DS13', 'H1WP3', 'H2GH31', 'H1TO50', 'H2FS6', 'H1TO3', 'H1WP7', 'H2ED5', 'H2ED14', 'H2DS12', 'H1IR3', 'H2FV5', 'H1WP1', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2FV6', 'H2FS19', 'H1TO9', 'H1FS6', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14'],27,60,27
210,0.716824644549763,['H1ED18', 'H1FS10', 'S60M', 'H2ED3', 'H2FS8', 'H1ED24', 'PC40', 'H1TO1', 'H2DS13', 'H1WP3', 'H2GH31', 'H1TO50', 'H2FS6', 'H1TO3', 'H1WP7', 'H2ED5', 'H2ED14', 'H2DS12', 'H1IR3', 'H2FV5', 'H1WP1', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2FV6', 'H2FS19', 'H1TO9', 'H1FS6', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14'],27,60,27
211,0.716824644549763,['H1ED18', 'H1FS10', 'S60M', 'H2ED3', 'H2FS8', 'H1ED24', 'PC40', 'H1TO1', 'H2DS13', 'H1WP3', 'H2GH31', 'H1TO50', 'H2FS6', 'H1TO3', 'H1WP7', 'H2ED5', 'H2ED14', 'H2DS12', 'H1IR3', 'H2FV5', 'H1WP1', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2FV6', 'H2FS19', 'H1TO9', 'H1FS6', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14'],27,60,27
212,0.716824644549763,['H1ED18', 'H1FS10', 'S60M', 'H2ED3', 'H2FS8', 'H1ED24', 'PC40', 'H1TO1', 'H2DS13', 'H1WP3', 'H2GH31', 'H1TO50', 'H2FS6', 'H1TO3', 'H1WP7', 'H2ED5', 'H2ED14', 'H2DS12', 'H1IR3', 'H2FV5', 'H1WP1', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2FV6', 'H2FS19', 'H1TO9', 'H1FS6', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14'],27,60,27
213,0.716824644549763,['H1ED18', 'H1FS10', 'S60M', 'H2ED3', 'H2FS8', 'H1ED24', 'PC40', 'H1TO1', 'H2DS13', 'H1WP3', 'H2GH31', 'H1TO50', 'H2FS6', 'H1TO3', 'H1WP7', 'H2ED5', 'H2ED14', 'H2DS12', 'H1IR3', 'H2FV5', 'H1WP1', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2FV6', 'H2FS19', 'H1TO9', 'H1FS6', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14'],27,60,27
214,0.716824644549763,['H1ED18', 'H1FS10', 'S60M', 'H2ED3', 'H2FS8', 'H1ED24', 'PC40', 'H1TO1', 'H2DS13', 'H1WP3', 'H2GH31', 'H1TO50', 'H2FS6', 'H1TO3', 'H1WP7', 'H2ED5', 'H2ED14', 'H2DS12', 'H1IR3', 'H2FV5', 'H1WP1', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2FV6', 'H2FS19', 'H1TO9', 'H1FS6', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14'],27,60,27
215,0.716824644549763,['H1ED18', 'H1FS10', 'S60M', 'H2ED3', 'H2FS8', 'H1ED24', 'PC40', 'H1TO1', 'H2DS13', 'H1WP3', 'H2GH31', 'H1TO50', 'H2FS6', 'H1TO3', 'H1WP7', 'H2ED5', 'H2ED14', 'H2DS12', 'H1IR3', 'H2FV5', 'H1WP1', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2FV6', 'H2FS19', 'H1TO9', 'H1FS6', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14'],27,60,27
216,0.716824644549763,['H1ED18', 'H1FS10', 'S60M', 'H2ED3', 'H2FS8', 'H1ED24', 'PC40', 'H1TO1', 'H2DS13', 'H1WP3', 'H2GH31', 'H1TO50', 'H2FS6', 'H1TO3', 'H1WP7', 'H2ED5', 'H2ED14', 'H2DS12', 'H1IR3', 'H2FV5', 'H1WP1', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2FV6', 'H2FS19', 'H1TO9', 'H1FS6', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14'],27,60,27
217,0.716824644549763,['H1ED18', 'H1FS10', 'S60M', 'H2ED3', 'H2FS8', 'H1ED24', 'PC40', 'H1TO1', 'H2DS13', 'H1WP3', 'H2GH31', 'H1TO50', 'H2FS6', 'H1TO3', 'H1WP7', 'H2ED5', 'H2ED14', 'H2DS12', 'H1IR3', 'H2FV5', 'H1WP1', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2FV6', 'H2FS19', 'H1TO9', 'H1FS6', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14'],27,60,27
218,0.716824644549763,['H1ED18', 'H1FS10', 'S60M', 'H2ED3', 'H2FS8', 'H1ED24', 'PC40', 'H1TO1', 'H2DS13', 'H1WP3', 'H2GH31', 'H1TO50', 'H2FS6', 'H1TO3', 'H1WP7', 'H2ED5', 'H2ED14', 'H2DS12', 'H1IR3', 'H2FV5', 'H1WP1', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2FV6', 'H2FS19', 'H1TO9', 'H1FS6', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14'],27,60,27
219,0.716824644549763,['H1ED18', 'H1FS10', 'S60M', 'H2ED3', 'H2FS8', 'H1ED24', 'PC40', 'H1TO1', 'H2DS13', 'H1WP3', 'H2GH31', 'H1TO50', 'H2FS6', 'H1TO3', 'H1WP7', 'H2ED5', 'H2ED14', 'H2DS12', 'H1IR3', 'H2FV5', 'H1WP1', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2FV6', 'H2FS19', 'H1TO9', 'H1FS6', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14'],27,60,27
220,0.716824644549763,['H1ED18', 'H1FS10', 'S60M', 'H2ED3', 'H2FS8', 'H1ED24', 'PC40', 'H1TO1', 'H2DS13', 'H1WP3', 'H2GH31', 'H1TO50', 'H2FS6', 'H1TO3', 'H1WP7', 'H2ED5', 'H2ED14', 'H2DS12', 'H1IR3', 'H2FV5', 'H1WP1', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2FV6', 'H2FS19', 'H1TO9', 'H1FS6', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14'],27,60,27
221,0.716824644549763,['H1ED18', 'H1FS10', 'S60M', 'H2ED3', 'H2FS8', 'H1ED24', 'PC40', 'H1TO1', 'H2DS13', 'H1WP3', 'H2GH31', 'H1TO50', 'H2FS6', 'H1TO3', 'H1WP7', 'H2ED5', 'H2ED14', 'H2DS12', 'H1IR3', 'H2FV5', 'H1WP1', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2FV6', 'H2FS19', 'H1TO9', 'H1FS6', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14'],27,60,27
222,0.716824644549763,['H1ED18', 'H1FS10', 'S60M', 'H2ED3', 'H2FS8', 'H1ED24', 'PC40', 'H1TO1', 'H2DS13', 'H1WP3', 'H2GH31', 'H1TO50', 'H2FS6', 'H1TO3', 'H1WP7', 'H2ED5', 'H2ED14', 'H2DS12', 'H1IR3', 'H2FV5', 'H1WP1', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2FV6', 'H2FS19', 'H1TO9', 'H1FS6', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14'],27,60,27
223,0.716824644549763,['H1ED18', 'H1FS10', 'S60M', 'H2ED3', 'H2FS8', 'H1ED24', 'PC40', 'H1TO1', 'H2DS13', 'H1WP3', 'H2GH31', 'H1TO50', 'H2FS6', 'H1TO3', 'H1WP7', 'H2ED5', 'H2ED14', 'H2DS12', 'H1IR3', 'H2FV5', 'H1WP1', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2FV6', 'H2FS19', 'H1TO9', 'H1FS6', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14'],27,60,27
224,0.716824644549763,['H1ED18', 'H1FS10', 'S60M', 'H2ED3', 'H2FS8', 'H1ED24', 'PC40', 'H1TO1', 'H2DS13', 'H1WP3', 'H2GH31', 'H1TO50', 'H2FS6', 'H1TO3', 'H1WP7', 'H2ED5', 'H2ED14', 'H2DS12', 'H1IR3', 'H2FV5', 'H1WP1', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2FV6', 'H2FS19', 'H1TO9', 'H1FS6', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14'],27,60,27
225,0.716824644549763,['H1ED18', 'H1FS10', 'S60M', 'H2ED3', 'H2FS8', 'H1ED24', 'PC40', 'H1TO1', 'H2DS13', 'H1WP3', 'H2GH31', 'H1TO50', 'H2FS6', 'H1TO3', 'H1WP7', 'H2ED5', 'H2ED14', 'H2DS12', 'H1IR3', 'H2FV5', 'H1WP1', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2FV6', 'H2FS19', 'H1TO9', 'H1FS6', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14'],27,60,27
226,0.716824644549763,['H1ED18', 'H1FS10', 'S60M', 'H2ED3', 'H2FS8', 'H1ED24', 'PC40', 'H1TO1', 'H2DS13', 'H1WP3', 'H2GH31', 'H1TO50', 'H2FS6', 'H1TO3', 'H1WP7', 'H2ED5', 'H2ED14', 'H2DS12', 'H1IR3', 'H2FV5', 'H1WP1', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2FV6', 'H2FS19', 'H1TO9', 'H1FS6', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14'],27,60,27
227,0.716824644549763,['H1ED18', 'H1FS10', 'S60M', 'H2ED3', 'H2FS8', 'H1ED24', 'PC40', 'H1TO1', 'H2DS13', 'H1WP3', 'H2GH31', 'H1TO50', 'H2FS6', 'H1TO3', 'H1WP7', 'H2ED5', 'H2ED14', 'H2DS12', 'H1IR3', 'H2FV5', 'H1WP1', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2FV6', 'H2FS19', 'H1TO9', 'H1FS6', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14'],27,60,27
228,0.7180094786729858,['H1ED18', 'H1FS10', 'S60M', 'H2ED3', 'H2FS8', 'H1ED24', 'PC40', 'H1TO1', 'H2DS13', 'H1WP3', 'H2GH31', 'H1TO50', 'H2FS6', 'H1TO3', 'H1WP7', 'H2ED5', 'H2ED14', 'H2DS12', 'H1IR3', 'H2FV5', 'H1WP1', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2FV6', 'H2FS19', 'H1TO9', 'H1FS6', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF21', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14'],27,59,28
229,0.7180094786729858,['H1ED18', 'H1FS10', 'S60M', 'H2ED3', 'H2FS8', 'H1ED24', 'PC40', 'H1TO1', 'H2DS13', 'H1WP3', 'H2GH31', 'H1TO50', 'H2FS6', 'H1TO3', 'H1WP7', 'H2ED5', 'H2ED14', 'H2DS12', 'H1IR3', 'H2FV5', 'H1WP1', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2FV6', 'H2FS19', 'H1TO9', 'H1FS6', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF21', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14'],27,59,28
230,0.7180094786729858,['H1ED18', 'H1FS10', 'S60M', 'H2ED3', 'H2FS8', 'H1ED24', 'PC40', 'H1TO1', 'H2DS13', 'H1WP3', 'H2GH31', 'H1TO50', 'H2FS6', 'H1TO3', 'H1WP7', 'H2ED5', 'H2ED14', 'H2DS12', 'H1IR3', 'H2FV5', 'H1WP1', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2FV6', 'H2FS19', 'H1TO9', 'H1FS6', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF21', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14'],27,59,28
231,0.7180094786729858,['H1ED18', 'H1FS10', 'S60M', 'H2ED3', 'H2FS8', 'H1ED24', 'PC40', 'H1TO1', 'H2DS13', 'H1WP3', 'H2GH31', 'H1TO50', 'H2FS6', 'H1TO3', 'H1WP7', 'H2ED5', 'H2ED14', 'H2DS12', 'H1IR3', 'H2FV5', 'H1WP1', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2FV6', 'H2FS19', 'H1TO9', 'H1FS6', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF21', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14'],27,59,28
232,0.7180094786729858,['H1ED18', 'H1FS10', 'S60M', 'H2ED3', 'H2FS8', 'H1ED24', 'PC40', 'H1TO1', 'H2DS13', 'H1WP3', 'H2GH31', 'H1TO50', 'H2FS6', 'H1TO3', 'H1WP7', 'H2ED5', 'H2ED14', 'H2DS12', 'H1IR3', 'H2FV5', 'H1WP1', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2FV6', 'H2FS19', 'H1TO9', 'H1FS6', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF21', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14'],27,59,28
233,0.7180094786729858,['H1ED18', 'H1FS10', 'S60M', 'H2ED3', 'H2FS8', 'H1ED24', 'PC40', 'H1TO1', 'H2DS13', 'H1WP3', 'H2GH31', 'H1TO50', 'H2FS6', 'H1TO3', 'H1WP7', 'H2ED5', 'H2ED14', 'H2DS12', 'H1IR3', 'H2FV5', 'H1WP1', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2FV6', 'H2FS19', 'H1TO9', 'H1FS6', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF21', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14'],27,59,28
234,0.7180094786729858,['H1ED18', 'H1FS10', 'S60M', 'H2ED3', 'H2FS8', 'H1ED24', 'PC40', 'H1TO1', 'H2DS13', 'H1WP3', 'H2GH31', 'H1TO50', 'H2FS6', 'H1TO3', 'H1WP7', 'H2ED5', 'H2ED14', 'H2DS12', 'H1IR3', 'H2FV5', 'H1WP1', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2FV6', 'H2FS19', 'H1TO9', 'H1FS6', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF21', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14'],27,59,28
235,0.7180094786729858,['H1ED18', 'H1FS10', 'S60M', 'H2ED3', 'H2FS8', 'H1ED24', 'PC40', 'H1TO1', 'H2DS13', 'H1WP3', 'H2GH31', 'H1TO50', 'H2FS6', 'H1TO3', 'H1WP7', 'H2ED5', 'H2ED14', 'H2DS12', 'H1IR3', 'H2FV5', 'H1WP1', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2FV6', 'H2FS19', 'H1TO9', 'H1FS6', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF21', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14'],27,59,28
236,0.7180094786729858,['H1ED18', 'H1FS10', 'S60M', 'H2ED3', 'H2FS8', 'H1ED24', 'PC40', 'H1TO1', 'H2DS13', 'H1WP3', 'H2GH31', 'H1TO50', 'H2FS6', 'H1TO3', 'H1WP7', 'H2ED5', 'H2ED14', 'H2DS12', 'H1IR3', 'H2FV5', 'H1WP1', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2FV6', 'H2FS19', 'H1TO9', 'H1FS6', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF21', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14'],27,59,28
237,0.7180094786729858,['H1ED18', 'H1FS10', 'S60M', 'H2ED3', 'H2FS8', 'H1ED24', 'PC40', 'H1TO1', 'H2DS13', 'H1WP3', 'H2GH31', 'H1TO50', 'H2FS6', 'H1TO3', 'H1WP7', 'H2ED5', 'H2ED14', 'H2DS12', 'H1IR3', 'H2FV5', 'H1WP1', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2FV6', 'H2FS19', 'H1TO9', 'H1FS6', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF21', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14'],27,59,28
238,0.7180094786729858,['H1ED18', 'H1FS10', 'S60M', 'H2ED3', 'H2FS8', 'H1ED24', 'PC40', 'H1TO1', 'H2DS13', 'H1WP3', 'H2GH31', 'H1TO50', 'H2FS6', 'H1TO3', 'H1WP7', 'H2ED5', 'H2ED14', 'H2DS12', 'H1IR3', 'H2FV5', 'H1WP1', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2FV6', 'H2FS19', 'H1TO9', 'H1FS6', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF21', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14'],27,59,28
239,0.7180094786729858,['H1ED18', 'H1FS10', 'S60M', 'H2ED3', 'H2FS8', 'H1ED24', 'PC40', 'H1TO1', 'H2DS13', 'H1WP3', 'H2GH31', 'H1TO50', 'H2FS6', 'H1TO3', 'H1WP7', 'H2ED5', 'H2ED14', 'H2DS12', 'H1IR3', 'H2FV5', 'H1WP1', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2FV6', 'H2FS19', 'H1TO9', 'H1FS6', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF21', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14'],27,59,28
240,0.7180094786729858,['H1ED18', 'H1FS10', 'S60M', 'H2ED3', 'H2FS8', 'H1ED24', 'PC40', 'H1TO1', 'H2DS13', 'H1WP3', 'H2GH31', 'H1TO50', 'H2FS6', 'H1TO3', 'H1WP7', 'H2ED5', 'H2ED14', 'H2DS12', 'H1IR3', 'H2FV5', 'H1WP1', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2FV6', 'H2FS19', 'H1TO9', 'H1FS6', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF21', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14'],27,59,28
241,0.7186018957345972,['H1ED18', 'H1FS10', 'S60M', 'H2ED3', 'H2FS8', 'H1ED24', 'PC40', 'H1TO1', 'H2DS13', 'H1WP3', 'H2GH31', 'H1TO50', 'H2FS6', 'H1TO3', 'H1WP7', 'H2ED5', 'H2ED14', 'H2DS12', 'H1IR3', 'H2FV5', 'H1WP1', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2PF26', 'H2FS19', 'H1TO9', 'H1FS6', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF21', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14'],26,59,27
242,0.7186018957345972,['H1ED18', 'H1FS10', 'S60M', 'H2ED3', 'H2FS8', 'H1ED24', 'PC40', 'H1TO1', 'H2DS13', 'H1WP3', 'H2GH31', 'H1TO50', 'H2FS6', 'H1TO3', 'H1WP7', 'H2ED5', 'H2ED14', 'H2DS12', 'H1IR3', 'H2FV5', 'H1WP1', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2PF26', 'H2FS19', 'H1TO9', 'H1FS6', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF21', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14'],26,59,27
243,0.7186018957345972,['H1ED18', 'H1FS10', 'S60M', 'H2ED3', 'H2FS8', 'H1ED24', 'PC40', 'H1TO1', 'H2DS13', 'H1WP3', 'H2GH31', 'H1TO50', 'H2FS6', 'H1TO3', 'H1WP7', 'H2ED5', 'H2ED14', 'H2DS12', 'H1IR3', 'H2FV5', 'H1WP1', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2PF26', 'H2FS19', 'H1TO9', 'H1FS6', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF21', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14'],26,59,27
